, ,assets_size,assets_stablecoins,assets_usdc,dt,stablecoins_ratio,usdc_ratio
1151,1.0,1562535555.439828,479262385.8004792,419777276.40720856,2021-01-25T00:00:00Z,0.30672094732946714,0.26865134360993675
1152,1.0,1522486058.8164845,479932027.9394476,420446918.54617697,2021-01-24T00:00:00Z,0.31522917741035095,0.27615814024137236
1153,1.0,1470791248.3180394,461956348.5800151,402471239.1867445,2021-01-23T00:00:00Z,0.314086957689133,0.27364266658983777
1154,1.0,1438121112.6710587,442035522.1326318,382550412.73936117,2021-01-22T00:00:00Z,0.3073701639159083,0.2660070903408411
1155,1.0,1393246037.4894083,436635370.92343843,377150261.5301678,2021-01-21T00:00:00Z,0.31339430306957383,0.27069896585514963
1156,1.0,1401374989.536584,435418785.91794795,375997638.1248666,2021-01-20T00:00:00Z,0.3107082609358792,0.2683062284772215
1157,1.0,1396526279.268294,435260273.24075574,375637719.4865712,2021-01-19T00:00:00Z,0.3116735285989814,0.26898005792156343
1158,1.0,1395189996.7267468,442331161.0676512,378508620.2361001,2021-01-18T00:00:00Z,0.31704008923903104,0.2712953942646655
1159,1.0,1374961392.167984,434619766.49841946,370797225.6668683,2021-01-17T00:00:00Z,0.316095978384621,0.2696782817168489
1160,1.0,1363240680.707137,437044916.99733526,369231447.00159454,2021-01-16T00:00:00Z,0.3205926313544519,0.2708483191757949
1161,1.0,1287647139.7717204,438448573.2737259,370635103.2779852,2021-01-15T00:00:00Z,0.34050366729464093,0.28783902967678937
1162,1.0,1394861759.9148993,508426393.9099832,440077923.9142425,2021-01-14T00:00:00Z,0.3644994855554735,0.3154993107998686
1163,1.0,1360204910.5636406,507744963.3470402,438913893.201169,2021-01-13T00:00:00Z,0.3732856420409784,0.3226821854504938
1164,1.0,1358792382.8136024,522730250.8318857,452672180.68601453,2021-01-12T00:00:00Z,0.3847020762285162,0.3331430072846615
1165,1.0,1360643582.4995832,536092599.5060535,466035084.36018234,2021-01-11T00:00:00Z,0.39399928563306746,0.3425107723685053
1166,1.0,1417965217.704976,540314815.8002641,464737300.65439296,2021-01-10T00:00:00Z,0.3810494143677104,0.3277494362002657
1167,1.0,1403563279.3380346,540127277.3762733,464549762.2304022,2021-01-09T00:00:00Z,0.3848257398348399,0.3309788515196114
1168,1.0,1386814309.9990413,546863364.9658498,471285849.8199786,2021-01-08T00:00:00Z,0.39433063318060785,0.3398334199625503
1169,1.0,1356993936.9458408,547786223.5687964,471244849.4351092,2021-01-07T00:00:00Z,0.40367624987454837,0.34727115324901936
1170,1.0,1309524881.309719,547834330.5576869,471292956.4239997,2021-01-06T00:00:00Z,0.4183458736650894,0.359896144892365
1171,1.0,1310101008.3277397,552279226.5685973,476477852.4349101,2021-01-05T00:00:00Z,0.42155469162911835,0.3636955085189223
1172,1.0,1309954350.519936,557373128.9349949,481571754.80130774,2021-01-04T00:00:00Z,0.425490497980916,0.36762483716334565
1173,1.0,1223393226.3765583,503917280.1728636,432065906.0391764,2021-01-03T00:00:00Z,0.4119013161985243,0.3531700983165222
1174,1.0,1179310014.11828,511015205.74719816,439163831.61351097,2021-01-02T00:00:00Z,0.4333171088428877,0.3723904879599069
1175,1.0,1198448873.4253967,542835534.1629258,470984160.0292386,2021-01-01T00:00:00Z,0.4529484287564123,0.3929947872395053
1176,1.0,1169510521.7287178,521647121.49145675,449795747.35776955,2020-12-31T00:00:00Z,0.44603884428536944,0.38460171071646426
1177,1.0,1149804442.2432208,515062327.9739344,443211553.8402472,2020-12-30T00:00:00Z,0.44795646029082054,0.38546689989782945
1178,1.0,1126459706.8722997,514098205.64633065,442247931.51264346,2020-12-29T00:00:00Z,0.45638401667624945,0.3925998673672742
1179,1.0,1122117082.0887003,511420983.8354363,439570709.7017491,2020-12-28T00:00:00Z,0.4557643689760797,0.3917333732087346
1180,1.0,1098227322.5793462,500496850.4203096,428646576.2866224,2020-12-27T00:00:00Z,0.45573155951430905,0.39030769629723266
1181,1.0,1120023717.4309597,502304739.0138574,430455459.8801702,2020-12-26T00:00:00Z,0.4484768770486509,0.38432709341863047
1182,1.0,1112721542.9069643,501550712.76909995,429701433.63541275,2020-12-25T00:00:00Z,0.45074234067474606,0.3861715775833959
1183,1.0,1112592229.9917436,501831212.7691935,430011933.6355063,2020-12-24T00:00:00Z,0.45104684289671654,0.3864955390158507
1184,1.0,1114890399.9858456,499767253.91192096,427947974.77823377,2020-12-23T00:00:00Z,0.44826581511354474,0.38384757352262333
1185,1.0,1113197072.5628796,500431615.6521124,428612336.5184252,2020-12-22T00:00:00Z,0.44954449484850334,0.3850282641613889
1186,1.0,1122300794.4513876,510864326.23312736,439100047.09944016,2020-12-21T00:00:00Z,0.45519376691063673,0.3912498763881609
1187,1.0,1123804239.2160258,517606751.086651,445842471.9529638,2020-12-20T00:00:00Z,0.4605844443581538,0.3967260990793084
1188,1.0,1130892599.7974195,517714124.27713454,445299523.3228116,2020-12-19T00:00:00Z,0.4577924768186425,0.393759339660176
1189,1.0,1121064315.8015013,517402734.3017235,444988133.3474005,2020-12-18T00:00:00Z,0.4615281451821148,0.3969336344715046
1190,1.0,1124886089.033341,522313346.370687,451490595.416364,2020-12-17T00:00:00Z,0.4643255450154349,0.401365613654577
1191,1.0,1111974797.631925,522307391.3624204,451484640.4080974,2020-12-16T00:00:00Z,0.4697115370552754,0.40602056932367936
1192,1.0,1092344738.5993767,520551177.65262985,449722918.4378732,2020-12-15T00:00:00Z,0.476544774976524,0.41170420156416526
1193,1.0,1089251364.2503593,520975849.69484335,450153098.74052036,2020-12-14T00:00:00Z,0.47828799374824515,0.4132683359550558
1194,1.0,1088368665.9477477,521327469.9629868,450509898.88987976,2020-12-13T00:00:00Z,0.47899896999424973,0.4139313386954018
1195,1.0,1090988894.878759,524583080.80316097,453772863.63374573,2020-12-12T00:00:00Z,0.48083264941157594,0.4159280316819112
1196,1.0,1058770526.5485324,494435380.69952726,423632906.7790903,2020-12-11T00:00:00Z,0.46699012515141364,0.40011777449083685
1197,1.0,1074869878.9199777,492174409.79814506,421379070.0634438,2020-12-10T00:00:00Z,0.4578920848472177,0.3920279824817891
1198,1.0,1076780250.7147672,485775798.3362125,415788456.55155,2020-12-09T00:00:00Z,0.451137358819271,0.38614049271014156
1199,1.0,1069580067.3718462,477388971.36585724,408058593.21830714,2020-12-08T00:00:00Z,0.4463330852255776,0.3815128999374322
1200,1.0,1064600401.1532,471009933.16314113,401687685.9538976,2020-12-07T00:00:00Z,0.4424288518517673,0.3773131078278574
1201,1.0,1069632127.3528612,477451825.6835137,408136903.40866476,2020-12-06T00:00:00Z,0.4463701243390262,0.38156754361775486
1202,1.0,1064917977.4478207,474697157.4737227,405389567.4617515,2020-12-05T00:00:00Z,0.4457593613091034,0.380676799572214
1203,1.0,1065392961.6362716,476468832.8465761,404972258.3742813,2020-12-04T00:00:00Z,0.4472235597603319,0.3801153874269164
1204,1.0,1073147379.4056699,481199947.0243648,409712687.5949795,2020-12-03T00:00:00Z,0.4484006169691835,0.38178603932470717
1205,1.0,1068278303.4437819,481457987.33004177,409978221.59491444,2020-12-02T00:00:00Z,0.4506859174973205,0.3837747338622136
1206,1.0,1053314136.4317076,485567720.4568117,414096313.2231661,2020-12-01T00:00:00Z,0.4609904145991625,0.3931365761652002
1207,1.0,1043658906.055994,475175762.2893546,403712507.73196316,2020-11-30T00:00:00Z,0.4552979517848915,0.3868241868960809
1208,1.0,1026171349.7775455,466738227.05534536,394282798.7514051,2020-11-29T00:00:00Z,0.4548345918608285,0.3842270580219163
1209,1.0,1013056353.605022,466926764.7823261,394478421.59247917,2020-11-28T00:00:00Z,0.46090897423498617,0.3893943512507512
1210,1.0,1011051012.8634918,466626672.84986836,394186339.87918353,2020-11-27T00:00:00Z,0.46152633933701476,0.3898777953476073
1211,1.0,1009796602.661822,466606942.6387209,394174632.1536221,2020-11-26T00:00:00Z,0.46208012723428254,0.39035052317920116
1212,1.0,1042939541.1788566,464474048.56185687,392049659.0626234,2020-11-25T00:00:00Z,0.44535088585945454,0.3759083279357511
1213,1.0,1037757777.3401834,465384607.4891724,391961020.62511957,2020-11-24T00:00:00Z,0.44845205466151516,0.3776999114665583
1214,1.0,1018675875.529199,465965793.5382669,392549613.7221836,2020-11-23T00:00:00Z,0.45742301818642667,0.38535281255998655
1215,1.0,1016099159.952743,468729930.3809306,393308923.9836601,2020-11-22T00:00:00Z,0.46130333421664316,0.3870773045437339
1216,1.0,1015618961.5797085,473088394.53606653,396367743.70235425,2020-11-21T00:00:00Z,0.4658128810437115,0.39027209878578684
1217,1.0,996842671.2384169,462981430.5865696,386269329.1216116,2020-11-20T00:00:00Z,0.464447845126242,0.3874927711930048
1218,1.0,988672079.6401124,463194709.5935971,386490334.6193386,2020-11-19T00:00:00Z,0.4685018613676287,0.390918629724049
1219,1.0,994594109.2588662,474288722.2535341,397597516.5809088,2020-11-18T00:00:00Z,0.4768666110509704,0.3997585677208398
1220,1.0,1008422850.0573344,490344835.6425366,413661867.9204237,2020-11-17T00:00:00Z,0.4862492312769963,0.4102067579060755
1221,1.0,1009039495.2947059,491217631.51872593,414521335.2733133,2020-11-16T00:00:00Z,0.4868170510761406,0.4108078397389646
1222,1.0,1007962856.8027991,493000893.9143271,416328093.38568836,2020-11-15T00:00:00Z,0.4891062111932357,0.41303912200322285
1223,1.0,998929018.03997,485713700.85964835,408790436.74484056,2020-11-14T00:00:00Z,0.4862344491830685,0.4092287133143265
1224,1.0,996656313.4377041,487285910.24053204,409260614.4678328,2020-11-13T00:00:00Z,0.48892070784136943,0.4106336446675342
1225,1.0,990597807.1098846,484632580.5452355,406618388.7679141,2020-11-12T00:00:00Z,0.48923243829821683,0.4104777800328897
1226,1.0,990624114.5793729,491772494.9544159,413788076.5415752,2020-11-11T00:00:00Z,0.49642693703577623,0.41770442537356667
1227,1.0,959385881.5713615,489039168.2685178,411054749.85567707,2020-11-10T00:00:00Z,0.5097418855773956,0.4284561173470862
1228,1.0,954632116.5789642,485890558.3107953,407906139.8979546,2020-11-09T00:00:00Z,0.5089819940817002,0.4272914485212732
1229,1.0,950050998.3213139,481090718.10853666,402402500.77971274,2020-11-08T00:00:00Z,0.5063840982837728,0.423558842094514
1230,1.0,950258510.9280951,481658413.9735383,403018438.1394383,2020-11-07T00:00:00Z,0.5068709287361329,0.42411452621015694
1231,1.0,945589917.4825902,480318006.4307929,401678030.5966929,2020-11-06T00:00:00Z,0.5079559305259157,0.424790940734717
1232,1.0,941940876.6001937,480147850.93075556,400407754.5595737,2020-11-05T00:00:00Z,0.5097430877655329,0.4250879906653914
1233,1.0,941716589.9041371,480867607.7046928,401127511.3335109,2020-11-04T00:00:00Z,0.5106287951809824,0.42595353595113367
1234,1.0,948640540.4519572,486508287.85636395,406770659.3477516,2020-11-03T00:00:00Z,0.512847877684606,0.42879324886743236
1235,1.0,947792800.7833147,485538469.649632,405805789.58368295,2020-11-02T00:00:00Z,0.5122833484790694,0.4281587592227963
1236,1.0,935228004.2622229,470486968.4191417,390766480.3268429,2020-11-01T00:00:00Z,0.5030719421092364,0.4178301746161979
1237,1.0,924801168.8511655,462251835.40311676,382536287.36335653,2020-10-31T00:00:00Z,0.49983915567207726,0.41364165644228407
1238,1.0,922325551.222872,461166449.5386284,381473662.6035956,2020-10-30T00:00:00Z,0.5000039833301675,0.4135997990056938
1239,1.0,934539205.0083437,471862718.8843459,392172420.7506137,2020-10-29T00:00:00Z,0.5049148461140622,0.41964255608421724
1240,1.0,937486162.3953569,472363365.6496809,392675485.7463296,2020-10-28T00:00:00Z,0.5038616937478334,0.41886003388360454
1241,1.0,941477606.0707386,476639302.0686299,396953232.3738992,2020-10-27T00:00:00Z,0.5062672749677886,0.42162790682891066
1242,1.0,931582722.6326447,468195646.5079177,389120004.4181784,2020-10-26T00:00:00Z,0.5025808606505721,0.4176977470326292
1243,1.0,934796246.20819,472334397.76290065,393120499.1290596,2020-10-25T00:00:00Z,0.5052805888757349,0.42054137543199666
1244,1.0,935261828.8796219,474150489.38568425,394944917.2491234,2020-10-24T00:00:00Z,0.5069708553739259,0.4222827288078673
1245,1.0,932745916.1138731,474096989.62895113,394899754.24449486,2020-10-23T00:00:00Z,0.508280959946944,0.42337334039453894
1246,1.0,918511990.0374309,476007862.9499277,395468278.1799582,2020-10-22T00:00:00Z,0.518238050360703,0.4305532017756701
1247,1.0,922261204.7749047,482118504.80807924,401655908.82964313,2020-10-21T00:00:00Z,0.5227570045362033,0.43551209435040134
1248,1.0,904627722.329546,475195214.2524004,395140886.52196133,2020-10-20T00:00:00Z,0.5252936677959688,0.43679944442164226
1249,1.0,900493265.6108646,475762198.8881992,395716622.08132315,2020-10-19T00:00:00Z,0.5283350992807903,0.43944428814010306
1250,1.0,901344030.6552469,482911568.6410727,402874688.5471228,2020-10-18T00:00:00Z,0.5357683106749065,0.4469710508364341
1251,1.0,902167773.7533728,484773693.6600822,404245180.44730777,2020-10-17T00:00:00Z,0.5373431724824674,0.4480820443912431
1252,1.0,902393597.0400289,485478367.1015584,404958596.7624334,2020-10-16T00:00:00Z,0.5379895964399481,0.4487604944125839
1253,1.0,906372692.7744241,487448235.6970887,407091353.37882084,2020-10-15T00:00:00Z,0.5378011049792336,0.4491434446603929
1254,1.0,909607823.604336,490391488.8238762,408428260.1273763,2020-10-14T00:00:00Z,0.5391240885337726,0.44901577309325746
1255,1.0,925356118.5265027,502541353.6020664,417638459.35805047,2020-10-13T00:00:00Z,0.5430788682764551,0.45132727929986566
1256,1.0,908093730.980525,487567983.5808604,402874231.00304204,2020-10-12T00:00:00Z,0.5369137204090189,0.44364829010330664
1257,1.0,903067121.7912011,482687184.7881606,398102455.8842064,2020-10-11T00:00:00Z,0.5344975729276557,0.44083373901885003
1258,1.0,890552539.4267173,469669552.72929484,386394212.3379679,2020-10-10T00:00:00Z,0.5273911778766462,0.4338814334151521
1259,1.0,882999681.5363289,461605753.8402055,379774154.27817804,2020-10-09T00:00:00Z,0.5227700116913505,0.4300954600769617
1260,1.0,865458439.699584,443009776.34894377,361190070.2708578,2020-10-08T00:00:00Z,0.5118787408240196,0.417339589866653
1261,1.0,863952798.7903874,443611501.1044451,361799846.2315729,2020-10-07T00:00:00Z,0.5134672886360708,0.418772700011072
1262,1.0,866761301.3072617,442030167.9222504,360583231.7573965,2020-10-06T00:00:00Z,0.5099791225745476,0.41601214915059054
1263,1.0,856787049.256455,433205600.95832074,353899929.8661664,2020-10-05T00:00:00Z,0.5056164204795921,0.41305471432287777
1264,1.0,858751927.4465857,435567306.4257711,358687711.9051497,2020-10-04T00:00:00Z,0.5072096987553643,0.41768489879454745
1265,1.0,864020813.952898,435026493.02136326,358429515.48494214,2020-10-03T00:00:00Z,0.5034907562366647,0.4148389826920094
1266,1.0,866790343.1349956,434087192.44918317,357490214.91276205,2020-10-02T00:00:00Z,0.500798371702184,0.41242985428263573
1267,1.0,869299611.9343472,431534258.42264885,355982205.43506074,2020-10-01T00:00:00Z,0.4964160256121683,0.409504617910661
1268,1.0,893510665.7200165,451314880.3831184,371928134.97018963,2020-09-30T00:00:00Z,0.5051029581380945,0.416254835268787
1269,1.0,899380857.3142048,458046778.4699389,378673646.8898047,2020-09-29T00:00:00Z,0.5092912248964147,0.4210381439745415
1270,1.0,902696072.1225196,460500851.87518674,381399256.52629226,2020-09-28T00:00:00Z,0.5101394213363595,0.42251126187965327
1271,1.0,913796896.9548445,474827993.43377125,395082534.9943155,2020-09-27T00:00:00Z,0.5196209300076393,0.4323526773957065
1272,1.0,916839446.618917,479476650.09941554,399739750.39432883,2020-09-26T00:00:00Z,0.5229668639014278,0.43599754773692684
1273,1.0,894811419.7479075,459785445.81632143,380057034.1534091,2020-09-25T00:00:00Z,0.5138350222953741,0.42473422417930407
1274,1.0,892226760.9350764,462080540.7070946,382364993.25070626,2020-09-24T00:00:00Z,0.5178958544381951,0.428551361595541
1275,1.0,882371514.0607729,447173636.6062897,370632910.96342826,2020-09-23T00:00:00Z,0.5067861206764782,0.4200417908526239
1276,1.0,839852497.0789366,396808805.5154451,332437363.97934324,2020-09-22T00:00:00Z,0.4724744010353875,0.3958282735784947
1277,1.0,825517377.3325853,381391788.8210051,322750449.6741487,2020-09-21T00:00:00Z,0.46200334395547143,0.3909674811655947
1278,1.0,798147980.4620252,341264098.92447203,301681321.0870488,2020-09-20T00:00:00Z,0.4275699585519517,0.37797667659625483
1279,1.0,776233117.7417192,322415036.22801983,284089864.5097646,2020-09-19T00:00:00Z,0.41535851648022437,0.3659852407950102
1280,1.0,680022916.275841,230481078.18859246,200489359.77683303,2020-09-18T00:00:00Z,0.3389313399184055,0.2948273579878999
1281,1.0,624544672.2231584,209126027.3532616,206387491.45725456,2020-09-17T00:00:00Z,0.33484558695993166,0.3304607350545286
1282,1.0,568141003.711648,156635807.870387,155351286.6055968,2020-09-16T00:00:00Z,0.2756988262545565,0.27343790641881427
1283,1.0,599937855.6165162,174525770.99868488,173402730.250388,2020-09-15T00:00:00Z,0.2909064153308618,0.2890344868672999
1284,1.0,520965921.2232226,101092827.307402,100299742.5602086,2020-09-14T00:00:00Z,0.1940488296624798,0.1925264944868291
1285,1.0,460487617.45148015,52879342.75929242,52678329.45382353,2020-09-13T00:00:00Z,0.11483336523129012,0.1143968425152584
1286,1.0,457343031.3543039,52431090.712360814,52270081.76532085,2020-09-12T00:00:00Z,0.11464281101452363,0.11429075810018671
1287,1.0,446404184.4678386,40227164.52377571,40219164.52377571,2020-09-11T00:00:00Z,0.0901137711594948,0.09009585018052921
1288,1.0,444472453.4165312,39776386.475804806,39776386.475804806,2020-09-10T00:00:00Z,0.08949122981650545,0.08949122981650545
1289,1.0,426258651.5895634,31619234.749996122,31619234.749996122,2020-09-09T00:00:00Z,0.07417851727368972,0.07417851727368972
1290,1.0,425827348.2681331,28025072.93044578,28025072.93044578,2020-09-08T00:00:00Z,0.06581322933913365,0.06581322933913365
1291,1.0,425211292.19244164,25965639.306951765,25965639.306951765,2020-09-07T00:00:00Z,0.061065262808684455,0.061065262808684455
1292,1.0,421883485.64041805,22875837.467475407,22875837.467475407,2020-09-06T00:00:00Z,0.05422311668054497,0.05422311668054497
1293,1.0,434730015.25746197,13380059.88336493,13380059.88336493,2020-09-05T00:00:00Z,0.03077786077283116,0.03077786077283116
1294,1.0,456554556.4930841,14888997.49409736,14888997.49409736,2020-09-04T00:00:00Z,0.03261165020115816,0.03261165020115816
1295,1.0,508637967.8127246,6249905.824279392,6249905.824279392,2020-09-03T00:00:00Z,0.012287533019124802,0.012287533019124802
1296,1.0,486557309.13495606,6389655.824279392,6389655.824279392,2020-09-02T00:00:00Z,0.0131323807171646,0.0131323807171646
1297,1.0,459508117.5383636,7907455.824279392,7907455.824279392,2020-09-01T00:00:00Z,0.017208522597251422,0.017208522597251422
1298,1.0,442396656.59972864,11196474.488327365,11196474.488327365,2020-08-31T00:00:00Z,0.025308677905442906,0.025308677905442906
1299,1.0,440460505.6175545,12485780.760083448,12485780.760083448,2020-08-30T00:00:00Z,0.02834710626910253,0.02834710626910253
1300,1.0,436864934.2047342,12716351.112720449,12716351.112720449,2020-08-29T00:00:00Z,0.029108198248662835,0.029108198248662835
1301,1.0,442749056.38423973,11484645.08225008,11484645.08225008,2020-08-28T00:00:00Z,0.025939400472224,0.025939400472224
1302,1.0,443278648.90183294,12448566.14283808,12448566.14283808,2020-08-27T00:00:00Z,0.028082936486288783,0.028082936486288783
1303,1.0,445750023.5218551,12818414.105864078,12818414.105864078,2020-08-26T00:00:00Z,0.028756956656078764,0.028756956656078764
1304,1.0,443174354.2858491,12763214.10586408,12763214.10586408,2020-08-25T00:00:00Z,0.02879953224376282,0.02879953224376282
1305,1.0,440926849.2844906,10267013.45205864,10267013.45205864,2020-08-24T00:00:00Z,0.02328507204476055,0.02328507204476055
1306,1.0,439805274.5947993,13505455.699569643,13505455.699569643,2020-08-23T00:00:00Z,0.03070780747687137,0.03070780747687137
1307,1.0,440555806.467617,13510294.747750252,13510294.747750252,2020-08-22T00:00:00Z,0.030666477548158988,0.030666477548158988
1308,1.0,432314412.414816,11270585.08480026,11270585.08480026,2020-08-21T00:00:00Z,0.026070343160305893,0.026070343160305893
1309,1.0,430256424.116395,11309756.823878102,11309756.823878102,2020-08-20T00:00:00Z,0.026286084739128808,0.026286084739128808
1310,1.0,418684808.56885016,6527222.699758236,6527222.699758236,2020-08-19T00:00:00Z,0.015589824531894557,0.015589824531894557
1311,1.0,425752059.7585904,6721279.3698784225,6721279.3698784225,2020-08-18T00:00:00Z,0.01578683934891476,0.01578683934891476
1312,1.0,426151801.34523153,11099195.308348274,11099195.308348274,2020-08-17T00:00:00Z,0.02604516811453452,0.02604516811453452
1313,1.0,419706429.0113207,11484443.327033313,11484443.327033313,2020-08-16T00:00:00Z,0.027363038860487753,0.027363038860487753
1314,1.0,411822449.8467898,11636268.7891728,11636268.7891728,2020-08-15T00:00:00Z,0.028255547490191074,0.028255547490191074
1315,1.0,411273710.2796804,12657968.202619141,12657968.202619141,2020-08-14T00:00:00Z,0.030777479537924472,0.030777479537924472
1316,1.0,428177382.89783865,48388954.01087214,48388954.01087214,2020-08-13T00:00:00Z,0.11301146661083111,0.11301146661083111
1317,1.0,419063156.07304937,46666374.146423124,46666374.146423124,2020-08-12T00:00:00Z,0.11135880945422086,0.11135880945422086
1318,1.0,417921938.9444706,50286723.79136077,50286723.79136077,2020-08-11T00:00:00Z,0.12032563764986356,0.12032563764986356
1319,1.0,416207145.93450606,54438882.05399976,54438882.05399976,2020-08-10T00:00:00Z,0.13079756699459988,0.13079756699459988
1320,1.0,375614440.15316963,44186056.731453724,44186056.731453724,2020-08-09T00:00:00Z,0.1176367359929915,0.1176367359929915
1321,1.0,375677730.6750722,47983332.30784936,47983332.30784936,2020-08-08T00:00:00Z,0.12772471826218168,0.12772471826218168
1322,1.0,376829635.1124438,49779587.735580996,49779587.735580996,2020-08-07T00:00:00Z,0.13210104274502468,0.13210104274502468
1323,1.0,374176285.502632,47689954.62588011,47689954.62588011,2020-08-06T00:00:00Z,0.12745317240460086,0.12745317240460086
1324,1.0,383740217.41319734,47596314.55541096,47596314.55541096,2020-08-05T00:00:00Z,0.12403264603397303,0.12403264603397303
1325,1.0,379951203.42578804,47230902.686735645,47230902.686735645,2020-08-04T00:00:00Z,0.12430781179499743,0.12430781179499743
1326,1.0,380150861.17627275,49588370.51452263,49588370.51452263,2020-08-03T00:00:00Z,0.13044392523821988,0.13044392523821988
1327,1.0,362294694.8608301,44050278.33565664,44050278.33565664,2020-08-02T00:00:00Z,0.12158687102105614,0.12158687102105614
1328,1.0,361823298.8792081,45887595.3125757,45887595.3125757,2020-08-01T00:00:00Z,0.12682321855645598,0.12682321855645598
1329,1.0,362999338.47932464,50121888.975006446,50121888.975006446,2020-07-31T00:00:00Z,0.13807708075991781,0.13807708075991781
1330,1.0,336242364.43349564,59594870.04734842,59594870.04734842,2020-07-30T00:00:00Z,0.1772378389848478,0.1772378389848478
1331,1.0,319937441.5001906,51346251.220172755,51346251.220172755,2020-07-29T00:00:00Z,0.16048840979476972,0.16048840979476972
1332,1.0,294890265.9553344,45396273.48708231,45396273.48708231,2020-07-28T00:00:00Z,0.1539429365022115,0.1539429365022115
1333,1.0,282705082.09164,40083380.05058615,40083380.05058615,2020-07-27T00:00:00Z,0.14178514144147206,0.14178514144147206
1334,1.0,273827280.4227888,39084473.89881063,39084473.89881063,2020-07-26T00:00:00Z,0.1427340396415736,0.1427340396415736
1335,1.0,250249262.51366854,18755911.797286294,18755911.797286294,2020-07-25T00:00:00Z,0.07494891936499454,0.07494891936499454
1336,1.0,275943364.01070243,47705247.83750412,47705247.83750412,2020-07-24T00:00:00Z,0.1728805764492089,0.1728805764492089
1337,1.0,255410946.20191458,39043516.990355425,39043516.990355425,2020-07-23T00:00:00Z,0.15286548039914333,0.15286548039914333
1338,1.0,217568688.01130992,18049452.855227813,18049452.855227813,2020-07-22T00:00:00Z,0.08295979086057431,0.08295979086057431
1339,1.0,219605665.2915756,35538314.07880209,35538314.07880209,2020-07-21T00:00:00Z,0.161827856451777,0.161827856451777
1340,1.0,217431278.70843706,35353734.85029391,35353734.85029391,2020-07-20T00:00:00Z,0.16259728158845652,0.16259728158845652
1341,1.0,217833377.50677615,34759210.024198525,34759210.024198525,2020-07-19T00:00:00Z,0.159567879000165,0.159567879000165
1342,1.0,208681950.5479031,30778137.590642445,30778137.590642445,2020-07-18T00:00:00Z,0.14748825909396177,0.14748825909396177
1343,1.0,206695852.3795749,30774392.889738522,30774392.889738522,2020-07-17T00:00:00Z,0.14888732664661616,0.14888732664661616
1344,1.0,197934071.425862,22444899.246775635,22444899.246775635,2020-07-16T00:00:00Z,0.11339583470945058,0.11339583470945058
1345,1.0,197120862.20450136,22228633.223306444,22228633.223306444,2020-07-15T00:00:00Z,0.11276651783435046,0.11276651783435046
1346,1.0,195455255.18008408,21801282.378128797,21801282.378128797,2020-07-14T00:00:00Z,0.11154103970262673,0.11154103970262673
1347,1.0,194538271.38978073,21853303.030364,21853303.030364,2020-07-13T00:00:00Z,0.11233420999500036,0.11233420999500036
1348,1.0,189669708.12591964,21840956.64308485,21840956.64308485,2020-07-12T00:00:00Z,0.11515258213285634,0.11515258213285634
1349,1.0,196719026.55907845,21899002.18428135,21899002.18428135,2020-07-11T00:00:00Z,0.11132122076511325,0.11132122076511325
1350,1.0,187901026.8253107,21735608.124999367,21735608.124999367,2020-07-10T00:00:00Z,0.11567583473190222,0.11567583473190222
1351,1.0,185192799.7060098,21698978.266540814,21698978.266540814,2020-07-09T00:00:00Z,0.11716966480871582,0.11716966480871582
1352,1.0,184743554.4144294,21649499.149095595,21649499.149095595,2020-07-08T00:00:00Z,0.11718676311991895,0.11718676311991895
1353,1.0,183688735.27754575,21530538.29326628,21530538.29326628,2020-07-07T00:00:00Z,0.11721207759819657,0.11721207759819657
1354,1.0,178111591.0216275,21458862.954154003,21458862.954154003,2020-07-06T00:00:00Z,0.12047987910875675,0.12047987910875675
1355,1.0,173312164.26259327,21395165.97263756,21395165.97263756,2020-07-05T00:00:00Z,0.123448726543053,0.123448726543053
1356,1.0,169866432.4986722,20999308.668270458,20999308.668270458,2020-07-04T00:00:00Z,0.12362247419562782,0.12362247419562782
1357,1.0,161260645.23925996,20000990.513010345,20000990.513010345,2020-07-03T00:00:00Z,0.12402896244979784,0.12402896244979784
1358,1.0,149825080.5166263,20000445.74943694,20000445.74943694,2020-07-02T00:00:00Z,0.13349197397706364,0.13349197397706364
1359,1.0,144805383.35301465,19148271.08015236,19148271.08015236,2020-07-01T00:00:00Z,0.1322345249656336,0.1322345249656336
1360,1.0,127330715.57273547,1336782.738514187,1336782.738514187,2020-06-30T00:00:00Z,0.010498509589782153,0.010498509589782153
1361,1.0,127574787.62949578,1528601.035680881,1528601.035680881,2020-06-29T00:00:00Z,0.011981999453687215,0.011981999453687215
1362,1.0,127568119.27810608,1624686.94508251,1624686.94508251,2020-06-28T00:00:00Z,0.012735838344850063,0.012735838344850063
1363,1.0,129381447.22230569,1683683.8084994373,1683683.8084994373,2020-06-27T00:00:00Z,0.013013332627254504,0.013013332627254504
1364,1.0,128433980.43326388,1683969.1860903266,1683969.1860903266,2020-06-26T00:00:00Z,0.013111554904781145,0.013111554904781145
1365,1.0,128326353.88067687,1733202.4632990647,1733202.4632990647,2020-06-25T00:00:00Z,0.013506208279794716,0.013506208279794716
1366,1.0,128124871.33154798,1935569.2385054457,1935569.2385054457,2020-06-24T00:00:00Z,0.015106897032480013,0.015106897032480013
1367,1.0,126939244.0795892,1974552.9970876388,1974552.9970876388,2020-06-23T00:00:00Z,0.015555102847860198,0.015555102847860198
