,delta_30d,delta_90d,period,surplus_buffer
354,-41764153.86679131,-18731609.71212117,2023-04-08 00:00:00+00:00,69643351.47400646
355,-42065235.67696014,-18784221.155608404,2023-04-07 00:00:00+00:00,69592969.70338397
356,-40371489.486151986,-18396136.779556435,2023-04-06 00:00:00+00:00,69671582.44228244
357,-25257334.314776696,-13728498.760051016,2023-04-05 00:00:00+00:00,70890669.84067479
358,-37672742.52176976,-13625686.513201378,2023-04-04 00:00:00+00:00,70855374.88224939
359,-37853123.250082664,-13634945.369186921,2023-04-03 00:00:00+00:00,70813277.11925356
360,-37127864.06475028,-16737498.192430263,2023-04-02 00:00:00+00:00,70784948.17102222
361,-26848421.095442824,-13548814.511793263,2023-04-01 00:00:00+00:00,71552648.65109858
362,-27029862.61915508,-13567637.20751541,2023-03-31 00:00:00+00:00,71525384.60775024
363,-25811243.721503336,-13188482.631697208,2023-03-30 00:00:00+00:00,71584074.9933596
364,-28638218.36728308,-13192401.524786448,2023-03-29 00:00:00+00:00,71549754.52427116
365,-39712213.346753195,-15362787.764708446,2023-03-28 00:00:00+00:00,71215390.41352268
366,-26383772.010245737,-10987865.838418432,2023-03-27 00:00:00+00:00,72251278.83648701
367,-27630052.02287728,-11211009.968793128,2023-03-26 00:00:00+00:00,72215544.4695121
368,-35785812.50758633,-11332382.018018007,2023-03-25 00:00:00+00:00,72156132.20748459
369,-35367738.80295709,-7618445.383618216,2023-03-24 00:00:00+00:00,72155326.96140708
370,-37437256.60254023,-9158145.614534372,2023-03-23 00:00:00+00:00,71956250.9354149
371,-39494316.88280458,-9226040.052830322,2023-03-22 00:00:00+00:00,71922014.31021534
372,-42102785.96242674,-9351241.433083089,2023-03-21 00:00:00+00:00,71844020.25037941
373,-42278996.6747955,-7510067.417635764,2023-03-20 00:00:00+00:00,71797631.56551518
374,-40655361.30329809,-7020765.883479464,2023-03-19 00:00:00+00:00,71893887.85593644
375,-40685505.311294444,-6877607.215381737,2023-03-18 00:00:00+00:00,71867504.93363674
376,-42955347.94774675,-6955787.563393659,2023-03-17 00:00:00+00:00,71835049.28417234
377,-40034321.124201626,-6297715.751240923,2023-03-16 00:00:00+00:00,71979649.07251877
378,-43470797.39373165,-7399390.989381004,2023-03-15 00:00:00+00:00,71667185.3011347
379,-36398288.89259918,-7626954.010098004,2023-03-14 00:00:00+00:00,71594517.42113973
380,-36415468.86198946,-7637072.873397447,2023-03-13 00:00:00+00:00,71562709.55854924
381,-27794989.269739293,-4701791.181487469,2023-03-12 00:00:00+00:00,72317989.24873032
382,-28201184.74429066,-4836468.881329571,2023-03-11 00:00:00+00:00,72261772.3423645
383,-10439327.943422232,1045759.0829490762,2023-03-10 00:00:00+00:00,73684902.07655148
384,-17256156.734003965,-1368074.4522590472,2023-03-09 00:00:00+00:00,73076021.65483862
385,-26944664.80313616,-1406890.0109018278,2023-03-08 00:00:00+00:00,73050386.33436699
386,-27134852.11284155,-4554919.291798242,2023-03-07 00:00:00+00:00,72989787.0575826
387,-27110968.453186475,-4528361.21129572,2023-03-06 00:00:00+00:00,72966615.12682082
388,-14764519.678016597,-6228405.374781402,2023-03-05 00:00:00+00:00,73951764.67855923
389,-15804505.347896192,-6190017.094969788,2023-03-04 00:00:00+00:00,73924492.7288494
390,-7368836.780569896,-6404394.683714678,2023-03-03 00:00:00+00:00,73836553.43661813
391,-7785461.3997463165,-6648156.470633846,2023-03-02 00:00:00+00:00,73759368.19318977
392,-7391579.920505495,-6600694.1863743225,2023-03-01 00:00:00+00:00,73747017.15179038
393,-11139641.365035465,-6695953.988612007,2023-02-28 00:00:00+00:00,73705547.0800585
394,-11122972.97829625,-5735539.422066579,2023-02-27 00:00:00+00:00,73903580.69144511
395,-3852520.216110247,-4177759.308395975,2023-02-26 00:00:00+00:00,74479407.94887225
396,-4172485.5234599807,-4303187.593917314,2023-02-25 00:00:00+00:00,74419808.04280858
397,-3878636.2790662865,-3947979.4519990985,2023-02-24 00:00:00+00:00,74486507.64947462
398,-3769935.651756788,-1350470.6589575734,2023-02-23 00:00:00+00:00,75097431.86564237
399,-3695396.6878139973,-1306690.289484197,2023-02-22 00:00:00+00:00,75062264.39726657
400,-3720984.2116585947,2978819.5863139555,2023-02-21 00:00:00+00:00,75033285.72466478
401,-1806700.807386135,3662426.3989298963,2023-02-20 00:00:00+00:00,75168122.54715818
402,189832.06507757306,3997478.0100253415,2023-02-19 00:00:00+00:00,75304523.20619531
403,-1360994.6543481771,4049685.4788680407,2023-02-18 00:00:00+00:00,75272617.59358056
404,-1532139.5725608396,3260469.9860634976,2023-02-17 00:00:00+00:00,75235424.401413
405,-2531109.289741593,3272305.6382178958,2023-02-16 00:00:00+00:00,75211519.06881163
406,-375766.51994435984,4548585.920628118,2023-02-15 00:00:00+00:00,75365625.82782276
407,5189735.714629307,3125236.7848112634,2023-02-14 00:00:00+00:00,75270141.21971342
408,5129324.161375202,3114420.603117092,2023-02-13 00:00:00+00:00,75240127.5526743
409,-3812631.5231884914,653979.1428149268,2023-02-12 00:00:00+00:00,74586157.60409309
410,-2399099.5071957633,662946.5712778444,2023-02-11 00:00:00+00:00,74555761.79378125
411,-1416136.2576482818,984120.2233517724,2023-02-10 00:00:00+00:00,74602508.91473629
412,3204603.484012549,-978901.5932064761,2023-02-09 00:00:00+00:00,74579677.93778566
413,3010242.9661676064,6499887.657877062,2023-02-08 00:00:00+00:00,74542929.03080536
414,2825481.4644317627,809873.4913816676,2023-02-07 00:00:00+00:00,74494335.90694854
415,12657237.013271078,4595116.471308122,2023-02-06 00:00:00+00:00,75265016.3181864
416,12317931.260324238,4527648.339234431,2023-02-05 00:00:00+00:00,75220048.87507643
417,11182806.487810124,83315.43297781712,2023-02-04 00:00:00+00:00,75194913.90379505
418,11560202.660182234,-1776065.9264921562,2023-02-03 00:00:00+00:00,75165286.84387566
419,12752792.490418091,-1490452.2293124406,2023-02-02 00:00:00+00:00,75223493.16840251
420,-5715793.731970623,-3294177.5370066813,2023-02-01 00:00:00+00:00,74442211.25419922
421,-6012561.040190647,-3955407.5401029093,2023-01-31 00:00:00+00:00,74399269.13015522
422,-6281469.082885653,-7297391.849634516,2023-01-30 00:00:00+00:00,74354544.26854426
423,-2614562.808552819,-6129995.815367818,2023-01-29 00:00:00+00:00,74621134.04156826
424,183986.77121998864,-8435813.509998113,2023-01-28 00:00:00+00:00,74817797.64856535
425,-2523629.7312618988,-8480742.843492486,2023-01-27 00:00:00+00:00,74796053.4460868
426,-2407339.9815495787,-10886404.81890417,2023-01-26 00:00:00+00:00,74762752.05843543
427,-2124341.6044358215,-11335786.197408238,2023-01-25 00:00:00+00:00,74805299.67241158
428,5558602.1052891,-9099203.044175874,2023-01-24 00:00:00+00:00,75407289.5904443
429,16207799.339916436,-9207274.838199118,2023-01-23 00:00:00+00:00,75365995.63188142
430,13683803.970595706,-9195294.11067259,2023-01-22 00:00:00+00:00,75339120.04343124
431,13622897.531699752,-9109403.833898336,2023-01-21 00:00:00+00:00,75316618.50392964
432,13859229.598099897,-9089323.358335007,2023-01-20 00:00:00+00:00,75288920.57070948
433,21109789.076236382,-8639129.933881165,2023-01-19 00:00:00+00:00,75384480.16791055
434,21125203.225420546,-8558321.620694252,2023-01-18 00:00:00+00:00,75361353.6813495
435,22583792.95489082,-8276331.932342162,2023-01-17 00:00:00+00:00,75419555.44879039
436,22463751.777510144,-8266453.682780336,2023-01-16 00:00:00+00:00,75396510.74727024
437,15951438.155849544,-10498189.86774245,2023-01-15 00:00:00+00:00,74843587.59933293
438,16143300.264213441,-10409879.605674343,2023-01-14 00:00:00+00:00,74818539.26543798
439,17330058.38549367,-10465781.215673046,2023-01-13 00:00:00+00:00,74899524.57860173
440,15903349.748992879,-11028399.512586806,2023-01-12 00:00:00+00:00,74752948.05464666
441,15105751.982925165,-11062440.693307692,2023-01-11 00:00:00+00:00,74718903.67563888
442,10487174.6162894,-12565922.09246489,2023-01-10 00:00:00+00:00,74316285.87060654
443,10566362.226101855,-12769973.471271615,2023-01-09 00:00:00+00:00,74295511.8007094
444,10326451.912795061,-12833864.912036387,2023-01-08 00:00:00+00:00,74262104.55370757
445,10066757.757159596,-13152883.800675502,2023-01-07 00:00:00+00:00,74224695.46778056
446,1152162.9771225874,-13075839.517235933,2023-01-06 00:00:00+00:00,74207616.16874841
447,2343078.3314891956,-12777925.810104765,2023-01-05 00:00:00+00:00,74275779.12397504
448,-15480899.106509844,-11439926.94995302,2023-01-04 00:00:00+00:00,74215133.20057301
449,-15518338.42743126,-11502153.516003717,2023-01-03 00:00:00+00:00,74175318.44316266
450,-6128553.538603512,-8539123.17239427,2023-01-02 00:00:00+00:00,74912002.51984064
451,-6146446.971964575,-9079839.951291034,2023-01-01 00:00:00+00:00,74893452.22934897
452,-6129033.555731821,-9046057.85993681,2022-12-31 00:00:00+00:00,74870829.39864445
453,-6333657.792247737,-9110614.157637877,2022-12-30 00:00:00+00:00,74836029.61487398
454,-6267632.059123474,-9112899.319603065,2022-12-29 00:00:00+00:00,74802675.4481911
455,-6157127.977815779,-8240359.492912585,2022-12-28 00:00:00+00:00,75003475.06783435
456,-6329737.276742384,-13458155.45647464,2022-12-27 00:00:00+00:00,74960615.61856279
457,-5840960.472495185,-15688637.441407558,2022-12-26 00:00:00+00:00,74979903.09195425
458,-5840078.430405031,-15669543.777937649,2022-12-25 00:00:00+00:00,74950418.18453012
459,-16432473.520555029,-19285450.974031415,2022-12-24 00:00:00+00:00,74033847.74092938
460,-1026360.9999952465,-18441308.27580439,2022-12-23 00:00:00+00:00,74214423.82666995
461,-828917.5275239273,-18451771.14811641,2022-12-22 00:00:00+00:00,74196928.29584473
462,-2056627.6331014459,-21114907.660136648,2022-12-21 00:00:00+00:00,74149805.80922182
463,-7599737.985284084,-23008774.491373822,2022-12-20 00:00:00+00:00,73649429.01095961
464,-9811653.694669211,-22936569.8453301,2022-12-19 00:00:00+00:00,73625035.60802726
465,-10235766.750495542,-23298947.939401988,2022-12-18 00:00:00+00:00,73563353.28811443
466,-8442227.49568143,-23466952.665208917,2022-12-17 00:00:00+00:00,73550174.98473516
467,-11765463.51604506,-23770550.07203149,2022-12-16 00:00:00+00:00,73532510.49063297
468,-11929362.616237368,-23834838.644614264,2022-12-15 00:00:00+00:00,73491692.66837934
469,-11555489.433860397,-23635421.35088927,2022-12-14 00:00:00+00:00,73475136.2181502
470,-11515410.527963584,-23641803.2047657,2022-12-13 00:00:00+00:00,73445823.41774313
471,-10737255.055221565,-23351423.203953143,2022-12-12 00:00:00+00:00,73477335.01950805
472,-16628482.879921375,-23334683.702751823,2022-12-11 00:00:00+00:00,73454326.3131033
473,5923057.781361726,-25882348.07182139,2022-12-10 00:00:00+00:00,73427043.67253664
474,-10722312.903081821,-25815503.938882183,2022-12-09 00:00:00+00:00,73413355.08142304
475,-8938645.356506305,-25561156.17738528,2022-12-08 00:00:00+00:00,73397290.72061676
476,112850.78025647005,-22449011.40326319,2022-12-07 00:00:00+00:00,74112917.84186162
477,-13275938.520365868,-19483462.690529417,2022-12-06 00:00:00+00:00,74083197.3433047
478,-1407501.3331488594,-14029811.721095135,2022-12-05 00:00:00+00:00,75487535.86686149
479,-1705810.7509241526,-13790065.37097002,2022-12-04 00:00:00+00:00,75450798.31391044
480,1961814.6595540915,-14110636.006072653,2022-12-03 00:00:00+00:00,75415719.24904093
481,292785.3918464954,-15223887.670959147,2022-12-02 00:00:00+00:00,75398639.65170223
482,-9481672.910286076,-15171213.072602773,2022-12-01 00:00:00+00:00,75374585.58130734
483,-9441766.845302897,-13557758.033941338,2022-11-30 00:00:00+00:00,75356604.22793543
484,-19223795.242090855,-13578420.669151418,2022-11-29 00:00:00+00:00,75317823.28866701
485,-16761470.821399778,-13502923.480349984,2022-11-28 00:00:00+00:00,75509540.38107948
486,-23922137.19842055,-16056439.593305008,2022-11-27 00:00:00+00:00,75480867.99747312
487,-26042056.51529371,-16629659.086541863,2022-11-26 00:00:00+00:00,75459982.03489906
488,-27016132.807411686,-16612992.959896807,2022-11-25 00:00:00+00:00,75430424.63086478
489,-27397150.33395876,-16581994.53637383,2022-11-24 00:00:00+00:00,75384462.0028928
490,-40243325.30261823,-20791924.056368228,2022-11-23 00:00:00+00:00,74298782.26502572
491,-40122191.505870834,-20951272.490001198,2022-11-22 00:00:00+00:00,74265058.50358643
492,-39070572.04000348,-21571859.40041912,2022-11-21 00:00:00+00:00,74318843.696874
493,-39427440.8925958,-21522467.86667796,2022-11-20 00:00:00+00:00,74274065.00975008
494,-36988514.39283408,-20705894.77484393,2022-11-19 00:00:00+00:00,74431472.89800008
495,-37177022.00142177,-20616508.441732578,2022-11-18 00:00:00+00:00,74404649.18541543
496,-38820885.33016972,-21101926.71786293,2022-11-17 00:00:00+00:00,74244056.69670898
497,-35680544.24303183,-19691806.26894349,2022-11-16 00:00:00+00:00,74499534.88921201
498,-35443576.46499911,-19452430.586495608,2022-11-15 00:00:00+00:00,74472188.2258783
499,-37171912.59865241,-19422882.577490795,2022-11-14 00:00:00+00:00,74424902.47298804
500,-37473137.75878971,-22103028.191801783,2022-11-13 00:00:00+00:00,74392295.51593192
501,-37555819.007626675,-22299278.806650538,2022-11-12 00:00:00+00:00,74359849.13363585
502,-31556458.0137627,-20742024.37160753,2022-11-11 00:00:00+00:00,74821050.93337081
503,-54799340.42127844,-28208159.038599785,2022-11-10 00:00:00+00:00,72940217.0055754
504,-38105733.7458224,-22506988.904854532,2022-11-09 00:00:00+00:00,74294641.07345717
505,-40586763.8026798,-22997792.81269015,2022-11-08 00:00:00+00:00,74131973.90060358
506,-40492532.30908685,-22905217.461969387,2022-11-07 00:00:00+00:00,74103642.4352652
507,-27400917.24143762,-18740164.410620008,2022-11-06 00:00:00+00:00,75174370.37237586
508,-17431380.410200357,-16807661.16397616,2022-11-05 00:00:00+00:00,75603220.90794222
509,-17282311.36965574,-16711933.361611063,2022-11-04 00:00:00+00:00,75591001.93727407
510,-21450630.63813339,-17894440.648875166,2022-11-03 00:00:00+00:00,75254474.20852964
511,-21385858.27375502,-17824182.02893345,2022-11-02 00:00:00+00:00,75374575.09894772
512,-11527467.113792527,-14205795.485431906,2022-11-01 00:00:00+00:00,76153901.16297469
513,-11556417.835362997,-14173342.398759274,2022-10-31 00:00:00+00:00,76132639.85905622
514,-1847270.657594862,-10850595.373719057,2022-10-30 00:00:00+00:00,76897861.25377037
515,-1802479.6795221965,-11689439.47477776,2022-10-29 00:00:00+00:00,76887195.51708494
516,-10122591.894260988,-9249286.636013618,2022-10-28 00:00:00+00:00,77447071.05487755
517,-15182895.336433772,-10518686.282839732,2022-10-27 00:00:00+00:00,77600425.03615607
518,-14152420.095996227,-10515805.934197892,2022-10-26 00:00:00+00:00,77650928.69722739
519,-14026729.067580456,-10758666.480683817,2022-10-25 00:00:00+00:00,77636282.57828668
520,-14054238.524799692,-2626552.927338721,2022-10-24 00:00:00+00:00,77606452.83784366
521,-14404204.410954462,-3594928.8303053086,2022-10-23 00:00:00+00:00,77562772.87393197
522,-22217523.30730502,-15405238.022633603,2022-10-22 00:00:00+00:00,77530123.59057291
523,-21999144.59624159,-15289456.4066726,2022-10-21 00:00:00+00:00,77514676.58996344
524,-22009541.44848701,-15355821.296967452,2022-10-20 00:00:00+00:00,77471624.76590425
525,-22484055.06628865,-15230543.670657068,2022-10-19 00:00:00+00:00,77460294.8293679
526,-23137745.169775605,-15215531.152633704,2022-10-18 00:00:00+00:00,77434814.39507909
527,-23865642.457017574,-15101660.939727923,2022-10-17 00:00:00+00:00,77432182.36124203
528,-24131576.85260632,-15145211.440418443,2022-10-16 00:00:00+00:00,77385358.89423439
529,-22178862.020155005,-14564380.700749043,2022-10-15 00:00:00+00:00,77480128.16602796
530,-21936861.32754381,-14514301.386398653,2022-10-14 00:00:00+00:00,77472279.4413119
531,-21761195.549011193,-11768953.543115716,2022-10-13 00:00:00+00:00,77446628.77809832
532,-21819110.21457139,-11731435.16014704,2022-10-12 00:00:00+00:00,77414732.41395405
533,-28770761.575547457,-11476707.169653965,2022-10-11 00:00:00+00:00,77444272.38266678
534,-28618465.16774234,-11355722.472789241,2022-10-10 00:00:00+00:00,77426619.18955216
535,-27158059.372969735,-11046196.17530777,2022-10-09 00:00:00+00:00,77467872.29534438
536,-26967352.680959187,-11804146.721149167,2022-10-08 00:00:00+00:00,77431795.77573809
537,-17773532.309784763,-11683872.517162468,2022-10-07 00:00:00+00:00,77426500.55660361
538,-23250553.419936195,-13194531.829187566,2022-10-06 00:00:00+00:00,77035937.10604088
539,-22382073.992330164,-16737829.37265222,2022-10-05 00:00:00+00:00,77011465.88546495
540,-22843092.039638657,-16495544.607130013,2022-10-04 00:00:00+00:00,77017539.74043101
541,-24578590.130968917,-20498506.794903427,2022-10-03 00:00:00+00:00,77132316.87487279
542,-24504499.193729714,-20351064.91943223,2022-10-02 00:00:00+00:00,77101364.21342339
543,-19675089.421158116,-20220200.884570777,2022-10-01 00:00:00+00:00,77082482.42086688
544,-19664196.107768536,-20048180.799131565,2022-09-30 00:00:00+00:00,77049691.71877816
545,-21944819.94012798,-20825818.115706723,2022-09-29 00:00:00+00:00,77035344.53184019
546,-14124589.687233487,-18408480.993665423,2022-09-28 00:00:00+00:00,78279064.90920037
547,-8664025.407898108,-16606514.873070532,2022-09-27 00:00:00+00:00,78848334.24189036
548,-8670425.976282507,-16307508.065077528,2022-09-26 00:00:00+00:00,78814141.30785722
549,-8322104.20758228,-17314370.02522595,2022-09-25 00:00:00+00:00,78789164.41945767
550,-8078208.341686766,-17381923.050562423,2022-09-24 00:00:00+00:00,78761595.73029295
551,-8327421.553178297,-17156093.964482926,2022-09-23 00:00:00+00:00,78746680.08579125
552,-3427482.8539488567,-14548365.675776012,2022-09-22 00:00:00+00:00,79356221.39665277
553,-3140818.1111964933,-14812928.938472807,2022-09-21 00:00:00+00:00,79322825.4608874
554,-3119628.4832106926,-17255664.697654165,2022-09-20 00:00:00+00:00,79280628.1726292
555,-2188448.257487317,-17215312.663960207,2022-09-19 00:00:00+00:00,79308299.35536423
556,-1347149.653643469,-17008445.065682344,2022-09-18 00:00:00+00:00,79336546.87478667
557,470767.89321894443,-16545555.625319602,2022-09-17 00:00:00+00:00,79393742.01524347
558,1217861.5581185992,-16365152.674343674,2022-09-16 00:00:00+00:00,79368776.16979107
559,1082126.8863350179,-13463036.338186884,2022-09-15 00:00:00+00:00,79303048.3320681
560,-6899085.489071831,-13306785.956961634,2022-09-14 00:00:00+00:00,79275309.13946618
561,-7580821.863313748,-13205247.909575276,2022-09-13 00:00:00+00:00,79235220.19308554
562,-8850504.886488501,-12348415.338400332,2022-09-12 00:00:00+00:00,79208083.93843937
563,-1054375.1189734712,-8227009.267769777,2022-09-11 00:00:00+00:00,79808992.51216383
564,-796767.8009988617,10636658.084117744,2022-09-10 00:00:00+00:00,79778821.80607893
565,-1248555.2624209174,11401096.408200143,2022-09-09 00:00:00+00:00,79700041.55887614
566,-1255767.3958621249,14349963.498580981,2022-09-08 00:00:00+00:00,79648290.51663885
567,-11046043.680637632,10502887.889743974,2022-09-07 00:00:00+00:00,78887338.82864071
568,-9741049.66179192,11016229.249157632,2022-09-06 00:00:00+00:00,78946941.49672057
569,-10471414.722847285,11030782.313368224,2022-09-05 00:00:00+00:00,78851088.4053825
570,-9389599.26885345,11544992.51728848,2022-09-04 00:00:00+00:00,78895054.15464789
571,-7508097.682076415,12946774.08559448,2022-09-03 00:00:00+00:00,79152474.96782914
572,-6585420.148773477,13204925.821085842,2022-09-02 00:00:00+00:00,79115432.64030528
573,-11288519.939756706,11858603.368296755,2022-09-01 00:00:00+00:00,78699613.05822234
574,-11040319.355793778,12190282.222063437,2022-08-31 00:00:00+00:00,78665927.01530708
575,-11321018.804683104,13167457.2291983,2022-08-30 00:00:00+00:00,78839028.36253564
576,-3500678.326546374,15898574.250298057,2022-08-29 00:00:00+00:00,79439990.08897299
577,-7709138.10418732,15508655.196981749,2022-08-28 00:00:00+00:00,79560445.91925184
578,-8724571.73031494,15742445.349688092,2022-08-27 00:00:00+00:00,79526779.05933249
579,-9927166.166888714,15859576.223156616,2022-08-26 00:00:00+00:00,79473172.98446444
580,14252788.08447029,16012642.783323642,2022-08-25 00:00:00+00:00,79425558.05974665
581,11946839.473216835,15205182.541992601,2022-08-24 00:00:00+00:00,79431125.69290179
582,-20570707.906646933,16593130.215686487,2022-08-23 00:00:00+00:00,79637932.31615542
583,-20728406.51257972,16645434.707263708,2022-08-22 00:00:00+00:00,79580974.89468437
584,-20938293.95920466,16666751.637679439,2022-08-21 00:00:00+00:00,79537035.99316707
585,-21019127.68819524,16858055.49690943,2022-08-20 00:00:00+00:00,79488171.81488374
586,-21161698.634482045,17112649.952931505,2022-08-19 00:00:00+00:00,79447271.50385326
587,-21910108.25538514,17123349.288644243,2022-08-18 00:00:00+00:00,79355048.76374602
588,-22521919.026767604,17375045.442925904,2022-08-17 00:00:00+00:00,79268677.95953475
589,-22596406.968427144,17512971.129104495,2022-08-16 00:00:00+00:00,79214106.39620495
590,-14706957.342580318,20586761.790851865,2022-08-15 00:00:00+00:00,79842357.26185565
591,-5964843.21702221,21208561.763620067,2022-08-14 00:00:00+00:00,79858301.44212502
592,-4524690.3793812245,21675548.80051508,2022-08-13 00:00:00+00:00,79935522.69623294
593,-4604984.814440968,22155090.50159421,2022-08-12 00:00:00+00:00,79895653.48084658
594,-4651934.44962652,22511194.86972981,2022-08-11 00:00:00+00:00,79844309.57054459
595,-4731973.89053265,22948671.108715132,2022-08-10 00:00:00+00:00,79802662.5393491
596,-7189320.086626192,31113158.8431522,2022-08-09 00:00:00+00:00,79751504.27520286
597,-6232041.561065011,36848985.78107602,2022-08-08 00:00:00+00:00,79795232.82978901
598,-6591992.405834587,37609972.45847711,2022-08-07 00:00:00+00:00,79747575.71549799
599,-17359999.40277921,37142499.947066985,2022-08-06 00:00:00+00:00,79711752.62917817
600,-17253942.51289793,37908766.03544979,2022-08-05 00:00:00+00:00,79666802.03975913
601,-29408832.571664955,39336407.08214836,2022-08-04 00:00:00+00:00,79769578.88690391
602,-29963275.415793493,39622197.47328238,2022-08-03 00:00:00+00:00,79656700.04979351
603,-29696993.29279751,40101257.71237208,2022-08-02 00:00:00+00:00,79627436.61491467
604,-29440026.933832385,36158217.18209104,2022-08-01 00:00:00+00:00,79573350.52400246
605,-29211615.60230909,37849005.19495347,2022-07-31 00:00:00+00:00,79769523.05881096
606,-37600174.9672164,38277827.38381578,2022-07-30 00:00:00+00:00,79727717.07471652
607,-33446381.107126165,40042687.36772687,2022-07-29 00:00:00+00:00,80194073.7086371
608,-31527526.488635138,41284742.2438917,2022-07-28 00:00:00+00:00,80243867.14675564
609,-33693839.70120685,40324651.1853263,2022-07-27 00:00:00+00:00,80289104.45023611
610,-58320348.894470796,32737729.235109672,2022-07-26 00:00:00+00:00,78254096.02540663
611,-55087699.81348732,33834120.84816447,2022-07-25 00:00:00+00:00,78449193.68140452
612,-19646906.266732242,46487147.489267334,2022-07-24 00:00:00+00:00,81328675.43177024
613,-20569562.19164221,47708494.2788474,2022-07-23 00:00:00+00:00,81284679.53955394
614,-27709071.65054715,48584014.26212863,2022-07-22 00:00:00+00:00,81257991.6610469
615,-28438362.046198074,48904415.62065914,2022-07-21 00:00:00+00:00,81215771.35089979
616,-28516486.908921517,49497742.606300265,2022-07-20 00:00:00+00:00,81186589.19983809
617,-28197326.513792615,50126948.860876575,2022-07-19 00:00:00+00:00,81155879.57925713
618,-27791400.55438201,70466798.07899703,2022-07-18 00:00:00+00:00,81119794.59187181
619,-18874828.932468526,48470557.07478115,2022-07-17 00:00:00+00:00,81071345.32511677
620,-18314315.039232753,51721390.559485614,2022-07-16 00:00:00+00:00,81051148.2763143
621,-26070078.64838987,49677511.07370886,2022-07-15 00:00:00+00:00,80348562.52845562
622,-23670050.749331273,50437580.5160995,2022-07-14 00:00:00+00:00,80307415.05618209
623,-19021667.86989489,50899183.3095997,2022-07-13 00:00:00+00:00,80274145.38340338
624,37358676.502978615,52018406.9803538,2022-07-12 00:00:00+00:00,80226660.34722622
625,40183818.37755399,52661975.50049882,2022-07-11 00:00:00+00:00,80191591.90021479
626,51494977.97823126,53982253.70935272,2022-07-10 00:00:00+00:00,80342407.29602145
627,48786748.91093455,56663159.97335957,2022-07-09 00:00:00+00:00,80307455.42384915
628,49381729.8150994,58045398.628018096,2022-07-08 00:00:00+00:00,80289383.31049809
629,60923761.065731175,61857822.024047576,2022-07-07 00:00:00+00:00,81138601.89516002
630,61278519.33361682,58617877.13449766,2022-07-06 00:00:00+00:00,81084934.3010932
631,75757252.51052482,63858232.84410508,2022-07-05 00:00:00+00:00,82186743.20786268
632,76163473.02782449,64223179.89622849,2022-07-04 00:00:00+00:00,82119435.01547517
633,76561323.33744447,64828340.13826097,2022-07-03 00:00:00+00:00,82068285.37870625
634,77051192.95581646,56121977.17579019,2022-07-02 00:00:00+00:00,81993078.76513937
635,80035006.09458709,57607859.72141573,2022-07-01 00:00:00+00:00,82170477.76585007
636,88796576.04465695,60985094.747778654,2022-06-30 00:00:00+00:00,82818142.41448773
637,87681484.80225873,61357564.52539157,2022-06-29 00:00:00+00:00,82943091.33388035
638,87479434.26801436,61724174.353293896,2022-06-28 00:00:00+00:00,82835170.69376674
639,91199734.53756541,61188761.28845249,2022-06-27 00:00:00+00:00,83058461.13800654
640,92105489.15997143,61780684.86007076,2022-06-26 00:00:00+00:00,83047549.35919875
641,88756407.96624827,60343499.84945943,2022-06-25 00:00:00+00:00,82976949.83045827
642,89997004.82043864,61019635.55156159,2022-06-24 00:00:00+00:00,82943489.64547426
643,91234272.82601306,61931165.82160353,2022-06-23 00:00:00+00:00,82975328.4868122
644,98647620.52279013,64831522.65850729,2022-06-22 00:00:00+00:00,83535449.6049275
645,100031656.22512159,65845917.58492268,2022-06-21 00:00:00+00:00,83553170.97113524
646,101016135.40219809,66469140.743134156,2022-06-20 00:00:00+00:00,83530410.04166725
647,101477482.63511047,66474139.96961337,2022-06-19 00:00:00+00:00,83473468.05984282
648,102438455.90992734,66945942.73609648,2022-06-18 00:00:00+00:00,83404019.2949717
649,94010149.28820916,64482199.31636028,2022-06-17 00:00:00+00:00,82622701.12778541
650,94781557.75436868,64996005.00149395,2022-06-16 00:00:00+00:00,82556434.44392247
651,95660607.15627228,65584835.33364207,2022-06-15 00:00:00+00:00,82491308.71873423
652,93221387.53025775,65305031.78909604,2022-06-14 00:00:00+00:00,82252898.6794148
653,90091924.18911847,64350060.36018028,2022-06-13 00:00:00+00:00,81837570.1398331
654,34826842.55583733,45161272.02474517,2022-06-12 00:00:00+00:00,77156084.19629647
655,33394168.83912405,44741709.522102535,2022-06-11 00:00:00+00:00,76888812.30753912
656,49033818.63785153,42867788.07483498,2022-06-10 00:00:00+00:00,76109943.35260518
657,67992249.99335852,44109280.405009225,2022-06-09 00:00:00+00:00,76297585.65034768
658,70040179.96616653,44340685.77167694,2022-06-08 00:00:00+00:00,76230610.99692827
659,67863738.17824899,44584950.8264816,2022-06-07 00:00:00+00:00,76131169.47879855
660,69701721.28563046,45078685.89792628,2022-06-06 00:00:00+00:00,76048343.67093292
661,71660801.30758521,45469959.74225254,2022-06-05 00:00:00+00:00,75960119.71384694
662,72666394.80781613,46256200.418103084,2022-06-04 00:00:00+00:00,75859423.53373617
663,73439443.09246926,45169917.55943883,2022-06-03 00:00:00+00:00,75775573.87151903
664,60863485.524289034,45268732.883413754,2022-06-02 00:00:00+00:00,75660104.0016476
665,62723625.09258241,45305052.69723161,2022-06-01 00:00:00+00:00,75592258.08684291
666,63637081.0740068,44955889.497898765,2022-05-31 00:00:00+00:00,75519793.69848853
667,65892958.40804804,46764585.52569877,2022-05-30 00:00:00+00:00,75736393.95287278
