,delta_30d,delta_90d,period,surplus_buffer
990,96368001.64586525,105695764.02132064,2021-07-11 00:00:00+00:00,49230136.50249974
991,99642692.740791,106263073.19445468,2021-07-10 00:00:00+00:00,49051689.74198217
992,101437934.38228326,105932551.06547634,2021-07-09 00:00:00+00:00,48850547.55681526
993,85012987.90496208,106588198.77573197,2021-07-08 00:00:00+00:00,48698811.51915732
994,89947869.09195928,107116637.31106475,2021-07-07 00:00:00+00:00,48515549.02345783
995,91843960.12682097,107606783.43250231,2021-07-06 00:00:00+00:00,48325265.1213399
996,93740190.67348371,108118577.78288871,2021-07-05 00:00:00+00:00,48149309.28230214
997,95470432.61804569,108543247.53102168,2021-07-04 00:00:00+00:00,47949254.24466217
998,97097369.13097058,109071512.01322564,2021-07-03 00:00:00+00:00,47764716.0596849
999,99742812.9821233,109559825.16863507,2021-07-02 00:00:00+00:00,47575884.95810671
1000,101893207.08781895,109942064.45245968,2021-07-01 00:00:00+00:00,47391018.47273657
1001,104602188.3487086,110427778.58380865,2021-06-30 00:00:00+00:00,47213691.27904492
1002,105123129.96862872,110645333.4707079,2021-06-29 00:00:00+00:00,46978339.89221309
1003,105833317.92251304,110983714.38243766,2021-06-28 00:00:00+00:00,46786348.64513301
1004,110610692.48196535,111359031.61992204,2021-06-27 00:00:00+00:00,46603443.28445591
1005,114311563.7652265,112223190.6008078,2021-06-26 00:00:00+00:00,46435939.61301293
1006,102117110.87073073,112364362.87120977,2021-06-25 00:00:00+00:00,46192206.54280496
1007,104323987.70345107,113212408.53809282,2021-06-24 00:00:00+00:00,46129607.468983755
1008,106506878.03715746,113602019.3664875,2021-06-23 00:00:00+00:00,45947956.12985653
1009,105067452.63137902,114010118.1615713,2021-06-22 00:00:00+00:00,45719726.8104442
1010,109705445.97095641,112574366.64590181,2021-06-21 00:00:00+00:00,45082343.399923205
1011,108613845.49772044,111963774.50596738,2021-06-20 00:00:00+00:00,44641712.118058704
1012,96653771.05580422,110979538.58187497,2021-06-19 00:00:00+00:00,44077511.61977071
1013,65297277.17425184,110940815.01300497,2021-06-18 00:00:00+00:00,43760100.79014597
1014,97666681.3819085,110486517.30201642,2021-06-17 00:00:00+00:00,43373937.68853054
1015,99532507.95211661,110303174.6609858,2021-06-16 00:00:00+00:00,43047553.26671676
1016,92737119.46380877,109973907.04240818,2021-06-15 00:00:00+00:00,42685390.71653517
1017,95874158.96923457,109808460.95996569,2021-06-14 00:00:00+00:00,42356507.98452748
1018,96193861.61999382,109752959.2935812,2021-06-13 00:00:00+00:00,42019212.89457839
1019,93747892.94282764,109474494.68099709,2021-06-12 00:00:00+00:00,41659547.66872462
1020,94742226.43082625,109222656.63209905,2021-06-11 00:00:00+00:00,41309478.832976565
1021,92969116.71270709,108572415.62598644,2021-06-10 00:00:00+00:00,40861879.379725374
1022,92335370.23965055,108370720.42449845,2021-06-09 00:00:00+00:00,40513183.087038554
1023,112695152.97357672,114290001.59326226,2021-06-08 00:00:00+00:00,41711442.65025633
1024,109454192.83729722,112964640.68426207,2021-06-07 00:00:00+00:00,41122573.48165296
1025,109912765.91337441,112613292.3081949,2021-06-06 00:00:00+00:00,40776446.480779275
1026,111503561.88145676,112299680.97154212,2021-06-05 00:00:00+00:00,40444636.076262385
1027,112952247.95420046,111908858.95177458,2021-06-04 00:00:00+00:00,40102369.37194609
1028,114529813.7975275,111763426.95311098,2021-06-03 00:00:00+00:00,39784110.37768732
1029,114766084.07534103,111558936.0069431,2021-06-02 00:00:00+00:00,39377845.534918495
1030,115737030.04976898,111110686.70664601,2021-06-01 00:00:00+00:00,39016234.32853227
1031,115882831.3866046,110412168.53291793,2021-05-31 00:00:00+00:00,38616251.140794896
1032,117682567.02927019,110149538.71601836,2021-05-30 00:00:00+00:00,38338082.63451758
1033,119522640.46417008,109991554.86608426,2021-05-29 00:00:00+00:00,38087719.774789475
1034,91374962.39916399,108968447.65514983,2021-05-28 00:00:00+00:00,37512153.49141766
1035,99015663.29702519,107953236.56471512,2021-05-27 00:00:00+00:00,37040468.618610755
1036,112831866.61233878,112408144.95807412,2021-05-26 00:00:00+00:00,37799019.34795038
1037,114434780.62253103,111693343.11377017,2021-05-25 00:00:00+00:00,37555033.137193255
1038,114651658.4900218,109953904.11544363,2021-05-24 00:00:00+00:00,37193966.15419975
1039,117926470.59741963,113154141.04519036,2021-05-23 00:00:00+00:00,37084045.77224866
1040,111457559.83773354,110434804.35815485,2021-05-22 00:00:00+00:00,36065457.42970761
1041,111730633.5954175,109913840.03468475,2021-05-21 00:00:00+00:00,35714546.73468442
1042,121361894.32286865,112507218.96780892,2021-05-20 00:00:00+00:00,36133366.05354023
1043,153371706.7050504,122533492.57577236,2021-05-19 00:00:00+00:00,38393201.29637185
1044,120770666.85804951,111036371.47217062,2021-05-18 00:00:00+00:00,35346539.21878464
1045,120264807.03081448,109969734.65123336,2021-05-17 00:00:00+00:00,34866799.1884606
1046,127607115.63306364,111568193.66007102,2021-05-16 00:00:00+00:00,35063161.719509795
1047,124679567.22665903,109594894.68194751,2021-05-15 00:00:00+00:00,34476440.12404245
1048,124623953.41215995,108758683.77368154,2021-05-14 00:00:00+00:00,34112868.103893965
1049,126733670.02545598,108747239.63986841,2021-05-13 00:00:00+00:00,33954241.399451114
1050,125977063.9872704,107578034.9711944,2021-05-12 00:00:00+00:00,33522446.523593586
1051,126177410.12986596,106964463.26546043,2021-05-11 00:00:00+00:00,33220582.115667257
1052,124024348.57449521,106378438.06013887,2021-05-10 00:00:00+00:00,32923974.574190564
1053,122056455.44865711,105030996.49168953,2021-05-09 00:00:00+00:00,32448827.33735961
1054,121947850.00393774,104391813.4020212,2021-05-08 00:00:00+00:00,32126338.4539299
1055,121063624.2573116,103474731.51507229,2021-05-07 00:00:00+00:00,31742520.515296448
1056,119111980.79372567,102131843.60253987,2021-05-06 00:00:00+00:00,31279959.75723854
1057,117207062.02081887,100778317.7069817,2021-05-05 00:00:00+00:00,30818622.96475153
1058,115587353.11117883,99494445.90427764,2021-05-04 00:00:00+00:00,30370701.02446588
1059,114170578.44844085,98243753.67971504,2021-05-03 00:00:00+00:00,29945016.706808273
1060,112195956.21979113,97126519.02747627,2021-05-02 00:00:00+00:00,29503601.721701942
1061,110798316.01611272,95922984.81152363,2021-05-01 00:00:00+00:00,29091634.86244383
1062,109130303.41422483,94678778.62007722,2021-04-30 00:00:00+00:00,28665542.878687155
1063,107595184.76062983,93500301.22477117,2021-04-29 00:00:00+00:00,28263941.106501523
1064,132091439.97863679,101036619.8688657,2021-04-28 00:00:00+00:00,30001882.609294593
1065,123342344.74017173,97024297.57552965,2021-04-27 00:00:00+00:00,28902194.92296485
1066,122144111.13055979,95930057.19042204,2021-04-26 00:00:00+00:00,28525167.29762116
1067,120878457.28829636,94846603.70355128,2021-04-25 00:00:00+00:00,28149434.729861937
1068,119647521.57228327,93740800.86736678,2021-04-24 00:00:00+00:00,27770542.168718506
1069,119036431.25591522,92616287.77388215,2021-04-23 00:00:00+00:00,27391459.147803213
1070,116560094.12901552,91311663.1913781,2021-04-22 00:00:00+00:00,26904562.100578826
1071,115546844.42476423,90369332.05358766,2021-04-21 00:00:00+00:00,26531206.98711586
1072,114922950.36695205,89826856.89629339,2021-04-20 00:00:00+00:00,26158415.83522226
1073,114153461.15971266,88321206.43852265,2021-04-19 00:00:00+00:00,25787307.594586883
1074,113022203.66609126,86863072.02578571,2021-04-18 00:00:00+00:00,25420183.03867098
1075,111112209.00002629,85065814.02247296,2021-04-17 00:00:00+00:00,24982020.52839366
1076,109577486.03035216,83438734.95304164,2021-04-16 00:00:00+00:00,24574905.640079908
1077,108871656.68400344,82003025.3999825,2021-04-15 00:00:00+00:00,24228804.461577326
1078,108441062.84858975,80554314.64823894,2021-04-14 00:00:00+00:00,23869803.439880818
1079,107941921.07470769,79217821.65270951,2021-04-13 00:00:00+00:00,23537775.369961582
1080,106948679.4782005,77723410.47098581,2021-04-12 00:00:00+00:00,23168167.29176314
1081,106570720.03538631,76426016.9164484,2021-04-11 00:00:00+00:00,22849836.077596083
1082,108752442.45934962,75957837.33204083,2021-04-10 00:00:00+00:00,22730192.49957452
1083,108118396.35755293,74687256.39476779,2021-04-09 00:00:00+00:00,22416789.90322341
1084,107491879.21155126,73411635.3890439,2021-04-08 00:00:00+00:00,22103227.49470214
1085,106863486.75389874,72140600.50042666,2021-04-07 00:00:00+00:00,21792085.64483248
1086,106283500.23944397,70905374.32462342,2021-04-06 00:00:00+00:00,21489933.938576158
1087,105567266.88030443,69635079.0055415,2021-04-05 00:00:00+00:00,21185165.81235546
1088,105173113.95062663,68358377.55957918,2021-04-04 00:00:00+00:00,20870370.631766252
1089,105740145.49704745,67136922.52315696,2021-04-03 00:00:00+00:00,20561133.54666245
1090,105399073.85037789,66008964.48972579,2021-04-02 00:00:00+00:00,20282016.278979383
1091,104555358.19603641,64797396.6273541,2021-04-01 00:00:00+00:00,19984923.957009908
1092,103635745.7045601,63634799.167509064,2021-03-31 00:00:00+00:00,19695928.8994358
1093,102856839.37345283,62522112.14641407,2021-03-30 00:00:00+00:00,19420501.263162084
1094,103438940.58764866,61407408.50797612,2021-03-29 00:00:00+00:00,19145051.926118966
1095,101501701.65694843,59857854.05739552,2021-03-28 00:00:00+00:00,18764467.958019227
1096,102248457.13132381,58723723.87811876,2021-03-27 00:00:00+00:00,18485925.28689022
1097,99766791.43048312,57634861.55360462,2021-03-26 00:00:00+00:00,18214219.06233073
1098,95562532.28402585,56508613.87361615,2021-03-25 00:00:00+00:00,17936499.299763717
1099,102499521.28223625,55174150.37951107,2021-03-24 00:00:00+00:00,17607642.880193744
1100,103286759.10771552,54024034.485523395,2021-03-23 00:00:00+00:00,17324280.391344674
1101,102464042.08387251,52819683.12846272,2021-03-22 00:00:00+00:00,17034206.075491402
1102,101236812.21360601,51531483.23247521,2021-03-21 00:00:00+00:00,16712693.887253597
1103,100075309.86255401,50299869.83134222,2021-03-20 00:00:00+00:00,16404831.334884472
1104,99316243.89237109,49158612.775253,2021-03-19 00:00:00+00:00,16130686.846937452
1105,98532187.92285933,48032104.48653684,2021-03-18 00:00:00+00:00,15849510.199624376
1106,97519979.31679726,46905446.91237159,2021-03-17 00:00:00+00:00,15568536.925256442
1107,95233460.13518006,45745577.300603464,2021-03-16 00:00:00+00:00,15280449.117686631
1108,93211035.06029484,44435973.402623184,2021-03-15 00:00:00+00:00,14956839.370133715
1109,91566127.81944151,43255835.67867081,2021-03-14 00:00:00+00:00,14665836.651492458
1110,89808361.44811231,42075426.26159237,2021-03-13 00:00:00+00:00,14377864.868897349
1111,88145259.63112906,40917244.53972645,2021-03-12 00:00:00+00:00,14090598.814413648
1112,86358523.1465718,39704509.73098655,2021-03-11 00:00:00+00:00,13791635.585107429
1113,84918137.66885857,38649098.87794601,2021-03-10 00:00:00+00:00,13530346.366986183
1114,83735710.99057461,37533409.1524863,2021-03-09 00:00:00+00:00,13268278.518410258
1115,82497083.53400649,36534780.05473406,2021-03-08 00:00:00+00:00,13008785.36369012
1116,81000049.77445002,35490753.93208315,2021-03-07 00:00:00+00:00,12754303.781909531
1117,79560624.2198218,34494532.00115218,2021-03-06 00:00:00+00:00,12508404.150960574
1118,77722870.65102744,33352017.136469364,2021-03-05 00:00:00+00:00,12226005.101577763
1119,74820537.09365687,31903658.1117661,2021-03-04 00:00:00+00:00,11870162.683891427
1120,73784527.01225975,30897105.17849985,2021-03-03 00:00:00+00:00,11619078.702235995
1121,72415280.22242174,29975359.631531052,2021-03-02 00:00:00+00:00,11391332.872404175
1122,71270286.7414468,29096550.30286027,2021-03-01 00:00:00+00:00,11177922.403170586
1123,70048879.54023087,28241809.881271593,2021-02-28 00:00:00+00:00,10966514.465344043
1124,67579479.04031165,26928324.356986117,2021-02-27 00:00:00+00:00,10643221.192887569
1125,66228846.32946882,26044059.467707586,2021-02-26 00:00:00+00:00,10421862.34237963
1126,63397603.30938254,24663285.311029207,2021-02-25 00:00:00+00:00,10081942.508973194
1127,63894562.391874366,24385199.30480508,2021-02-24 00:00:00+00:00,10014208.807770474
1128,66012348.74579122,24652664.22267353,2021-02-23 00:00:00+00:00,10082044.59148762
1129,56312910.78349501,21000405.765847705,2021-02-22 00:00:00+00:00,9183024.692612682
1130,54088136.33740325,19607978.793920815,2021-02-21 00:00:00+00:00,8834957.724957097
1131,53097109.65212622,18703261.66412561,2021-02-20 00:00:00+00:00,8612503.986405991
1132,53320808.10832209,17804258.820964925,2021-02-19 00:00:00+00:00,8391860.00668324
1133,50734848.29330125,16939641.242911905,2021-02-18 00:00:00+00:00,8179463.400975923
1134,48250768.51889477,16088654.203690292,2021-02-17 00:00:00+00:00,7967707.896879554
1135,45553045.14453328,15547437.663497988,2021-02-16 00:00:00+00:00,7750974.205964707
1136,43218739.5119755,15128924.746629763,2021-02-15 00:00:00+00:00,7553196.159492284
1137,41903959.38076399,15092405.518413577,2021-02-14 00:00:00+00:00,7453041.435343065
1138,40010846.035832234,14878416.379886484,2021-02-13 00:00:00+00:00,7295658.406273865
1139,38145416.06397933,14746843.39313299,2021-02-12 00:00:00+00:00,7139853.54304521
1140,36413190.48664468,14300172.555889335,2021-02-11 00:00:00+00:00,6996355.7087785285
1141,34562071.08282987,14039381.833248544,2021-02-10 00:00:00+00:00,6845782.954320848
1142,32762546.390201088,13845264.790002631,2021-02-09 00:00:00+00:00,6693674.778539883
1143,31025235.15789187,13584361.023658874,2021-02-08 00:00:00+00:00,6550773.407901917
1144,29007315.965005804,13216266.763650736,2021-02-07 00:00:00+00:00,6385891.313705496
1145,27061231.213374775,12885408.405417126,2021-02-06 00:00:00+00:00,6228203.155415613
1146,25432572.959976237,12881860.77675922,2021-02-05 00:00:00+00:00,6096765.444283502
1147,23777345.91649828,12652866.500136703,2021-02-04 00:00:00+00:00,5969174.763030015
1148,22179148.07708346,12412235.475572124,2021-02-03 00:00:00+00:00,5837823.952178247
1149,20850084.97876656,12225707.457787948,2021-02-02 00:00:00+00:00,5720529.498111411
1150,18843292.60653973,11859504.181982705,2021-02-01 00:00:00+00:00,5554597.0299954675
1151,17421551.46360414,11725075.012809454,2021-01-31 00:00:00+00:00,5439392.032205128
1152,15998365.056520313,11594852.248574732,2021-01-30 00:00:00+00:00,5320090.616202356
1153,14660617.525558494,11507177.390877694,2021-01-29 00:00:00+00:00,5209072.311352464
1154,13203805.895968072,11365409.765332827,2021-01-28 00:00:00+00:00,5088743.463546886
1155,11843014.185769303,11282659.944359692,2021-01-27 00:00:00+00:00,4978395.520779452
1156,10525111.193649922,11071967.706611207,2021-01-26 00:00:00+00:00,4871180.593133533
1157,9243230.838456359,10939957.645292684,2021-01-25 00:00:00+00:00,4762600.939945184
1158,7950960.591031412,10760261.657572765,2021-01-24 00:00:00+00:00,4656372.091833548
1159,6710019.072801947,10355533.04340234,2021-01-23 00:00:00+00:00,4554566.272051448
1160,4697208.011451437,9687267.063009853,2021-01-22 00:00:00+00:00,4389357.4780472405
1161,2897897.6493894043,9115790.032705262,2021-01-21 00:00:00+00:00,4248357.987601096
1162,36829.37549755303,8148830.523451233,2021-01-20 00:00:00+00:00,4009327.833396493
1163,89451.33817141116,8112870.413288068,2021-01-19 00:00:00+00:00,4009475.8700196566
1164,-91174.08550686235,8118421.079565479,2021-01-18 00:00:00+00:00,4001891.306285463
1165,11080.392217936305,8137502.810504109,2021-01-17 00:00:00+00:00,4006888.3036743007
1166,-22378.09165799315,8112755.912670431,2021-01-16 00:00:00+00:00,4000970.994124435
1167,99312.38586633769,8143891.095856468,2021-01-15 00:00:00+00:00,4008880.3903487646
1168,86039.11174248523,8137129.702058979,2021-01-14 00:00:00+00:00,4007095.718397243
1169,55963.15259158503,8125820.461326177,2021-01-13 00:00:00+00:00,4004613.866553758
1170,4726.850020132338,8120420.207230335,2021-01-12 00:00:00+00:00,4003490.737273487
1171,44402.90522040683,8120452.4390948545,2021-01-11 00:00:00+00:00,4005064.7831293517
1172,-7540.343813227102,8110119.14896914,2021-01-10 00:00:00+00:00,4000862.746468561
1173,3923.8070875791213,8106687.755069924,2021-01-09 00:00:00+00:00,4000754.0798560097
1174,-142799.49812152534,8111194.967380163,2021-01-08 00:00:00+00:00,4001728.3576776213
1175,46025.41682089089,8094781.108708724,2021-01-07 00:00:00+00:00,4003992.3707546727
1176,39639.06182319912,8269598.380685959,2021-01-06 00:00:00+00:00,4006416.981819702
1177,145625.8671364719,8627498.38085817,2021-01-05 00:00:00+00:00,4014872.358934266
1178,154032.68129719328,8930444.98723637,2021-01-04 00:00:00+00:00,4014880.2746097436
1179,40352.26287489035,9231903.265350148,2021-01-03 00:00:00+00:00,4006823.883418269
1180,63495.91670007934,9507235.90985973,2021-01-02 00:00:00+00:00,4005833.25411549
1181,89247.20856727395,9885519.914194563,2021-01-01 00:00:00+00:00,4007483.692730815
1182,20999.110613704892,10183345.872777184,2020-12-31 00:00:00+00:00,4005156.50196781
1183,15932.57802540576,10507484.2632366,2020-12-30 00:00:00+00:00,4004090.0489777937
1184,1688.134678649949,10844071.767633565,2020-12-29 00:00:00+00:00,4003499.1433303324
1185,60317.887884622825,11198392.979867714,2020-12-28 00:00:00+00:00,4004997.0945518385
1186,67141.43005516373,11499868.963636909,2020-12-27 00:00:00+00:00,4006102.9607787454
1187,17804.684084517958,11771843.45656177,2020-12-26 00:00:00+00:00,4002883.336784387
1188,-5316.668802029065,12038717.947929304,2020-12-25 00:00:00+00:00,4002868.481611788
1189,-21712.558753842022,12254073.927807165,2020-12-24 00:00:00+00:00,4003057.855108822
1190,38592.03290774906,12517658.372508373,2020-12-23 00:00:00+00:00,4003285.5866950676
1191,114777.69086119533,12753281.229845086,2020-12-22 00:00:00+00:00,4010174.619158131
1192,55138.979075148076,12980176.570062602,2020-12-21 00:00:00+00:00,4006300.76143779
1193,-5375.9027369385585,13150198.836276805,2020-12-20 00:00:00+00:00,4002123.7052384447
1194,106368.17768296655,13554626.832626114,2020-12-19 00:00:00+00:00,4009385.0667380816
1195,1078187.4537427493,13724726.084922927,2020-12-18 00:00:00+00:00,4005977.586505703
1196,2190412.8195717856,13869032.732848024,2020-12-17 00:00:00+00:00,4002810.2893292014
1197,3273944.788610401,13934385.093151044,2020-12-16 00:00:00+00:00,4000717.728496737
1198,4538363.992084731,13990895.983553506,2020-12-15 00:00:00+00:00,4000024.010582792
1199,6039150.962828053,14035093.123219227,2020-12-14 00:00:00+00:00,4000014.1553818467
1200,6482600.331003199,14101245.43831833,2020-12-13 00:00:00+00:00,4003102.229052654
1201,7511671.51169535,14122244.084420588,2020-12-12 00:00:00+00:00,4001415.2292756196
1202,8780788.323620033,14145364.46868154,2020-12-11 00:00:00+00:00,4001482.5007545794
1203,9723924.10599717,14165538.88473385,2020-12-10 00:00:00+00:00,4000431.57516388
1204,10784283.824067928,14308739.277064156,2020-12-09 00:00:00+00:00,4013465.3027287056
1205,11548968.586055709,14274115.555277163,2020-12-08 00:00:00+00:00,4000209.4597830926
1206,13173370.308478227,14305443.700061182,2020-12-07 00:00:00+00:00,4003158.976738343
1207,14035627.71677536,14313238.064592684,2020-12-06 00:00:00+00:00,4002903.1095805834
1208,14903525.66833572,14310524.055378543,2020-12-05 00:00:00+00:00,4002220.0542291524
1209,15786685.131722394,14323374.239150612,2020-12-04 00:00:00+00:00,4003507.2590723876
1210,16671724.022708306,14616605.821442787,2020-12-03 00:00:00+00:00,4000614.41164699
1211,17664426.366256945,14622077.956332378,2020-12-02 00:00:00+00:00,4000148.305725286
1212,18765192.57859018,14703017.743841019,2020-12-01 00:00:00+00:00,4003430.5476707933
1213,19844982.069049187,14745649.507121477,2020-11-30 00:00:00+00:00,4002780.5220168014
1214,20890735.26535176,14748001.204222359,2020-11-29 00:00:00+00:00,4003360.392534827
1215,21944647.759425152,14734981.534806516,2020-11-28 00:00:00+00:00,4000039.4599311845
1216,22623650.496128533,14737950.835614366,2020-11-27 00:00:00+00:00,4000584.487075581
1217,23558837.41333718,14741339.053627463,2020-11-26 00:00:00+00:00,4001419.938092509
1218,24335141.05048891,14748985.92527855,2020-11-25 00:00:00+00:00,4003305.468088667
1219,24378292.616158918,14758909.816939078,2020-11-24 00:00:00+00:00,4004842.448979001
1220,24326001.144670367,14739731.864484988,2020-11-23 00:00:00+00:00,4000113.6387848416
1221,24334694.757865187,14803024.769358383,2020-11-22 00:00:00+00:00,4000740.836347622
1222,24354523.215780996,14807193.694754573,2020-11-21 00:00:00+00:00,4001768.790554901
1223,24254535.804429732,14810828.417746278,2020-11-20 00:00:00+00:00,4002565.560257919
1224,24340069.14652033,14803193.143482612,2020-11-19 00:00:00+00:00,4000642.4767915364
1225,23323240.585551642,14466141.775660338,2020-11-18 00:00:00+00:00,3917359.4396227375
1226,22170233.0100975,14082626.012390401,2020-11-17 00:00:00+00:00,3822776.3589534382
1227,21058416.113092665,13714722.048036464,2020-11-16 00:00:00+00:00,3731626.3760082107
1228,19786986.002349723,13290902.286212975,2020-11-15 00:00:00+00:00,3627007.79205528
1229,18282347.268558893,12790737.45780553,2020-11-14 00:00:00+00:00,3503645.5830946094
1230,17873933.440667674,12656123.958102819,2020-11-13 00:00:00+00:00,3470285.763490747
1231,16805282.90036881,12306258.50988746,2020-11-12 00:00:00+00:00,3384017.5707801115
1232,15557109.467100615,11883748.654803973,2020-11-11 00:00:00+00:00,3279773.8714159466
1233,14592215.35212502,11565107.973560423,2020-11-10 00:00:00+00:00,3201204.9363147975
1234,13692100.576194087,11264681.397105297,2020-11-09 00:00:00+00:00,3127085.8103395607
1235,12689349.323249575,10956382.89221174,2020-11-08 00:00:00+00:00,3050979.1650387878
1236,11595785.771756452,10426877.581278307,2020-11-07 00:00:00+00:00,2920416.211657941
1237,11701241.558662673,10139921.935430484,2020-11-06 00:00:00+00:00,2849289.8725853483
1238,11733776.612076195,9848427.540025663,2020-11-05 00:00:00+00:00,2777272.739023477
1239,11868672.401453154,9559766.034550661,2020-11-04 00:00:00+00:00,2705971.494821232
1240,11786487.790170802,9253189.694628388,2020-11-03 00:00:00+00:00,2630335.724849047
1241,11902886.167759476,8920481.357058082,2020-11-02 00:00:00+00:00,2548277.645484989
1242,11763845.929127665,8566870.600837115,2020-11-01 00:00:00+00:00,2461085.9521702304
1243,11661538.142635219,8218877.820510627,2020-10-31 00:00:00+00:00,2371686.1053826218
1244,11639791.902870284,7912006.424831334,2020-10-30 00:00:00+00:00,2286313.658396326
1245,11590213.29229337,7579684.919651966,2020-10-29 00:00:00+00:00,2196369.7810743228
1246,11808814.96472703,7383522.065706555,2020-10-28 00:00:00+00:00,2141106.3641061126
1247,11738888.272263616,7105462.417822903,2020-10-27 00:00:00+00:00,2065077.1369963025
1248,11786329.46210103,6883658.154757948,2020-10-26 00:00:00+00:00,2003156.8885964276
1249,12405641.726016425,6898935.8273614375,2020-10-25 00:00:00+00:00,2001147.16545909
1250,13188381.939947003,6921743.995735886,2020-10-24 00:00:00+00:00,2000716.284428373
1251,13810371.240808874,6942209.533019591,2020-10-23 00:00:00+00:00,2000628.9384408942
1252,14530867.515331654,6959703.40624377,2020-10-22 00:00:00+00:00,2000027.1563811204
1253,15201436.607137626,7019000.653689922,2020-10-21 00:00:00+00:00,2009042.0694828727
1254,16217443.173675045,6999224.530620501,2020-10-20 00:00:00+00:00,2000088.848310413
1255,16772750.215474386,7020160.028212587,2020-10-19 00:00:00+00:00,2000380.761358219
1256,17246452.368874792,7040475.776878685,2020-10-18 00:00:00+00:00,2000565.4266166575
1257,17470794.37775007,7061703.643574484,2020-10-17 00:00:00+00:00,2000797.654384156
1258,17647337.95622607,7077863.721478442,2020-10-16 00:00:00+00:00,2000680.175423796
1259,17783781.138270736,7097081.01131292,2020-10-15 00:00:00+00:00,2000986.903487029
1260,17947202.543284114,7113047.180163183,2020-10-14 00:00:00+00:00,2001195.3437098425
1261,18049777.841197602,7133829.234308159,2020-10-13 00:00:00+00:00,2002761.441982675
1262,18098195.615323976,7141360.61067752,2020-10-12 00:00:00+00:00,2001107.3398734303
1263,18180477.19607936,7158381.526942586,2020-10-11 00:00:00+00:00,2001844.7703867136
1264,18449833.430930447,7171880.6109521305,2020-10-10 00:00:00+00:00,2001707.6807893617
1265,18584028.75652621,7211566.247553288,2020-10-09 00:00:00+00:00,2008018.9466895077
1266,18147175.019948866,7060648.133700639,2020-10-08 00:00:00+00:00,1967337.9290478216
1267,17202844.918340016,6751173.734104241,2020-10-07 00:00:00+00:00,1887543.9910514299
1268,16294269.885723725,6462032.025914866,2020-10-06 00:00:00+00:00,1812852.743510365
1269,15314765.18427628,6142010.262469743,2020-10-05 00:00:00+00:00,1730464.1741538492
1270,15391605.651449252,5876414.496389407,2020-10-04 00:00:00+00:00,1661583.3037391182
1271,14298921.33498072,5517674.745009707,2020-10-03 00:00:00+00:00,1569958.234436265
1272,13580014.723805211,5222583.054594578,2020-10-02 00:00:00+00:00,1494194.5059405593
1273,12730428.30968003,4903892.437163188,2020-10-01 00:00:00+00:00,1413203.5183167134
1274,11713476.444445034,4573732.588882428,2020-09-30 00:00:00+00:00,1329618.433502878
1275,10670083.552701026,4232339.620320603,2020-09-29 00:00:00+00:00,1243749.5104748677
1276,9781387.04598754,3940529.6748288795,2020-09-28 00:00:00+00:00,1170518.8327586856
1277,8926291.475281596,3660254.381315409,2020-09-27 00:00:00+00:00,1100237.00502943
1278,8125487.263245707,3398154.77109915,2020-09-26 00:00:00+00:00,1034417.4807525075
1279,7492795.108641898,3611352.7177013457,2020-09-25 00:00:00+00:00,981505.3797591098
1280,6704812.508837598,3350173.405373094,2020-09-24 00:00:00+00:00,916739.6866245099
1281,6264008.309401093,3143860.14132637,2020-09-23 00:00:00+00:00,865529.9323470142
1282,5536190.353151064,2913547.114367254,2020-09-22 00:00:00+00:00,805709.2784086557
1283,4976512.841671474,2727969.3303219494,2020-09-21 00:00:00+00:00,759608.9236907391
1284,3852067.1102524637,2354257.630657166,2020-09-20 00:00:00+00:00,667148.3134878067
1285,3302434.525954989,2171606.527539029,2020-09-19 00:00:00+00:00,621798.5518671735
1286,2831192.65819892,2015820.485956671,2020-09-18 00:00:00+00:00,583048.7935584555
1287,2614955.6532666557,1943257.0548441182,2020-09-17 00:00:00+00:00,564841.9521033284
1288,2438382.900063141,1885183.6876091722,2020-09-16 00:00:00+00:00,550214.0420353523
1289,2306083.9665869493,1842505.6251815627,2020-09-15 00:00:00+00:00,539306.2619853246
1290,2147235.8903566627,1790152.2662671073,2020-09-14 00:00:00+00:00,526082.8059056686
1291,2063714.7880959702,1765456.4708450392,2020-09-13 00:00:00+00:00,519218.05777465284
1292,1995940.8819873277,1743916.7948792055,2020-09-12 00:00:00+00:00,513584.4125865282
1293,1922631.3724768898,1720657.0632837557,2020-09-11 00:00:00+00:00,507558.97344868403
1294,1652110.1841913536,1631487.7277346333,2020-09-10 00:00:00+00:00,485283.01523343445
1295,1595770.5968594383,1613523.3658973891,2020-09-09 00:00:00+00:00,480564.5283448877
1296,1537671.9521295987,1599439.4489058896,2020-09-08 00:00:00+00:00,475789.29727120226
1297,1515679.3292887646,1591808.8187124382,2020-09-07 00:00:00+00:00,473611.53200978483
1298,1517236.1222770633,1592930.0400108271,2020-09-06 00:00:00+00:00,473597.68440978485
1299,1495860.5179225458,1586538.0664937517,2020-09-05 00:00:00+00:00,471716.35078867537
1300,581475.6422651052,1282888.7933183818,2020-09-04 00:00:00+00:00,396519.82553780987
1301,559636.5684340512,1276735.9879631184,2020-09-03 00:00:00+00:00,394704.42608168523
1302,356751.14957847464,1210308.6996044945,2020-09-02 00:00:00+00:00,378028.9122031447
1303,264667.00921663403,1166268.5583357813,2020-09-01 00:00:00+00:00,366866.9449183548
1304,382750.9271786841,1167516.7130252477,2020-08-31 00:00:00+00:00,366866.9449183548
