period,balance,item,normalized
2022-10-07 00:00:00+00:00,-6318378216.83148,DAI,-0.9877040453659748
2022-10-07 00:00:00+00:00,47989.3534205271,Others assets,7.5018108890166644e-06
2022-10-07 00:00:00+00:00,136729942.41940984,Real-World Assets,0.02137395271630822
2022-10-07 00:00:00+00:00,-1191727.8616888355,DSR,-0.00018629375918488165
2022-10-07 00:00:00+00:00,3880517801.2946186,Stablecoins,0.6066118549603753
2022-10-08 00:00:00+00:00,-77471230.32771191,Equity,-0.012108631758888561
2022-10-08 00:00:00+00:00,-1191727.8616888355,DSR,-0.00018626519513058546
2022-10-08 00:00:00+00:00,47989.3534205271,Others assets,7.500660651163871e-06
2022-10-08 00:00:00+00:00,136729942.41940984,Real-World Assets,0.021370675490336805
2022-10-08 00:00:00+00:00,-6319353916.908205,DAI,-0.9877051030459797
2022-10-08 00:00:00+00:00,3882400480.933631,Stablecoins,0.6068131042362088
2022-10-08 00:00:00+00:00,2378838462.391152,Crypto-Loans,0.3718087196128032
2022-10-09 00:00:00+00:00,-77507306.8473182,Equity,-0.012128803268801053
2022-10-09 00:00:00+00:00,-1191727.8616888355,DSR,-0.00018648864697164952
2022-10-09 00:00:00+00:00,136729942.41940984,Real-World Assets,0.02139631268347829
2022-10-09 00:00:00+00:00,3881722474.929941,Stablecoins,0.6074349652640241
2022-10-09 00:00:00+00:00,2371850325.3179555,Crypto-Loans,0.37116121239372724
2022-10-09 00:00:00+00:00,47989.3534205271,Others assets,7.509658770380531e-06
2022-10-09 00:00:00+00:00,-6311651697.311712,DAI,-0.987684708084226
2022-10-10 00:00:00+00:00,-77466053.74152598,Equity,-0.012171394287178674
2022-10-10 00:00:00+00:00,2370644086.300627,Crypto-Loans,0.3724733931227226
2022-10-10 00:00:00+00:00,3856462498.559155,Stablecoins,0.6059237996077257
2022-10-10 00:00:00+00:00,47989.3534205271,Others assets,7.540042558730396e-06
2022-10-10 00:00:00+00:00,-1191727.8616888355,DSR,-0.0001872431728099723
2022-10-10 00:00:00+00:00,137445233.64353347,Real-World Assets,0.021595267226992832
2022-10-10 00:00:00+00:00,-6285942026.253513,DAI,-0.9876413625400099
2022-10-11 00:00:00+00:00,-6251714320.284298,DAI,-0.987571786597627
2022-10-11 00:00:00+00:00,-1191727.8616888355,DSR,-0.00018825505344791452
2022-10-11 00:00:00+00:00,47989.3534205271,Others assets,7.5807896949807655e-06
2022-10-11 00:00:00+00:00,137445233.64353347,Real-World Assets,0.02171197018844264
2022-10-11 00:00:00+00:00,3823598663.954852,Stablecoins,0.6040068324207231
2022-10-11 00:00:00+00:00,-77483706.9346406,Equity,-0.01223995834892375
2022-10-11 00:00:00+00:00,2369297868.12883,Crypto-Loans,0.3742736166011393
2022-10-12 00:00:00+00:00,3837178242.9756722,Stablecoins,0.6104316055180202
2022-10-12 00:00:00+00:00,-1191727.8616888355,DSR,-0.00018958419596039734
2022-10-12 00:00:00+00:00,-77454166.96592787,Equity,-0.012321677154722654
2022-10-12 00:00:00+00:00,2312000195.2506094,Crypto-Loans,0.36780099900971774
2022-10-12 00:00:00+00:00,47989.3534205271,Others assets,7.634312560249179e-06
2022-10-12 00:00:00+00:00,-6207362575.719033,DAI,-0.9874887386493154
2022-10-12 00:00:00+00:00,136782042.96695668,Real-World Assets,0.021759761159701633
2022-10-13 00:00:00+00:00,47989.3534205271,Others assets,7.839681945224967e-06
2022-10-13 00:00:00+00:00,4008621631.0030513,Stablecoins,0.6548602218168353
2022-10-13 00:00:00+00:00,1975800544.2417932,Crypto-Loans,0.3227725891266638
2022-10-13 00:00:00+00:00,136869164.7040797,Real-World Assets,0.022359349374555717
2022-10-13 00:00:00+00:00,-6042661538.110575,DAI,-0.9871469645841808
2022-10-13 00:00:00+00:00,-1191727.8616888355,DSR,-0.00019468416919547868
2022-10-13 00:00:00+00:00,-77486063.33007213,Equity,-0.012658351246622249
2022-10-14 00:00:00+00:00,-1191727.8616888355,DSR,-0.0001949321809552929
2022-10-14 00:00:00+00:00,-6034847721.675859,DAI,-0.9871263951589262
2022-10-14 00:00:00+00:00,136755254.1161916,Real-World Assets,0.022369200888017016
2022-10-14 00:00:00+00:00,-77511713.99328572,Equity,-0.012678672660117123
2022-10-14 00:00:00+00:00,1969143264.9132402,Crypto-Loans,0.3220948369026119
2022-10-14 00:00:00+00:00,4007604655.1479907,Stablecoins,0.6555281125403102
2022-10-14 00:00:00+00:00,47989.3534205271,Others assets,7.849669060888525e-06
2022-10-15 00:00:00+00:00,1969163963.678742,Crypto-Loans,0.3226557129316283
2022-10-15 00:00:00+00:00,-1191727.8616888355,DSR,-0.00019526957121201316
2022-10-15 00:00:00+00:00,-77519562.71800178,Equity,-0.012701903059508524
2022-10-15 00:00:00+00:00,47989.3534205271,Others assets,7.863255334056166e-06
2022-10-15 00:00:00+00:00,136755254.1161916,Real-World Assets,0.022407917688871806
2022-10-15 00:00:00+00:00,3997020853.366828,Stablecoins,0.6549285061241658
2022-10-15 00:00:00+00:00,-6024276769.935482,DAI,-0.9871028273692779
2022-10-16 00:00:00+00:00,47989.3534205271,Others assets,7.86010344763891e-06
2022-10-16 00:00:00+00:00,-1191727.8616888355,DSR,-0.00019519129987488122
2022-10-16 00:00:00+00:00,136755254.1161916,Real-World Assets,0.022398935758564057
2022-10-16 00:00:00+00:00,-77424793.44620821,Equity,-0.012681289547005264
2022-10-16 00:00:00+00:00,-6026818825.722111,DAI,-0.9871235191531184
2022-10-16 00:00:00+00:00,1969942753.4084678,Crypto-Loans,0.32265393726046815
2022-10-16 00:00:00+00:00,3998689350.151937,Stablecoins,0.6549392668775201
2022-10-17 00:00:00+00:00,47989.3534205271,Others assets,7.885962046907075e-06
2022-10-17 00:00:00+00:00,3988293023.64197,Stablecoins,0.6553855214671777
2022-10-17 00:00:00+00:00,136842291.39142057,Real-World Assets,0.022486927608050458
2022-10-17 00:00:00+00:00,-6006751975.092243,DAI,-0.9870734803544944
2022-10-17 00:00:00+00:00,-77471511.45846266,Equity,-0.012730686194589133
2022-10-17 00:00:00+00:00,-1191727.8616888355,DSR,-0.00019583345091496874
2022-10-17 00:00:00+00:00,1960231910.0255926,Crypto-Loans,0.3221196649627249
2022-10-18 00:00:00+00:00,136842291.39142057,Real-World Assets,0.02248235645027682
2022-10-18 00:00:00+00:00,-1190633.6302656087,DSR,-0.0001956138661895921
2022-10-18 00:00:00+00:00,47989.3534205271,Others assets,7.884358983236411e-06
2022-10-18 00:00:00+00:00,-77474143.49229972,Equity,-0.01272853071929034
2022-10-18 00:00:00+00:00,-6007987736.10789,DAI,-0.9870758554145185
2022-10-18 00:00:00+00:00,3988819501.5105777,Stablecoins,0.6553387913701564
2022-10-18 00:00:00+00:00,1960942730.9750462,Crypto-Loans,0.3221709678205836
2022-10-19 00:00:00+00:00,136842291.39142057,Real-World Assets,0.022956094900361334
2022-10-19 00:00:00+00:00,1844617287.1878679,Crypto-Loans,0.3094453408296745
2022-10-19 00:00:00+00:00,-1190633.6302656087,DSR,-0.00019973575661458605
2022-10-19 00:00:00+00:00,3979536415.609398,Stablecoins,0.667590513775193
2022-10-19 00:00:00+00:00,47989.3534205271,Others assets,8.050494771221498e-06
2022-10-19 00:00:00+00:00,-77499623.92658854,Equity,-0.013001015281980449
2022-10-19 00:00:00+00:00,-5882353725.985243,DAI,-0.9867992489614034
2022-10-20 00:00:00+00:00,3902968302.5271482,Stablecoins,0.6636500032165619
2022-10-20 00:00:00+00:00,1841205657.8345292,Crypto-Loans,0.3130735496757824
2022-10-20 00:00:00+00:00,47989.3534205271,Others assets,8.159977761354623e-06
2022-10-20 00:00:00+00:00,-77510953.86312488,Equity,-0.013179749563242527
2022-10-20 00:00:00+00:00,-5802362653.613118,DAI,-0.9866177983666111
2022-10-20 00:00:00+00:00,-1190633.6302656087,DSR,-0.0002024520701446362
2022-10-20 00:00:00+00:00,136842291.39142057,Real-World Assets,0.02326828712989433
2022-10-21 00:00:00+00:00,1828510564.9418962,Crypto-Loans,0.31355691709904593
2022-10-21 00:00:00+00:00,3866428445.854635,Stablecoins,0.6630234502936869
2022-10-21 00:00:00+00:00,-5752766213.19009,DAI,-0.9864967002018699
2022-10-21 00:00:00+00:00,136523852.35759777,Real-World Assets,0.023411403289919717
2022-10-21 00:00:00+00:00,-1190633.6302656087,DSR,-0.0002041724109548105
2022-10-21 00:00:00+00:00,47989.3534205271,Others assets,8.229317347474657e-06
2022-10-21 00:00:00+00:00,-77554005.68718407,Equity,-0.013299127387173745
2022-10-22 00:00:00+00:00,1828601040.6367228,Crypto-Loans,0.31316102858269523
2022-10-22 00:00:00+00:00,-77569452.68779354,Equity,-0.01328432449204322
2022-10-22 00:00:00+00:00,3873998897.46346,Stablecoins,0.6634500651030203
2022-10-22 00:00:00+00:00,136523852.35759777,Real-World Assets,0.023380687793708308
2022-10-22 00:00:00+00:00,-1190633.6302656087,DSR,-0.0002039045390618917
2022-10-22 00:00:00+00:00,47989.3534205271,Others assets,8.218520576231231e-06
2022-10-22 00:00:00+00:00,-5760411693.493133,DAI,-0.9865117709688933
2022-10-23 00:00:00+00:00,-5792503230.776446,DAI,-0.9865808508621843
2022-10-23 00:00:00+00:00,136523852.35759777,Real-World Assets,0.023252782615002097
2022-10-23 00:00:00+00:00,-1185627.0498702617,DSR,-0.00020193634721709625
2022-10-23 00:00:00+00:00,47989.3534205271,Others assets,8.173560763573949e-06
2022-10-23 00:00:00+00:00,1829436793.5201015,Crypto-Loans,0.3115902117688961
2022-10-23 00:00:00+00:00,3905282324.566359,Stablecoins,0.6651488320553384
2022-10-23 00:00:00+00:00,-77602101.9711526,Equity,-0.013217212790597144
2022-10-24 00:00:00+00:00,1829234587.9410381,Crypto-Loans,0.31165408933433447
2022-10-24 00:00:00+00:00,-77645781.93506429,Equity,-0.013228825662465974
2022-10-24 00:00:00+00:00,3903847022.757268,Stablecoins,0.665114194099847
2022-10-24 00:00:00+00:00,-5790607339.109527,DAI,-0.986569174265506
2022-10-24 00:00:00+00:00,136309148.0427439,Real-World Assets,0.02322354042573441
2022-10-24 00:00:00+00:00,47989.3534205271,Others assets,8.176140084280968e-06
2022-10-24 00:00:00+00:00,-1185627.0498702617,DSR,-0.0002020000720265083
2022-10-25 00:00:00+00:00,-5795849682.003635,DAI,-0.9865761499094154
2022-10-25 00:00:00+00:00,-77675611.6755073,Equity,-0.013222031300540683
2022-10-25 00:00:00+00:00,3859754756.2672563,Stablecoins,0.65701186123866
2022-10-25 00:00:00+00:00,-1185627.0498702617,DSR,-0.00020181879004237563
2022-10-25 00:00:00+00:00,187236640.64989367,Real-World Assets,0.031871634736821836
2022-10-25 00:00:00+00:00,47989.3534205271,Others assets,8.168802528001133e-06
2022-10-25 00:00:00+00:00,1827671534.4584517,Crypto-Loans,0.3111083352219903
2022-10-26 00:00:00+00:00,186726848.68866605,Real-World Assets,0.03177603869817129
2022-10-26 00:00:00+00:00,-77690257.79444802,Equity,-0.013220855251851786
2022-10-26 00:00:00+00:00,3868687256.393806,Stablecoins,0.658349652626861
2022-10-26 00:00:00+00:00,-1185222.2948904105,DSR,-0.00020169391693193107
2022-10-26 00:00:00+00:00,-5797465824.1970215,DAI,-0.9865774508312147
2022-10-26 00:00:00+00:00,47989.3534205271,Others assets,8.166536103939761e-06
2022-10-26 00:00:00+00:00,1820879209.8504765,Crypto-Loans,0.3098661421388638
2022-10-27 00:00:00+00:00,3873430375.4645333,Stablecoins,0.6585576280357219
2022-10-27 00:00:00+00:00,1822252994.698443,Crypto-Loans,0.30981804074009633
2022-10-27 00:00:00+00:00,47989.3534205271,Others assets,8.159112645932122e-06
2022-10-27 00:00:00+00:00,-77639754.1333767,Equity,-0.013200250776992795
2022-10-27 00:00:00+00:00,-1185222.2948904105,DSR,-0.00020151057526740114
2022-10-27 00:00:00+00:00,-5802862837.31371,DAI,-0.9865982386477383
2022-10-27 00:00:00+00:00,185956454.2255899,Real-World Assets,0.03161617211153589
2022-10-28 00:00:00+00:00,3899064487.767062,Stablecoins,0.6664925044529588
2022-10-28 00:00:00+00:00,-5771453415.294156,DAI,-0.9865521468448176
2022-10-28 00:00:00+00:00,47989.3534205271,Others assets,8.203132943472385e-06
2022-10-28 00:00:00+00:00,-77486400.15209818,Equity,-0.013245255383809225
2022-10-28 00:00:00+00:00,1764674830.3263934,Crypto-Loans,0.3016473697471205
2022-10-28 00:00:00+00:00,-1185222.2948904105,DSR,-0.0002025977713714043
2022-10-28 00:00:00+00:00,186337730.29427788,Real-World Assets,0.031851922666977124
2022-10-29 00:00:00+00:00,1756210973.7661405,Crypto-Loans,0.2993724145247654
2022-10-29 00:00:00+00:00,-1185318.5569132683,DSR,-0.00020205526765566616
2022-10-29 00:00:00+00:00,3923895713.495304,Stablecoins,0.6688866836843326
2022-10-29 00:00:00+00:00,47989.3534205271,Others assets,8.180502695628067e-06
2022-10-29 00:00:00+00:00,-5788196773.769667,DAI,-0.9866846693207303
2022-10-29 00:00:00+00:00,-76926520.48937021,Equity,-0.01311327541161251
2022-10-29 00:00:00+00:00,186153936.2010942,Real-World Assets,0.03173272128820651
2022-10-30 00:00:00+00:00,1826686231.4577231,Crypto-Loans,0.3118026601521205
2022-10-30 00:00:00+00:00,-5780346613.548418,DAI,-0.9866650438742365
2022-10-30 00:00:00+00:00,47989.3534205271,Others assets,8.191449520895413e-06
2022-10-30 00:00:00+00:00,-1185318.5569132683,DSR,-0.00020232565002600085
2022-10-30 00:00:00+00:00,186153936.2010942,Real-World Assets,0.03177518476118905
2022-10-30 00:00:00+00:00,3845580884.164415,Stablecoins,0.6564139636371695
2022-10-30 00:00:00+00:00,-76937109.07131244,Equity,-0.01313263047573601
2022-10-31 00:00:00+00:00,3757369134.7056427,Stablecoins,0.6515838964844586
2022-10-31 00:00:00+00:00,-5689159354.473561,DAI,-0.986585157595728
2022-10-31 00:00:00+00:00,-76171887.6765983,Equity,-0.013209342387058997
2022-10-31 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020550001721144796
2022-10-31 00:00:00+00:00,47989.3534205271,Others assets,8.32207024928534e-06
2022-10-31 00:00:00+00:00,186127912.99019304,Real-World Assets,0.03227735855667302
2022-10-31 00:00:00+00:00,1822971224.291868,Crypto-Loans,0.31613042288861903
2022-11-01 00:00:00+00:00,-76193148.98051676,Equity,-0.013231275224326816
2022-11-01 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020578379121268816
2022-11-01 00:00:00+00:00,-5681186118.9978485,DAI,-0.986562940984459
2022-11-01 00:00:00+00:00,3700217436.63786,Stablecoins,0.6425590220260843
2022-11-01 00:00:00+00:00,1822695773.3298018,Crypto-Loans,0.31651913262320513
2022-11-01 00:00:00+00:00,235603087.84824747,Real-World Assets,0.04091351178855383
2022-11-01 00:00:00+00:00,47989.3534205271,Others assets,8.33356215670845e-06
2022-11-02 00:00:00+00:00,1823188654.765114,Crypto-Loans,0.3162479706232723
2022-11-02 00:00:00+00:00,235945552.02576676,Real-World Assets,0.04092681347633199
2022-11-02 00:00:00+00:00,-5688461566.570937,DAI,-0.9867132628840894
2022-11-02 00:00:00+00:00,-75413822.9164898,Equity,-0.01308118520370856
2022-11-02 00:00:00+00:00,3705878212.53409,Stablecoins,0.6428168917285713
2022-11-02 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020555191220057918
2022-11-02 00:00:00+00:00,47989.3534205271,Others assets,8.324171824511445e-06
2022-11-03 00:00:00+00:00,234453383.07077196,Real-World Assets,0.040844554919196495
2022-11-03 00:00:00+00:00,-75293722.02607171,Equity,-0.013117057745489135
2022-11-03 00:00:00+00:00,3685604475.5513177,Stablecoins,0.6420759318565739
2022-11-03 00:00:00+00:00,-5663659290.268317,DAI,-0.9866764978825351
2022-11-03 00:00:00+00:00,47989.3534205271,Others assets,8.360313490250526e-06
2022-11-03 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020644437197428383
2022-11-03 00:00:00+00:00,1820032183.5098429,Crypto-Loans,0.31707115291073934
2022-11-04 00:00:00+00:00,47989.3534205271,Others assets,8.31675307618567e-06
2022-11-04 00:00:00+00:00,-1185019.1909556957,DSR,-0.0002053687182520824
2022-11-04 00:00:00+00:00,-5693387998.350391,DAI,-0.9866876457840618
2022-11-04 00:00:00+00:00,1869624011.980343,Crypto-Loans,0.32401356018889504
2022-11-04 00:00:00+00:00,3665605033.436732,Stablecoins,0.6352644860782075
2022-11-04 00:00:00+00:00,234925949.60577655,Real-World Assets,0.040713636979821215
2022-11-04 00:00:00+00:00,-75629966.83491689,Equity,-0.01310698549768472
2022-11-05 00:00:00+00:00,47989.3534205271,Others assets,8.267834241643848e-06
2022-11-05 00:00:00+00:00,234926487.71121705,Real-World Assets,0.04047425357760924
2022-11-05 00:00:00+00:00,3699204848.171633,Stablecoins,0.6373166198460615
2022-11-05 00:00:00+00:00,1870164595.788644,Crypto-Loans,0.32220085874208776
2022-11-05 00:00:00+00:00,-5727516716.028366,DAI,-0.9867638434176413
2022-11-05 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020416074703348186
2022-11-05 00:00:00+00:00,-75642185.80558504,Equity,-0.013031995835324033
2022-11-06 00:00:00+00:00,-5783460966.923484,DAI,-0.9869626073577776
2022-11-06 00:00:00+00:00,47989.3534205271,Others assets,8.189507571369062e-06
2022-11-06 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020222659704346391
2022-11-06 00:00:00+00:00,234926487.71121705,Real-World Assets,0.04009081416386004
2022-11-06 00:00:00+00:00,1966372212.832233,Crypto-Loans,0.33556651584789016
2022-11-06 00:00:00+00:00,3658511549.7243176,Stablecoins,0.6243344804806785
2022-11-06 00:00:00+00:00,-75212253.50674106,Equity,-0.012835166045177773
2022-11-07 00:00:00+00:00,-1185019.1909556957,DSR,-0.00020194918154021357
2022-11-07 00:00:00+00:00,-74141525.5696304,Equity,-0.012635086858681486
2022-11-07 00:00:00+00:00,-5792581321.55441,DAI,-0.9871629639597772
2022-11-07 00:00:00+00:00,2016659770.3525999,Crypto-Loans,0.3436761135820364
2022-11-07 00:00:00+00:00,3615938290.004467,Stablecoins,0.6162227445256816
2022-11-07 00:00:00+00:00,235261816.60451576,Real-World Assets,0.04009296361912005
2022-11-07 00:00:00+00:00,47989.3534205271,Others assets,8.178273162060402e-06
2022-11-08 00:00:00+00:00,-1185019.1909556957,DSR,-0.0002031410654258556
2022-11-08 00:00:00+00:00,285979523.5160251,Real-World Assets,0.04902383483779026
2022-11-08 00:00:00+00:00,2008423254.8076632,Crypto-Loans,0.34429251688207213
2022-11-08 00:00:00+00:00,-74169855.01094475,Equity,-0.01271451423267951
2022-11-08 00:00:00+00:00,47989.3534205271,Others assets,8.226540512885478e-06
2022-11-08 00:00:00+00:00,-5758124380.57839,DAI,-0.9870823447018935
2022-11-08 00:00:00+00:00,3539028487.1031885,Stablecoins,0.6066754217396247
2022-11-09 00:00:00+00:00,47989.3534205271,Others assets,8.643073965700984e-06
2022-11-09 00:00:00+00:00,286899651.1023515,Real-World Assets,0.05167177151736239
2022-11-09 00:00:00+00:00,3304426676.4513206,Stablecoins,0.5951404247632086
2022-11-09 00:00:00+00:00,-5476830340.02138,DAI,-0.986398989617396
2022-11-09 00:00:00+00:00,-1185019.1909556957,DSR,-0.00021342668296556346
2022-11-09 00:00:00+00:00,1960973564.2943375,Crypto-Loans,0.3531791606454633
2022-11-09 00:00:00+00:00,-74332521.98908752,Equity,-0.01338758369963722
2022-11-10 00:00:00+00:00,-72978097.89159505,Equity,-0.013333988400621636
2022-11-10 00:00:00+00:00,47989.3534205271,Others assets,8.768240065850458e-06
2022-11-10 00:00:00+00:00,3265306983.3723216,Stablecoins,0.5966114039506893
2022-11-10 00:00:00+00:00,285767166.0394103,Real-World Assets,0.052213145962069024
2022-11-10 00:00:00+00:00,-1185019.1909556957,DSR,-0.0002165174566510194
2022-11-10 00:00:00+00:00,-5398925331.696412,DAI,-0.9864494941427261
2022-11-10 00:00:00+00:00,1921966310.0138164,Crypto-Loans,0.3511666818471756
2022-11-11 00:00:00+00:00,-5402457654.883524,DAI,-0.9861193904517523
2022-11-11 00:00:00+00:00,47989.3534205271,Others assets,8.759574802117386e-06
2022-11-11 00:00:00+00:00,-74858931.81939046,Equity,-0.013664122688472632
2022-11-11 00:00:00+00:00,3271973544.6613607,Stablecoins,0.5972386575800537
2022-11-11 00:00:00+00:00,286491201.6281964,Real-World Assets,0.05229370541461062
2022-11-11 00:00:00+00:00,-1186023.826416598,DSR,-0.00021648685977389786
2022-11-11 00:00:00+00:00,1919989874.8863597,Crypto-Loans,0.35045887743053367
2022-11-12 00:00:00+00:00,-74397730.0196555,Equity,-0.013466506220132343
2022-11-12 00:00:00+00:00,-1186023.826416598,DSR,-0.000214678555803311
2022-11-12 00:00:00+00:00,1919588058.8721082,Crypto-Loans,0.3474587803695562
2022-11-12 00:00:00+00:00,47989.3534205271,Others assets,8.686406509538958e-06
2022-11-12 00:00:00+00:00,-5449065981.096409,DAI,-0.9863188152240633
2022-11-12 00:00:00+00:00,286491201.6281964,Real-World Assets,0.05185689869462446
2022-11-12 00:00:00+00:00,3318522485.088762,Stablecoins,0.6006756345293098
2022-11-13 00:00:00+00:00,1917324381.4057224,Crypto-Loans,0.3473359112758758
2022-11-13 00:00:00+00:00,3316021517.6905265,Stablecoins,0.6007190889697066
2022-11-13 00:00:00+00:00,47989.3534205271,Others assets,8.693586731337594e-06
2022-11-13 00:00:00+00:00,-5444470606.698031,DAI,-0.9863016284212246
2022-11-13 00:00:00+00:00,-74430176.40195157,Equity,-0.013483515568733317
2022-11-13 00:00:00+00:00,-1186023.826416598,DSR,-0.0002148560100410773
2022-11-13 00:00:00+00:00,286692918.476736,Real-World Assets,0.05193630616768637
2022-11-14 00:00:00+00:00,-74462783.35900769,Equity,-0.013416650704523534
2022-11-14 00:00:00+00:00,-1186023.826416598,DSR,-0.0002136969192993379
2022-11-14 00:00:00+00:00,286708558.433941,Real-World Assets,0.051658941675060736
2022-11-14 00:00:00+00:00,47989.3534205271,Others assets,8.646687154775246e-06
2022-11-14 00:00:00+00:00,-5474378915.747086,DAI,-0.986369652376176
2022-11-14 00:00:00+00:00,1913310100.3627527,Crypto-Loans,0.344738836611036
2022-11-14 00:00:00+00:00,3349961074.782402,Stablecoins,0.6035935750267486
2022-11-15 00:00:00+00:00,-1183349.3539627718,DSR,-0.00021446878702021494
2022-11-15 00:00:00+00:00,-74510069.11189795,Equity,-0.01350411363280625
2022-11-15 00:00:00+00:00,-5441889677.909058,DAI,-0.9862814175801724
2022-11-15 00:00:00+00:00,1905427632.665235,Crypto-Loans,0.3453373695299866
2022-11-15 00:00:00+00:00,3275368356.1118293,Stablecoins,0.593623747735446
2022-11-15 00:00:00+00:00,336739118.24443996,Real-World Assets,0.06103018520295217
2022-11-15 00:00:00+00:00,47989.3534205271,Others assets,8.697531615256743e-06
2022-11-16 00:00:00+00:00,336840165.99550676,Real-World Assets,0.06109547870178281
2022-11-16 00:00:00+00:00,-1183349.3539627718,DSR,-0.00021463383096885592
2022-11-16 00:00:00+00:00,-74537415.77523166,Equity,-0.013519465781412606
2022-11-16 00:00:00+00:00,-5437619553.222009,DAI,-0.9862659003876174
2022-11-16 00:00:00+00:00,3276504409.295657,Stablecoins,0.5942866248233905
2022-11-16 00:00:00+00:00,47989.3534205271,Others assets,8.70422478017438e-06
2022-11-16 00:00:00+00:00,1899947753.7066255,Crypto-Loans,0.34460919225004666
2022-11-17 00:00:00+00:00,-1183299.5114706913,DSR,-0.00021397331316867354
2022-11-17 00:00:00+00:00,3294147396.095425,Stablecoins,0.5956730528287345
2022-11-17 00:00:00+00:00,336878362.43442035,Real-World Assets,0.060916934931664196
2022-11-17 00:00:00+00:00,-74281937.58272862,Equity,-0.013432230926395285
2022-11-17 00:00:00+00:00,1899052855.044573,Crypto-Loans,0.3434013344358426
2022-11-17 00:00:00+00:00,47989.3534205271,Others assets,8.677803758619176e-06
2022-11-17 00:00:00+00:00,-5454661365.833632,DAI,-0.9863537957604347
2022-11-18 00:00:00+00:00,47989.3534205271,Others assets,8.71084249451585e-06
2022-11-18 00:00:00+00:00,3272192929.76771,Stablecoins,0.5939558504383328
2022-11-18 00:00:00+00:00,336878362.43442035,Real-World Assets,0.061148862108266124
2022-11-18 00:00:00+00:00,-5433540477.262498,DAI,-0.9862753279931612
2022-11-18 00:00:00+00:00,1900032496.9021716,Crypto-Loans,0.3448865766109066
2022-11-18 00:00:00+00:00,-1168774.1930359735,DSR,-0.00021215138737077412
2022-11-18 00:00:00+00:00,-74442527.00218157,Equity,-0.013512520619466692
2022-11-19 00:00:00+00:00,3272642578.2270255,Stablecoins,0.5936705172663016
2022-11-19 00:00:00+00:00,-5436918900.93172,DAI,-0.9862789409773288
2022-11-19 00:00:00+00:00,336878362.43442035,Real-World Assets,0.06111108894470699
2022-11-19 00:00:00+00:00,1902988091.1703758,Crypto-Loans,0.34520968832739957
2022-11-19 00:00:00+00:00,-1168769.8982474157,DSR,-0.00021201955712307917
2022-11-19 00:00:00+00:00,-74469350.35526818,Equity,-0.013509039465546734
2022-11-19 00:00:00+00:00,47989.3534205271,Others assets,8.705461591798467e-06
2022-11-20 00:00:00+00:00,1902791169.7446716,Crypto-Loans,0.34668754715524785
2022-11-20 00:00:00+00:00,47989.3534205271,Others assets,8.743634872533774e-06
2022-11-20 00:00:00+00:00,-5413009403.241694,DAI,-0.9862474571972981
2022-11-20 00:00:00+00:00,-1168752.531224581,DSR,-0.0002129460945186688
2022-11-20 00:00:00+00:00,-74311942.46701819,Equity,-0.013539596708181842
2022-11-20 00:00:00+00:00,336878362.43442035,Real-World Assets,0.06137905988797373
2022-11-20 00:00:00+00:00,3248772576.707432,Stablecoins,0.5919246493219059
2022-11-21 00:00:00+00:00,1903213743.9830744,Crypto-Loans,0.35007823726419873
2022-11-21 00:00:00+00:00,3196619264.6153107,Stablecoins,0.5879879970913342
2022-11-21 00:00:00+00:00,336657299.47668576,Real-World Assets,0.061924938455032365
2022-11-21 00:00:00+00:00,-5361013054.882246,DAI,-0.986107843187278
2022-11-21 00:00:00+00:00,-74356721.1541421,Equity,-0.013677218311754225
2022-11-21 00:00:00+00:00,47989.3534205271,Others assets,8.827189434722881e-06
2022-11-21 00:00:00+00:00,-1168521.3920960797,DSR,-0.000214938500966469
2022-11-22 00:00:00+00:00,-5373281664.393788,DAI,-0.9861488572400648
2022-11-22 00:00:00+00:00,47989.3534205271,Others assets,8.807400949952163e-06
2022-11-22 00:00:00+00:00,-74302935.96085453,Equity,-0.013636686100587122
2022-11-22 00:00:00+00:00,-1168521.3920960797,DSR,-0.00021445665934695138
2022-11-22 00:00:00+00:00,3082713605.271498,Stablecoins,0.565764962440297
2022-11-22 00:00:00+00:00,436657299.47668576,Real-World Assets,0.08013893999600104
2022-11-22 00:00:00+00:00,1929334227.6451414,Crypto-Loans,0.35408729016275214
2022-11-23 00:00:00+00:00,1668759498.3678467,Crypto-Loans,0.3133592740739431
2022-11-23 00:00:00+00:00,47989.3534205271,Others assets,9.011429727196941e-06
2022-11-23 00:00:00+00:00,-74334938.60011178,Equity,-0.01395859764144847
2022-11-23 00:00:00+00:00,-5249883839.616066,DAI,-0.985821977680803
2022-11-23 00:00:00+00:00,-1168521.3920960797,DSR,-0.0002194246777472941
2022-11-23 00:00:00+00:00,3219226481.278143,Stablecoins,0.6045056068532217
2022-11-23 00:00:00+00:00,437353330.6088701,Real-World Assets,0.08212610764310804
2022-11-24 00:00:00+00:00,3252042068.929537,Stablecoins,0.608299313739774
2022-11-24 00:00:00+00:00,437353330.6088701,Real-World Assets,0.08180759203977708
2022-11-24 00:00:00+00:00,-5269532423.300378,DAI,-0.9856738900915373
2022-11-24 00:00:00+00:00,1656678159.2918296,Crypto-Loans,0.30988411774039915
