period,collateral,daily_revenues
2024-01-17,WBTC-A,21523.96361722112
2024-01-17,WBTC-B,4344.221654970771
2024-01-17,WBTC-C,8652.124014518757
2024-01-17,WSTETH-A,41913.36363099732
2024-01-17,WSTETH-B,32846.882109312704
2024-01-16,ETH-A,46879.92035710621
2024-01-16,ETH-B,16024.13022829645
2024-01-16,ETH-C,63360.01671061953
2024-01-16,RWA002-A,12797.604449366065
2024-01-16,WBTC-A,22524.970726525335
2024-01-16,WBTC-B,3777.22956219132
2024-01-16,WBTC-C,4895.150173554543
2024-01-16,WSTETH-A,70703.45986524504
2024-01-16,WSTETH-B,35065.975568214155
2024-01-15,DIRECT-SPARK-DAI,0.0
2024-01-15,ETH-A,33514.63753550385
2024-01-15,ETH-B,26629.154551197767
2024-01-15,ETH-C,45320.76636864486
2024-01-15,WBTC-A,42587.901656374685
2024-01-15,WBTC-B,5076.8801542305955
2024-01-15,WBTC-C,7800.681556670365
2024-01-15,WSTETH-A,71297.46073738509
2024-01-15,WSTETH-B,69107.71359173078
2024-01-14,ETH-A,43231.84225666731
2024-01-14,ETH-B,13984.85832517215
2024-01-14,ETH-C,60351.190882138064
2024-01-14,WBTC-B,6264.026053491318
2024-01-14,WBTC-C,9657.780766841759
2024-01-14,WSTETH-A,65591.4907671169
2024-01-14,WSTETH-B,13963.827183281011
2024-01-13,DIRECT-SPARK-DAI,0.0
2024-01-13,ETH-A,40368.99940150505
2024-01-13,ETH-B,17252.401309023327
2024-01-13,ETH-C,61923.40285027634
2024-01-13,WBTC-A,23589.969292864545
2024-01-13,WBTC-B,1257.7684708986512
2024-01-13,WBTC-C,4439.233477835173
2024-01-13,WSTETH-A,70274.3394125418
2024-01-13,WSTETH-B,29143.20327793187
2024-01-12,ETH-A,48940.97532251158
2024-01-12,ETH-B,24338.6188085949
2024-01-12,ETH-C,77836.19192571523
2024-01-12,WBTC-A,24971.892554493716
2024-01-12,WBTC-B,5025.72528033237
2024-01-12,WBTC-C,8513.022836825025
2024-01-12,WSTETH-A,72726.46573004755
2024-01-12,WSTETH-B,38061.160696165345
2024-01-11,DIRECT-SPARK-DAI,0.0
2024-01-11,ETH-A,34352.772732245554
2024-01-11,ETH-B,14349.415796184156
2024-01-11,ETH-C,41658.75216208052
2024-01-11,RWA002-A,5888.825875611888
2024-01-11,WBTC-A,16145.487181307115
2024-01-11,WBTC-B,4294.287629641052
2024-01-11,WBTC-C,4862.085134185645
2024-01-11,WSTETH-A,41188.86019972287
2024-01-11,WSTETH-B,36871.648754462214
2024-01-10,ETH-A,43551.862173714115
2024-01-10,ETH-B,21088.54967512575
2024-01-10,ETH-C,98596.4224817752
2024-01-10,WBTC-A,20589.571181692707
2024-01-10,WBTC-B,2535.86949389612
2024-01-10,WBTC-C,5681.37336560835
2024-01-10,WSTETH-A,67304.27203490936
2024-01-10,WSTETH-B,45621.424645930485
2024-01-09,ETH-A,43407.86097264416
2024-01-09,ETH-B,24173.992513625482
2024-01-09,ETH-C,39994.03127600435
2024-01-09,RWA002-A,11795.224903264467
2024-01-09,WBTC-A,23679.84396357742
2024-01-09,WBTC-B,4032.690655312446
2024-01-09,WBTC-C,5791.163874292693
2024-01-09,WSTETH-A,70736.19600456965
2024-01-09,WSTETH-B,45799.05606641067
2024-01-08,ETH-A,53360.40227553023
2024-01-08,ETH-B,52056.71730377659
2024-01-08,ETH-C,73911.619277914
2024-01-08,WBTC-A,27755.83558304716
2024-01-08,WBTC-B,3546.759476167806
2024-01-08,WBTC-C,5971.053606435395
2024-01-08,WSTETH-A,219324.51154587563
2024-01-08,WSTETH-B,22982.508765946834
2024-01-07,ETH-A,44692.679921982904
2024-01-07,ETH-C,46966.945888760136
2024-01-07,WBTC-A,20479.25188528878
2024-01-07,WBTC-B,5738.8305742787015
2024-01-07,WBTC-C,8317.799721780448
2024-01-07,WSTETH-B,39895.90226603179
2024-01-06,ETH-A,30809.517824463
2024-01-06,ETH-C,54461.71096273136
2024-01-06,WBTC-A,19326.579208597483
2024-01-06,WBTC-B,4475.381365488674
2024-01-06,WBTC-C,3834.2276490086333
2024-01-06,WSTETH-B,71875.36701107376
2024-01-05,DIRECT-SPARK-DAI,0.0
2024-01-05,ETH-A,29759.942709499122
2024-01-05,ETH-B,25040.87973536341
2024-01-05,ETH-C,57630.871198328256
2024-01-05,RWA015-A,0.0
2024-01-05,WBTC-A,15816.188955495954
2024-01-05,WBTC-B,2413.7394193244622
2024-01-05,WBTC-C,6951.502926195513
2024-01-05,WSTETH-A,54691.88984075958
2024-01-04,DIRECT-SPARK-DAI,0.0
2024-01-04,ETH-A,43967.80414433879
2024-01-04,ETH-B,21397.999713737307
2024-01-04,ETH-C,62684.74688324547
2024-01-04,RWA002-A,15706.821988341491
2024-01-04,WBTC-A,19479.670866638255
2024-01-04,WBTC-B,4642.477781063733
2024-01-04,WBTC-C,6927.386639738902
2024-01-04,WSTETH-A,41018.88872896468
2024-01-04,WSTETH-B,38839.138638930315
2024-01-03,DIRECT-SPARK-DAI,0.0
2024-01-03,ETH-A,45415.24751421135
2024-01-03,ETH-B,20701.27549669988
2024-01-03,ETH-C,46960.765004736146
2024-01-03,WBTC-A,21953.322282088375
2024-01-03,WBTC-B,3295.201469759535
2024-01-03,WBTC-C,5284.510197316271
2024-01-03,WSTETH-A,93154.25128070526
2024-01-03,WSTETH-B,33779.322755563444
2024-01-02,DIRECT-SPARK-DAI,0.0
2024-01-02,ETH-A,36893.32759722317
2024-01-02,ETH-B,17804.88323416596
2024-01-02,ETH-C,67465.51650403423
2024-01-02,RWA005-A,75141.90768817857
2024-01-02,WBTC-A,19884.683402072806
2024-01-02,WBTC-B,3710.861626700757
2024-01-02,WBTC-C,5798.409746991875
2024-01-02,WSTETH-A,48409.58063697874
2024-01-02,WSTETH-B,42372.45264497554
2024-01-01,ETH-A,53979.64614631489
2024-01-01,ETH-B,18841.39282804021
2024-01-01,ETH-C,60429.34635573326
2024-01-01,RWA014-A,0.0
2024-01-01,WBTC-A,30348.649853881612
2024-01-01,WBTC-B,3980.8476764560974
2024-01-01,WBTC-C,6936.09757646202
2024-01-01,WSTETH-A,68726.58887272414
2024-01-01,WSTETH-B,35911.87729194372
2023-12-31,ETH-A,32758.72339647372
2023-12-31,ETH-B,25412.993493244776
2023-12-31,ETH-C,52117.560027840795
2023-12-31,WBTC-A,9564.313312204851
2023-12-31,WBTC-B,3333.6557129655775
2023-12-31,WBTC-C,8228.6101628203
2023-12-31,WSTETH-A,41095.37640846884
2023-12-31,WSTETH-B,46429.30818894817
2023-12-30,DIRECT-SPARK-DAI,0.0
2023-12-30,ETH-A,48195.010569279126
2023-12-30,ETH-B,12883.526304862276
2023-12-30,ETH-C,68256.45061423224
2023-12-30,WBTC-A,25075.79910443483
2023-12-30,WBTC-B,4436.59874649873
2023-12-30,WBTC-C,7933.187209801101
2023-12-30,WSTETH-A,68573.88054762906
2023-12-30,WSTETH-B,45175.00802443389
2023-12-29,DIRECT-SPARK-DAI,0.0
2023-12-29,ETH-A,61937.94073488981
2023-12-29,ETH-B,18598.361108113815
2023-12-29,ETH-C,49253.43023160065
2023-12-29,RWA002-A,2349.880873566571
2023-12-29,WBTC-A,29283.85450401448
2023-12-29,WBTC-B,3304.2505172105757
2023-12-29,WBTC-C,2833.8908166132046
2023-12-29,WSTETH-A,100499.05925569677
2023-12-29,WSTETH-B,19127.753100366037
2023-12-28,DIRECT-SPARK-DAI,0.0
2023-12-28,ETH-A,36226.848187948366
2023-12-28,ETH-B,16163.99647737952
2023-12-28,ETH-C,48482.32526510339
2023-12-28,RWA002-A,19654.5524366013
2023-12-28,RWA012-A,105011.64999914261
2023-12-28,RWA013-A,68921.15000796583
2023-12-28,WBTC-A,8498.502260576772
2023-12-28,WBTC-B,6701.63615101596
2023-12-28,WBTC-C,3880.978075572065
2023-12-28,WSTETH-A,30431.460698994408
2023-12-28,WSTETH-B,33399.65645421621
2023-12-27,DIRECT-SPARK-DAI,0.0
2023-12-27,ETH-A,49189.375295684105
2023-12-27,ETH-B,19057.770464985446
2023-12-27,ETH-C,64356.39151945509
2023-12-27,WBTC-A,22705.939326223728
2023-12-27,WBTC-C,5645.787765989493
2023-12-27,WSTETH-A,75449.0134531635
2023-12-27,WSTETH-B,64074.91007320675
2023-12-26,ETH-A,33173.27625871514
2023-12-26,ETH-B,17235.224231080512
2023-12-26,ETH-C,66288.35379831717
2023-12-26,WBTC-A,19869.171804422833
2023-12-26,WBTC-B,2383.4511394183955
2023-12-26,WBTC-C,6534.909362743742
2023-12-26,WSTETH-A,134662.83278956657
2023-12-26,WSTETH-B,22229.133190910637
2023-12-25,DIRECT-SPARK-DAI,0.0
2023-12-25,ETH-A,50919.95586625938
2023-12-25,ETH-B,21689.065416916204
2023-12-25,ETH-C,88914.76925840428
2023-12-25,WBTC-A,24253.35596661515
2023-12-25,WBTC-B,2719.060109543513
2023-12-25,WBTC-C,5856.584045401883
2023-12-25,WSTETH-B,30692.569761378385
2023-12-24,ETH-A,46848.38840605205
2023-12-24,ETH-B,21292.42099676956
2023-12-24,ETH-C,30964.38047274613
2023-12-24,WBTC-A,35025.646805789824
2023-12-24,WBTC-B,7591.197764475225
2023-12-24,WBTC-C,9768.943026882009
2023-12-24,WSTETH-A,58604.72443158863
2023-12-24,WSTETH-B,46914.28230243318
2023-12-23,DIRECT-SPARK-DAI,0.0
2023-12-23,ETH-A,47894.029324860756
2023-12-23,ETH-B,17657.630034843067
2023-12-23,ETH-C,77419.77214018347
2023-12-23,WBTC-C,6652.72643362852
2023-12-23,WSTETH-A,33463.285004523845
2023-12-23,WSTETH-B,36784.90607149514
2023-12-22,DIRECT-SPARK-DAI,0.0
2023-12-22,ETH-A,32119.627320892512
2023-12-22,ETH-B,23179.626743110297
2023-12-22,ETH-C,35910.139203974846
2023-12-22,WBTC-A,22077.421579263006
2023-12-22,WBTC-B,3499.0102285179746
2023-12-22,WBTC-C,3095.2013457181565
2023-12-22,WSTETH-A,74362.7736355475
2023-12-22,WSTETH-B,54118.50746964948
2023-12-21,DIRECT-SPARK-DAI,0.0
2023-12-21,ETH-A,42752.72881613554
2023-12-21,ETH-B,11807.607110765579
2023-12-21,ETH-C,103237.96994608808
2023-12-21,WBTC-A,16877.64008901439
2023-12-21,WBTC-B,3707.99037712348
2023-12-21,WBTC-C,5400.047520524086
2023-12-21,WSTETH-A,43736.95590266607
2023-12-21,WSTETH-B,15674.886181227903
2023-12-20,ETH-A,45994.85650545906
2023-12-20,ETH-B,19274.276172689308
2023-12-20,ETH-C,52849.510756163756
2023-12-20,RWA002-A,19322.237382876545
2023-12-20,RWA014-A,0.0
2023-12-20,RWA015-A,0.0
2023-12-20,WBTC-A,19486.020102677947
2023-12-20,WBTC-B,2411.4572428916413
2023-12-20,WBTC-C,5175.564393394151
2023-12-20,WSTETH-A,84719.9435209057
2023-12-20,WSTETH-B,50513.26841290269
2023-12-19,ETH-A,42861.60989293032
2023-12-19,ETH-B,26319.431609988875
2023-12-19,ETH-C,51779.74942904651
2023-12-19,RWA007-A,0.0
2023-12-19,RWA013-A,136379.4007512677
2023-12-19,WBTC-A,37905.03758274655
2023-12-19,WBTC-B,5242.925873554362
2023-12-19,WBTC-C,5612.62511535441
2023-12-19,WSTETH-A,43013.55665120291
2023-12-19,WSTETH-B,27653.84434598707
2023-12-18,DIRECT-SPARK-DAI,0.0
2023-12-18,ETH-A,46474.39426788513
2023-12-18,ETH-B,12254.908990414055
2023-12-18,ETH-C,74902.90354923104
2023-12-18,WBTC-A,25941.111140789333
2023-12-18,WBTC-B,2701.1986167205064
2023-12-18,WBTC-C,13984.479971861307
2023-12-18,WSTETH-A,54074.12328614467
2023-12-18,WSTETH-B,70343.29701422973
2023-12-17,DIRECT-SPARK-DAI,0.0
2023-12-17,ETH-A,52945.58419895609
2023-12-17,ETH-B,28133.609412994447
2023-12-17,ETH-C,31907.379255333337
2023-12-17,WBTC-B,2302.592521075572
2023-12-17,WSTETH-A,43778.14011897775
2023-12-17,WSTETH-B,111914.16543584548
2023-12-16,ETH-A,36258.84695535749
2023-12-16,ETH-B,9191.29495575551
2023-12-16,ETH-C,59139.783143874374
2023-12-16,RWA015-A,0.0
2023-12-16,WBTC-A,43136.027079923515
2023-12-16,WBTC-B,3527.1061191818435
2023-12-16,WBTC-C,10290.726195010868
2023-12-16,WSTETH-A,75729.14260601651
2023-12-15,ETH-A,39749.40914387034
2023-12-15,ETH-B,14135.103034726704
2023-12-15,ETH-C,71228.03333966268
2023-12-15,WBTC-B,6366.75228718547
2023-12-15,WSTETH-A,41959.05965025023
2023-12-14,ETH-A,49991.229026375404
2023-12-14,ETH-B,18451.087281858756
2023-12-14,ETH-C,39447.68746486711
2023-12-14,RWA015-A,0.0
2023-12-14,WBTC-A,12147.795853392061
2023-12-14,WBTC-B,591.0169566269387
2023-12-14,WBTC-C,3779.5485788224487
2023-12-14,WSTETH-A,59523.459086192954
2023-12-14,WSTETH-B,32689.775324745053
2023-12-13,ETH-A,44886.65174194254
2023-12-13,ETH-B,17790.254300374607
2023-12-13,ETH-C,48450.59863100276
2023-12-13,RWA014-A,0.0
2023-12-13,RWA015-A,0.0
2023-12-13,WBTC-A,29014.627574408183
2023-12-13,WBTC-B,3107.529629077919
2023-12-13,WBTC-C,5673.537459091546
2023-12-13,WSTETH-A,85282.13749525533
2023-12-13,WSTETH-B,46789.83262667398
2023-12-12,ETH-A,41227.076753253066
2023-12-12,ETH-B,16711.504555107625
2023-12-12,ETH-C,35101.178222485236
2023-12-12,RWA002-A,2869.131186380064
2023-12-12,RWA012-A,84438.71501073791
2023-12-12,RWA014-A,0.0
2023-12-12,RWA015-A,0.0
2023-12-12,WBTC-A,12412.318943640415
2023-12-12,WBTC-B,3542.023626217582
2023-12-12,WBTC-C,6278.162781977784
2023-12-12,WSTETH-A,23489.89043070568
2023-12-12,WSTETH-B,49606.207287883706
2023-12-11,DIRECT-SPARK-DAI,0.0
2023-12-11,ETH-A,37687.462520456575
2023-12-11,ETH-B,15540.396095881551
2023-12-11,ETH-C,50429.41259697011
2023-12-11,RWA002-A,6386.209151434288
2023-12-11,RWA015-A,0.0
2023-12-11,WBTC-A,22823.632324203354
2023-12-11,WBTC-B,4446.171686863371
2023-12-11,WBTC-C,7153.878428496285
2023-12-11,WSTETH-A,66911.82247129262
2023-12-11,WSTETH-B,51537.47171405226
2023-12-10,DIRECT-SPARK-DAI,0.0
2023-12-10,ETH-A,46657.120719050654
2023-12-10,ETH-B,40377.26363653934
2023-12-10,ETH-C,50189.77208268161
2023-12-10,WBTC-A,20298.01597028038
2023-12-10,WBTC-B,9101.283114806965
2023-12-10,WBTC-C,4147.557787179764
2023-12-10,WSTETH-A,76135.25848098627
2023-12-10,WSTETH-B,45640.627625425084
2023-12-09,DIRECT-SPARK-DAI,0.0
2023-12-09,ETH-A,35887.50352867957
2023-12-09,ETH-C,41267.428279377054
2023-12-09,WBTC-A,22983.46681735008
2023-12-09,WBTC-C,5680.394342627129
2023-12-09,WSTETH-A,35052.73927939257
2023-12-09,WSTETH-B,48399.37322629611
2023-12-08,DIRECT-SPARK-DAI,0.0
2023-12-08,ETH-A,38873.47141231752
2023-12-08,ETH-B,13325.293888024982
2023-12-08,ETH-C,39657.360085876964
2023-12-08,RWA002-A,14341.707629705268
2023-12-08,WBTC-A,12784.247498147397
2023-12-08,WBTC-C,6800.5891062855635
2023-12-08,WSTETH-A,55113.04564762015
2023-12-08,WSTETH-B,56857.87039457829
2023-12-07,ETH-A,42418.33080777993
2023-12-07,ETH-B,17915.911883234494
2023-12-07,ETH-C,47511.28750957519
2023-12-07,WBTC-A,21061.94690776919
2023-12-07,WBTC-B,2675.573102959486
2023-12-07,WBTC-C,6207.399345448353
2023-12-07,WSTETH-A,50511.19729418455
2023-12-07,WSTETH-B,45481.88392241484
2023-12-06,ETH-A,39472.615326923486
2023-12-06,ETH-B,12288.978672592144
2023-12-06,ETH-C,34750.660416962324
2023-12-06,WBTC-A,19849.352626292013
2023-12-06,WBTC-B,2883.968475053098
2023-12-06,WBTC-C,3338.4680954038004
2023-12-06,WSTETH-A,73816.767186578
2023-12-06,WSTETH-B,52570.04644693722
2023-12-05,DIRECT-SPARK-DAI,0.0
2023-12-05,ETH-A,56249.50045087938
2023-12-05,ETH-B,16319.897890753346
2023-12-05,ETH-C,42882.45403116789
2023-12-05,WBTC-A,19224.48906157712
2023-12-05,WBTC-B,2626.9633786333934
2023-12-05,WBTC-C,6599.402172965642
2023-12-05,WSTETH-A,42378.244420535506
2023-12-05,WSTETH-B,51035.0885560514
2023-12-04,DIRECT-SPARK-DAI,0.0
2023-12-04,ETH-A,47178.705211111745
2023-12-04,ETH-B,15399.378424362618
2023-12-04,ETH-C,31975.601077211453
2023-12-04,WBTC-A,19682.70852548731
2023-12-04,WBTC-B,3090.2223261769805
2023-12-04,WBTC-C,4287.637992940769
2023-12-04,WSTETH-A,63915.480182479114
2023-12-04,WSTETH-B,57116.74511883717
2023-12-03,DIRECT-SPARK-DAI,0.0
2023-12-03,ETH-A,39298.60373768545
2023-12-03,ETH-B,17317.71332451645
2023-12-03,ETH-C,34918.48236176068
2023-12-03,WBTC-A,20128.295286968627
2023-12-03,WBTC-B,3396.6869444025588
2023-12-03,WBTC-C,4613.603940322779
2023-12-03,WSTETH-A,39529.461795876094
2023-12-03,WSTETH-B,58414.196190571725
2023-12-02,DIRECT-SPARK-DAI,0.0
2023-12-02,ETH-A,55094.14485090782
2023-12-02,ETH-B,18583.505217516158
2023-12-02,ETH-C,57662.26989282797
2023-12-02,WBTC-A,19904.325293278467
2023-12-02,WBTC-B,3349.7378247305164
2023-12-02,WBTC-C,7847.150070319964
2023-12-02,WSTETH-A,48147.04532715722
2023-12-02,WSTETH-B,69207.43671983975
2023-12-01,DIRECT-SPARK-DAI,0.0
2023-12-01,ETH-A,36971.71922276545
2023-12-01,ETH-B,14035.261476227799
2023-12-01,ETH-C,16990.950658787635
2023-12-01,RWA002-A,2152.9658708237225
2023-12-01,WBTC-A,28930.736642878004
2023-12-01,WBTC-B,4079.0226774532625
2023-12-01,WBTC-C,2511.851966551557
2023-12-01,WSTETH-A,70319.7079166488
2023-12-01,WSTETH-B,72215.25461941061
2023-11-30,DIRECT-SPARK-DAI,0.0
2023-11-30,ETH-A,38314.71575901803
2023-11-30,ETH-B,24732.217973024926
2023-11-30,ETH-C,43249.03390841252
2023-11-30,RWA002-A,5910.613381346177
2023-11-30,WBTC-A,20650.283917954377
2023-11-30,WBTC-B,4384.539407887902
2023-11-30,WBTC-C,7405.656482827624
2023-11-30,WSTETH-A,121841.16368599972
2023-11-30,WSTETH-B,29825.527119014943
2023-11-29,DIRECT-SPARK-DAI,0.0
2023-11-29,ETH-A,31037.305315449983
2023-11-29,ETH-B,10081.31060460804
2023-11-29,ETH-C,30584.364654369372
2023-11-29,RWA012-A,96234.50464977395
2023-11-29,RWA013-A,82262.42887537056
2023-11-29,WBTC-A,6946.608509002428
2023-11-29,WBTC-B,826.3505962149758
2023-11-29,WBTC-C,2847.777816743359
2023-11-29,WSTETH-B,59627.28038635941
2023-11-28,DIRECT-SPARK-DAI,0.0
2023-11-28,ETH-A,52841.57896976075
2023-11-28,ETH-B,17618.020673227213
2023-11-28,ETH-C,40381.47026465851
2023-11-28,WBTC-A,20032.347796765986
2023-11-28,WBTC-B,1828.1493164776996
2023-11-28,WBTC-C,5113.773326023605
2023-11-28,WSTETH-A,38868.378967028264
2023-11-28,WSTETH-B,34717.21342949957
2023-11-27,ETH-A,32743.599970808336
2023-11-27,ETH-B,14713.201459232716
2023-11-27,ETH-C,59335.007542342144
2023-11-27,RWA002-A,5570.904266144965
2023-11-27,WBTC-A,24479.789772681223
2023-11-27,WBTC-B,3665.4383560176243
2023-11-27,WBTC-C,15071.422557214772
2023-11-27,WSTETH-A,120072.2321841101
2023-11-27,WSTETH-B,61612.5830253081
2023-11-26,ETH-A,82839.05375749966
2023-11-26,ETH-B,20760.209382421446
2023-11-26,ETH-C,40298.36879027569
2023-11-26,WBTC-A,21736.282045534557
2023-11-26,WBTC-B,2774.8555997452518
2023-11-26,WSTETH-B,59742.379102469684
2023-11-25,DIRECT-SPARK-DAI,0.0
2023-11-25,ETH-B,18149.23045888609
2023-11-25,ETH-C,32599.978470135025
2023-11-25,WBTC-A,16664.806650682243
2023-11-25,WBTC-B,172.91993941670756
2023-11-25,WSTETH-A,59597.24272442587
2023-11-25,WSTETH-B,40818.12307921134
2023-11-24,DIRECT-SPARK-DAI,0.0
2023-11-24,ETH-A,38581.938249357736
2023-11-24,ETH-B,13779.33818838836
2023-11-24,ETH-C,41743.0638039862
2023-11-24,RWA002-A,11765.2258755506
2023-11-24,WBTC-A,35748.979593936965
2023-11-24,WBTC-B,2292.9854114848195
2023-11-24,WBTC-C,8825.279007891426
2023-11-24,WSTETH-A,58060.46680896364
2023-11-24,WSTETH-B,81129.25782879694
2023-11-23,ETH-A,38060.96807471989
2023-11-23,ETH-B,17227.532080702505
2023-11-23,ETH-C,36145.67463009061
2023-11-23,WBTC-B,2126.358228448912
2023-11-23,WBTC-C,21314.509124250457
2023-11-23,WSTETH-A,44867.955158410776
2023-11-23,WSTETH-B,34259.065413128454
2023-11-22,ETH-A,41877.86761653894
2023-11-22,ETH-B,14727.020455242178
2023-11-22,ETH-C,31472.304316972397
2023-11-22,WBTC-A,29247.237603416805
2023-11-22,WBTC-B,2383.1027714832308
2023-11-22,WSTETH-A,68238.63738840583
2023-11-22,WSTETH-B,96000.27353581353
2023-11-21,DIRECT-SPARK-DAI,0.0
2023-11-21,ETH-A,42413.46659502476
2023-11-21,ETH-B,17552.759181577174
2023-11-21,ETH-C,39785.658337769484
2023-11-21,RWA014-A,0.0
2023-11-21,WBTC-A,8029.724097504801
2023-11-21,WBTC-B,3274.993822328056
2023-11-21,WSTETH-A,29759.52591256813
2023-11-21,WSTETH-B,27129.209970810698
2023-11-20,ETH-A,32029.53253297902
2023-11-20,ETH-B,32932.41148021867
2023-11-20,ETH-C,43185.06540218018
2023-11-20,WBTC-A,25664.347883389644
2023-11-20,WBTC-B,2046.558497696103
2023-11-20,WSTETH-A,35850.56045296195
2023-11-20,WSTETH-B,65620.88595154922
2023-11-19,ETH-A,72842.26780591802
2023-11-19,ETH-B,4777.666444975361
2023-11-19,ETH-C,49263.32616946004
2023-11-19,RWA007-A,0.0
2023-11-19,WBTC-A,15751.249377138485
2023-11-19,WBTC-B,1702.337786754259
2023-11-19,WBTC-C,2861.7710616158174
2023-11-19,WSTETH-A,131529.28861411498
2023-11-19,WSTETH-B,78818.20829554123
2023-11-18,ETH-A,20158.127077589244
2023-11-18,ETH-B,20846.45213937998
2023-11-18,ETH-C,16836.442066851265
2023-11-18,RWA015-A,0.0
2023-11-18,WBTC-A,23160.46197148289
2023-11-18,WBTC-B,2382.031356419595
2023-11-18,WBTC-C,2672.1068971445748
2023-11-17,ETH-A,34958.75892598549
2023-11-17,ETH-B,13728.603532752848
2023-11-17,ETH-C,50245.869360907585
2023-11-17,RWA002-A,17623.71422954123
2023-11-17,RWA013-A,78826.9303329755
2023-11-17,RWA015-A,0.0
2023-11-17,WBTC-A,17576.891380219295
2023-11-17,WBTC-B,2045.1454279735576
2023-11-17,WBTC-C,5529.3155396984575
2023-11-17,WSTETH-A,51077.42607678747
2023-11-17,WSTETH-B,43431.35716693833
2023-11-16,ETH-A,33119.0795413412
2023-11-16,ETH-B,17016.884775373685
2023-11-16,ETH-C,24581.533908769627
2023-11-16,RWA015-A,0.0
2023-11-16,WBTC-A,12404.562090151685
2023-11-16,WBTC-B,1810.4606679992098
2023-11-16,WBTC-C,6977.776151506603
2023-11-16,WSTETH-A,34941.10300312647
2023-11-16,WSTETH-B,61708.48985831854
2023-11-15,ETH-A,38235.57649348602
2023-11-15,ETH-B,20735.172904827254
2023-11-15,ETH-C,35822.104372061774
2023-11-15,WBTC-A,23403.534735174027
2023-11-15,WBTC-B,2383.7537324638874
2023-11-15,WBTC-C,2836.3687858507537
2023-11-15,WSTETH-A,48811.02735095518
2023-11-15,WSTETH-B,49447.38806273929
2023-11-14,ETH-A,43428.116655787075
2023-11-14,ETH-B,18816.01852086667
2023-11-14,ETH-C,37282.57965875682
2023-11-14,RWA012-A,56224.20591681549
2023-11-14,RWA014-A,0.0
2023-11-14,WBTC-A,31803.120124913417
2023-11-14,WBTC-B,2922.0630480791597
2023-11-14,WBTC-C,6971.615375377264
2023-11-14,WSTETH-A,52920.109488830916
2023-11-14,WSTETH-B,60982.14500294639
2023-11-13,DIRECT-SPARK-DAI,0.0
2023-11-13,ETH-A,36856.85607033721
2023-11-13,ETH-B,12332.319630842121
2023-11-13,ETH-C,30596.311846541605
2023-11-13,WBTC-A,4199.493064277083
2023-11-13,WBTC-B,1940.1360918851512
2023-11-13,WBTC-C,3226.833316029901
2023-11-13,WSTETH-A,62815.80598202637
2023-11-13,WSTETH-B,76104.95590517379
2023-11-12,ETH-A,40051.98486431678
2023-11-12,ETH-B,22398.238095944816
2023-11-12,ETH-C,47939.425740742576
2023-11-12,WBTC-A,19505.913540984166
2023-11-12,WBTC-B,2374.510144010791
2023-11-12,WBTC-C,5533.8972796401895
2023-11-12,WSTETH-A,37142.66626054761
2023-11-12,WSTETH-B,19044.641400054836
2023-11-11,DIRECT-SPARK-DAI,0.0
2023-11-11,ETH-A,46680.286894528675
2023-11-11,ETH-B,4196.299141461194
2023-11-11,ETH-C,26860.171167914275
2023-11-11,WBTC-A,37555.42608483729
2023-11-11,WBTC-B,2918.73468624208
2023-11-11,WBTC-C,4207.799408060666
2023-11-11,WSTETH-A,56228.24302429796
2023-11-11,WSTETH-B,65831.2983958804
2023-11-10,ETH-A,21073.798565351448
2023-11-10,ETH-B,16165.440666551674
2023-11-10,ETH-C,34585.613286000495
2023-11-10,WBTC-B,1454.6559206074783
2023-11-10,WBTC-C,5968.172129665018
2023-11-10,WSTETH-A,31530.955314118586
2023-11-10,WSTETH-B,33795.59022268695
2023-11-09,ETH-A,41722.51420992283
2023-11-09,ETH-B,21702.438518131858
2023-11-09,ETH-C,41516.90425813145
2023-11-09,WBTC-A,18118.241574588927
2023-11-09,WBTC-B,3079.8827516154365
2023-11-09,WBTC-C,3694.9439593399793
2023-11-09,WSTETH-A,50186.87850613929
2023-11-09,WSTETH-B,53348.03850695406
2023-11-08,ETH-A,32684.662929091493
2023-11-08,ETH-B,12892.811704536758
2023-11-08,ETH-C,52159.1419820522
2023-11-08,WBTC-A,19093.027853041374
2023-11-08,WBTC-B,2654.4979670841876
2023-11-08,WBTC-C,5365.839593451135
2023-11-08,WSTETH-A,58975.23727643017
2023-11-08,WSTETH-B,69285.41322380683
2023-11-07,ETH-A,37669.907320776445
2023-11-07,ETH-B,20932.990846887147
2023-11-07,ETH-C,37982.903534564546
2023-11-07,RWA002-A,7577.070974875326
2023-11-07,WBTC-A,25270.887838598825
2023-11-07,WBTC-B,2499.808088924336
2023-11-07,WBTC-C,6157.099885610882
2023-11-07,WSTETH-A,36073.301328852926
2023-11-07,WSTETH-B,51344.23193205164
2023-11-06,DIRECT-SPARK-DAI,0.0
2023-11-06,ETH-A,42566.694728915485
2023-11-06,ETH-B,45975.86157322179
