period,collateral,daily_revenues
2021-08-24,UNIV2WBTCDAI-A,0.0
2021-08-24,UNIV2WBTCETH-A,1440.6379758089747
2021-08-24,USDC-A,0.0
2021-08-24,USDC-B,52.50088707372566
2021-08-24,USDT-A,0.17802241319595646
2021-08-24,WBTC-A,19100.288272937265
2021-08-24,YFI-A,572.7478359422123
2021-08-24,ZRX-A,202.65807243609288
2021-08-23,AAVE-A,64.62082434229896
2021-08-23,BAL-A,2.853467683871055
2021-08-23,BAT-A,208.5747580339933
2021-08-23,COMP-A,3.397789993998531
2021-08-23,ETH-A,89451.8274093828
2021-08-23,ETH-B,11980.748506854716
2021-08-23,ETH-C,3780.5228302502774
2021-08-23,GUSD-A,0.0
2021-08-23,KNC-A,-39.81309542628214
2021-08-23,LINK-A,807.6211214855242
2021-08-23,LRC-A,45.04034219700324
2021-08-23,MANA-A,163.29708527233242
2021-08-23,PAXUSD-A,1864.3352814717493
2021-08-23,PSM-USDC-A,0.0
2021-08-23,RENBTC-A,232.8732905318322
2021-08-23,RWA001-A,2.6675521631834712e-09
2021-08-23,RWA002-A,556.1540793879342
2021-08-23,RWA003-A,0.0
2021-08-23,RWA004-A,0.0
2021-08-23,RWA005-A,0.0
2021-08-23,RWA006-A,
2021-08-23,TUSD-A,805.0855084465763
2021-08-23,UNI-A,439.0055091528974
2021-08-23,UNIV2AAVEETH-A,0.0
2021-08-23,UNIV2DAIETH-A,1642.7039062575668
2021-08-23,UNIV2DAIUSDC-A,0.0
2021-08-23,UNIV2DAIUSDT-A,0.0
2021-08-23,UNIV2ETHUSDT-A,4.746023853416294
2021-08-23,UNIV2LINKETH-A,1.9805436049890974
2021-08-23,UNIV2UNIETH-A,546.829459460931
2021-08-23,UNIV2USDCETH-A,562.8882246652009
2021-08-23,UNIV2WBTCDAI-A,0.0
2021-08-23,UNIV2WBTCETH-A,1438.0796732321896
2021-08-23,USDC-A,0.0
2021-08-23,USDC-B,52.35226374475589
2021-08-23,USDT-A,0.1776784291244814
2021-08-23,WBTC-A,13702.296843528224
2021-08-23,YFI-A,504.4192219111321
2021-08-23,ZRX-A,202.28741869122703
2021-08-22,AAVE-A,64.61382737656724
2021-08-22,BAL-A,2.8531587182117057
2021-08-22,BAT-A,189.652381827592
2021-08-22,COMP-A,3.397422090611449
2021-08-22,ETH-A,92385.1480390394
2021-08-22,ETH-B,15792.016927694516
2021-08-22,ETH-C,2630.1412418202012
2021-08-22,GUSD-A,0.0
2021-08-22,KNC-A,-39.8045489956761
2021-08-22,LINK-A,1348.555884344075
2021-08-22,LRC-A,46.23048291169796
2021-08-22,MANA-A,163.27063303558117
2021-08-22,PAXUSD-A,1864.1334163576835
2021-08-22,PSM-USDC-A,0.0
2021-08-22,RENBTC-A,214.65668762170225
2021-08-22,RWA001-A,2.667120050624639e-09
2021-08-22,RWA002-A,525.5810901403494
2021-08-22,RWA003-A,0.0
2021-08-22,RWA004-A,0.0
2021-08-22,RWA005-A,0.0
2021-08-22,RWA006-A,
2021-08-22,TUSD-A,804.998335994491
2021-08-22,UNI-A,440.71233370719233
2021-08-22,UNIV2AAVEETH-A,0.0
2021-08-22,UNIV2DAIETH-A,2122.020332950188
2021-08-22,UNIV2DAIUSDC-A,0.0
2021-08-22,UNIV2DAIUSDT-A,0.0
2021-08-22,UNIV2ETHUSDT-A,4.745381883225975
2021-08-22,UNIV2LINKETH-A,2.7564327265258455
2021-08-22,UNIV2UNIETH-A,546.7554926577702
2021-08-22,UNIV2USDCETH-A,503.29516265459444
2021-08-22,UNIV2WBTCDAI-A,0.0
2021-08-22,UNIV2WBTCETH-A,1437.8851516052378
2021-08-22,USDC-A,0.0
2021-08-22,USDC-B,52.28990663103025
2021-08-22,USDT-A,0.17762657903476745
2021-08-22,WBTC-A,14982.128999402108
2021-08-22,YFI-A,644.6149181371363
2021-08-22,ZRX-A,202.24929700306143
2021-08-21,AAVE-A,53.38692023034434
2021-08-21,BAL-A,2.853642367821804
2021-08-21,BAT-A,189.69327847640756
2021-08-21,COMP-A,4.0818680919827575
2021-08-21,ETH-A,88735.29308455586
2021-08-21,ETH-B,11844.76047277748
2021-08-21,ETH-C,3135.864729853874
2021-08-21,GUSD-A,0.0
2021-08-21,KNC-A,-39.80706032358049
2021-08-21,LINK-A,887.3627311825712
2021-08-21,LRC-A,60.48423040639148
2021-08-21,MANA-A,163.28953725235328
2021-08-21,PAXUSD-A,1864.4494125881906
2021-08-21,PSM-USDC-A,0.0
2021-08-21,RENBTC-A,251.5729823525296
2021-08-21,RWA001-A,2.6674288619194615e-09
2021-08-21,RWA002-A,473.01811961147683
2021-08-21,RWA003-A,0.0
2021-08-21,RWA004-A,0.0
2021-08-21,RWA005-A,0.0
2021-08-21,RWA006-A,
2021-08-21,TUSD-A,805.1347942745188
2021-08-21,UNI-A,380.4387986554516
2021-08-21,UNIV2AAVEETH-A,0.0
2021-08-21,UNIV2DAIETH-A,1882.2861053175302
2021-08-21,UNIV2DAIUSDC-A,0.0
2021-08-21,UNIV2DAIUSDT-A,0.0
2021-08-21,UNIV2ETHUSDT-A,4.746058181260718
2021-08-21,UNIV2LINKETH-A,2.2187467252931032
2021-08-21,UNIV2UNIETH-A,546.8334146615771
2021-08-21,UNIV2USDCETH-A,618.9252251294885
2021-08-21,UNIV2WBTCDAI-A,0.0
2021-08-21,UNIV2WBTCETH-A,1438.0900748181946
2021-08-21,USDC-A,0.0
2021-08-21,USDC-B,52.24213045169981
2021-08-21,USDT-A,0.17762407619656193
2021-08-21,WBTC-A,16934.052408118558
2021-08-21,YFI-A,550.7099306644315
2021-08-21,ZRX-A,202.26736009001274
2021-08-20,AAVE-A,75.51346426389864
2021-08-20,BAL-A,2.853135257842845
2021-08-20,BAT-A,189.64435981077048
2021-08-20,COMP-A,3.728325131759654
2021-08-20,ETH-A,91965.73812537061
2021-08-20,ETH-B,9661.915766674718
2021-08-20,ETH-C,3300.8405537464446
2021-08-20,GUSD-A,0.0
2021-08-20,KNC-A,-39.79575137689087
2021-08-20,LINK-A,1062.4433072693407
2021-08-20,LRC-A,72.83659779027771
2021-08-20,MANA-A,163.25174911492536
2021-08-20,PAXUSD-A,1864.1180883434113
2021-08-20,PSM-USDC-A,0.0
2021-08-20,RENBTC-A,232.21285591489345
2021-08-20,RWA001-A,2.666811570878593e-09
2021-08-20,RWA002-A,446.8143928000883
2021-08-20,RWA003-A,0.0
2021-08-20,RWA004-A,0.0
2021-08-20,RWA005-A,0.0
2021-08-20,RWA006-A,
2021-08-20,TUSD-A,804.9917168191278
2021-08-20,UNI-A,403.6900986604113
2021-08-20,UNIV2AAVEETH-A,0.0
2021-08-20,UNIV2DAIETH-A,1881.9261491745751
2021-08-20,UNIV2DAIUSDC-A,0.0
2021-08-20,UNIV2DAIUSDT-A,0.0
2021-08-20,UNIV2ETHUSDT-A,4.745086691087521
2021-08-20,UNIV2LINKETH-A,2.4109312927869895
2021-08-20,UNIV2UNIETH-A,546.7214810803965
2021-08-20,UNIV2USDCETH-A,541.0294964187486
2021-08-20,UNIV2WBTCDAI-A,0.0
2021-08-20,UNIV2WBTCETH-A,1437.7957062448436
2021-08-20,USDC-A,0.0
2021-08-20,USDC-B,52.17627674890398
2021-08-20,USDT-A,0.1775599093368759
2021-08-20,WBTC-A,13660.73838899706
2021-08-20,YFI-A,501.6017949021199
2021-08-20,ZRX-A,150.2749183088865
2021-08-19,AAVE-A,64.11768804531883
2021-08-19,BAL-A,2.850184486041873
2021-08-19,BAT-A,189.4330424185122
2021-08-19,COMP-A,3.06815363572993
2021-08-19,ETH-A,91199.7480644375
2021-08-19,ETH-B,13570.802361250555
2021-08-19,ETH-C,3519.8733538920874
2021-08-19,GUSD-A,0.0
2021-08-19,KNC-A,-39.75036607657169
2021-08-19,LINK-A,1092.938060784516
2021-08-19,LRC-A,86.77128423868574
2021-08-19,MANA-A,163.07415480097683
2021-08-19,PAXUSD-A,1862.1901786610206
2021-08-19,PSM-USDC-A,0.0
2021-08-19,RENBTC-A,229.14456797861664
2021-08-19,RWA001-A,2.663910465230857e-09
2021-08-19,RWA002-A,446.04956725258046
2021-08-19,RWA003-A,0.0
2021-08-19,RWA004-A,0.0
2021-08-19,RWA005-A,0.0
2021-08-19,RWA006-A,
2021-08-19,TUSD-A,804.1591776496382
2021-08-19,UNI-A,450.31571562805743
2021-08-19,UNIV2AAVEETH-A,0.0
2021-08-19,UNIV2DAIETH-A,1884.5714568037188
2021-08-19,UNIV2DAIUSDC-A,0.0
2021-08-19,UNIV2DAIUSDT-A,0.0
2021-08-19,UNIV2ETHUSDT-A,4.740051347599343
2021-08-19,UNIV2LINKETH-A,2.793167276554214
2021-08-19,UNIV2UNIETH-A,546.1413166642698
2021-08-19,UNIV2USDCETH-A,524.6973557219915
2021-08-19,UNIV2WBTCDAI-A,0.0
2021-08-19,UNIV2WBTCETH-A,1436.2699606224573
2021-08-19,USDC-A,0.0
2021-08-19,USDC-B,52.06589736187991
2021-08-19,USDT-A,0.17734372976709986
2021-08-19,WBTC-A,16246.373993111745
2021-08-19,YFI-A,571.3586038539473
2021-08-19,ZRX-A,253.6081617977489
2021-08-18,AAVE-A,63.672697072358325
2021-08-18,BAL-A,2.8371952436910215
2021-08-18,BAT-A,188.55466177471388
2021-08-18,COMP-A,2.7029613558302277
2021-08-18,ETH-A,89414.23981461342
2021-08-18,ETH-B,11115.997462201436
2021-08-18,ETH-C,2835.5466787603327
2021-08-18,GUSD-A,0.0
2021-08-18,KNC-A,-39.565014039735054
2021-08-18,LINK-A,997.6788834061913
2021-08-18,LRC-A,86.3718366368722
2021-08-18,MANA-A,162.3222799612726
2021-08-18,PAXUSD-A,1853.7035562502747
2021-08-18,PSM-USDC-A,0.0
2021-08-18,RENBTC-A,223.2239226572507
2021-08-18,RWA001-A,2.6516281556492045e-09
2021-08-18,RWA002-A,390.92475024887085
2021-08-18,RWA003-A,0.0
2021-08-18,RWA004-A,0.0
2021-08-18,RWA005-A,0.0
2021-08-18,RWA006-A,
2021-08-18,TUSD-A,800.4943557764203
2021-08-18,UNI-A,389.99853587482266
2021-08-18,UNIV2AAVEETH-A,0.0
2021-08-18,UNIV2DAIETH-A,1878.2600778096762
2021-08-18,UNIV2DAIUSDC-A,0.0
2021-08-18,UNIV2DAIUSDT-A,0.0
2021-08-18,UNIV2ETHUSDT-A,4.718322413280406
2021-08-18,UNIV2LINKETH-A,2.7802890114429255
2021-08-18,UNIV2UNIETH-A,543.6377427726776
2021-08-18,UNIV2USDCETH-A,520.1402362962272
2021-08-18,UNIV2WBTCDAI-A,0.0
2021-08-18,UNIV2WBTCETH-A,1429.685935819765
2021-08-18,USDC-A,0.0
2021-08-18,USDC-B,51.77267115668792
2021-08-18,USDT-A,0.1765032156469233
2021-08-18,WBTC-A,17788.381542120103
2021-08-18,YFI-A,647.6643030060924
2021-08-18,ZRX-A,200.73276904782347
2021-08-17,AAVE-A,64.47372946597275
2021-08-17,BAL-A,2.8720547240211136
2021-08-17,BAT-A,190.85604325245538
2021-08-17,COMP-A,2.7361715582038872
2021-08-17,ETH-A,90701.7122952381
2021-08-17,ETH-B,13729.272422274062
2021-08-17,ETH-C,3572.652416515231
2021-08-17,GUSD-A,0.0
2021-08-17,KNC-A,-40.046869600281454
2021-08-17,LINK-A,1266.6551950576363
2021-08-17,LRC-A,87.42603780678076
2021-08-17,MANA-A,164.17289151404862
2021-08-17,PAXUSD-A,1876.479268567085
2021-08-17,PSM-USDC-A,0.0
2021-08-17,RENBTC-A,205.8373327332591
2021-08-17,RWA001-A,2.68406337412298e-09
2021-08-17,RWA002-A,548.8025962465804
2021-08-17,RWA003-A,0.0
2021-08-17,RWA004-A,0.0
2021-08-17,RWA005-A,0.0
2021-08-17,RWA006-A,
2021-08-17,TUSD-A,810.3297089519162
2021-08-17,UNI-A,343.59623232034284
2021-08-17,UNIV2AAVEETH-A,0.0
2021-08-17,UNIV2DAIETH-A,1901.250594114856
2021-08-17,UNIV2DAIUSDC-A,0.0
2021-08-17,UNIV2DAIUSDT-A,0.0
2021-08-17,UNIV2ETHUSDT-A,4.776165557405762
2021-08-17,UNIV2LINKETH-A,2.8142980339049415
2021-08-17,UNIV2UNIETH-A,550.3023395409432
2021-08-17,UNIV2USDCETH-A,525.7929786569393
2021-08-17,UNIV2WBTCDAI-A,0.0
2021-08-17,UNIV2WBTCETH-A,1447.2128283031727
2021-08-17,USDC-A,0.0
2021-08-17,USDC-B,52.351991562032936
2021-08-17,USDT-A,0.17863902290350603
2021-08-17,WBTC-A,12830.79747028932
2021-08-17,YFI-A,563.1097384787345
2021-08-17,ZRX-A,203.1827889641403
2021-08-16,AAVE-A,60.87146710706679
2021-08-16,BAL-A,2.2362350471743824
2021-08-16,BAT-A,189.54970217536362
2021-08-16,COMP-A,2.7176620860362375
2021-08-16,ETH-A,94346.65687415819
2021-08-16,ETH-B,14721.305694767314
2021-08-16,ETH-C,2381.638511934186
2021-08-16,GUSD-A,0.0
2021-08-16,KNC-A,-39.77171702009554
2021-08-16,LINK-A,959.3207787871374
2021-08-16,LRC-A,86.827637973859
2021-08-16,MANA-A,162.78270954229643
2021-08-16,PAXUSD-A,1863.7853858715446
2021-08-16,PSM-USDC-A,0.0
2021-08-16,RENBTC-A,145.29725393215293
2021-08-16,RWA001-A,2.6657627189704474e-09
2021-08-16,RWA002-A,496.0519165020341
2021-08-16,RWA003-A,0.0
2021-08-16,RWA004-A,0.0
2021-08-16,RWA005-A,0.0
2021-08-16,RWA006-A,
2021-08-16,TUSD-A,804.8480441968338
2021-08-16,UNI-A,438.86538966024216
2021-08-16,UNIV2AAVEETH-A,0.0
2021-08-16,UNIV2DAIETH-A,1888.2407407724977
2021-08-16,UNIV2DAIUSDC-A,0.0
2021-08-16,UNIV2DAIUSDT-A,0.0
2021-08-16,UNIV2ETHUSDT-A,4.743727603740549
2021-08-16,UNIV2LINKETH-A,2.7951094043399736
2021-08-16,UNIV2UNIETH-A,546.5648891579244
2021-08-16,UNIV2USDCETH-A,521.8560025800797
2021-08-16,UNIV2WBTCDAI-A,0.0
2021-08-16,UNIV2WBTCETH-A,1437.3838929147396
2021-08-16,USDC-A,0.0
2021-08-16,USDC-B,51.94134607765591
2021-08-16,USDT-A,0.17739789950111104
2021-08-16,WBTC-A,15502.717326362139
2021-08-16,YFI-A,559.300451009002
2021-08-16,ZRX-A,201.9363450683506
2021-08-15,AAVE-A,59.77562574236501
2021-08-15,BAL-A,2.815861234915265
2021-08-15,BAT-A,189.51614049625877
2021-08-15,COMP-A,2.7189406668647376
2021-08-15,ETH-A,96339.18240766363
2021-08-15,ETH-B,11888.639553482477
2021-08-15,ETH-C,3495.481273788222
2021-08-15,GUSD-A,0.0
2021-08-15,KNC-A,-39.78619404546079
2021-08-15,LINK-A,1148.524829418214
2021-08-15,LRC-A,69.22204753414684
2021-08-15,MANA-A,162.850544135227
2021-08-15,PAXUSD-A,1864.6622425915384
2021-08-15,PSM-USDC-A,0.0
2021-08-15,RENBTC-A,247.23954572495452
2021-08-15,RWA001-A,2.666873592044126e-09
2021-08-15,RWA002-A,502.8993609887193
2021-08-15,RWA003-A,0.0
2021-08-15,RWA004-A,0.0
2021-08-15,RWA005-A,0.0
2021-08-15,RWA006-A,
2021-08-15,TUSD-A,805.226701751227
2021-08-15,UNI-A,350.5930916866859
2021-08-15,UNIV2AAVEETH-A,0.0
2021-08-15,UNIV2DAIETH-A,1889.1035410459244
2021-08-15,UNIV2DAIUSDC-A,0.0
2021-08-15,UNIV2DAIUSDT-A,0.0
2021-08-15,UNIV2ETHUSDT-A,4.7458312697740235
2021-08-15,UNIV2LINKETH-A,2.7962741785913234
2021-08-15,UNIV2UNIETH-A,546.8072702743074
2021-08-15,UNIV2USDCETH-A,521.7256049230392
2021-08-15,UNIV2WBTCDAI-A,0.0
2021-08-15,UNIV2WBTCETH-A,1438.02131899085
2021-08-15,USDC-A,0.0
2021-08-15,USDC-B,51.90949639925394
2021-08-15,USDT-A,0.17744877509807563
2021-08-15,WBTC-A,18136.988228666673
2021-08-15,YFI-A,555.4729869732325
2021-08-15,ZRX-A,202.30075843224216
2021-08-14,AAVE-A,59.11655752624016
2021-08-14,BAL-A,2.198137943843157
2021-08-14,BAT-A,189.1713451575451
2021-08-14,COMP-A,2.1474929585679723
2021-08-14,ETH-A,87992.84877841505
2021-08-14,ETH-B,10582.721828875876
2021-08-14,ETH-C,2448.490215743964
2021-08-14,GUSD-A,0.0
2021-08-14,KNC-A,-39.7578628657076
2021-08-14,LINK-A,1002.2357638537562
2021-08-14,LRC-A,102.50815429199781
2021-08-14,MANA-A,162.74315577998743
2021-08-14,PAXUSD-A,1863.5327482484308
2021-08-14,PSM-USDC-A,0.0
2021-08-14,RENBTC-A,195.90207199002703
2021-08-14,RWA001-A,2.665114978523967e-09
2021-08-14,RWA002-A,503.3240496593211
2021-08-14,RWA003-A,0.0
2021-08-14,RWA004-A,0.0
2021-08-14,RWA005-A,0.0
2021-08-14,RWA006-A,
2021-08-14,TUSD-A,804.738946390619
2021-08-14,UNI-A,330.99103599291294
2021-08-14,UNIV2AAVEETH-A,0.0
2021-08-14,UNIV2DAIETH-A,1887.933696597044
2021-08-14,UNIV2DAIUSDC-A,0.0
2021-08-14,UNIV2DAIUSDT-A,0.0
2021-08-14,UNIV2ETHUSDT-A,4.742828512287839
2021-08-14,UNIV2LINKETH-A,2.7944302345846737
2021-08-14,UNIV2UNIETH-A,546.4612972442982
2021-08-14,UNIV2USDCETH-A,411.5943460812725
2021-08-14,UNIV2WBTCDAI-A,0.0
2021-08-14,UNIV2WBTCETH-A,1437.111461679151
2021-08-14,USDC-A,0.0
2021-08-14,USDC-B,51.821863637706244
2021-08-14,USDT-A,0.17730872995233096
2021-08-14,WBTC-A,13807.861102567542
2021-08-14,YFI-A,492.04803340149715
2021-08-14,ZRX-A,202.1620035329849
2021-08-13,AAVE-A,57.95688735942428
2021-08-13,BAL-A,2.1989940775120824
2021-08-13,BAT-A,189.22984837772225
2021-08-13,COMP-A,2.6043526983117835
2021-08-13,ETH-A,89854.37304502356
2021-08-13,ETH-B,14018.85327624968
2021-08-13,ETH-C,2912.897286418541
2021-08-13,GUSD-A,0.0
2021-08-13,KNC-A,-39.769115733915484
2021-08-13,LINK-A,1054.3072563602084
2021-08-13,LRC-A,85.21693758591414
2021-08-13,MANA-A,162.79779516729536
2021-08-13,PAXUSD-A,1864.2585594439427
2021-08-13,PSM-USDC-A,0.0
2021-08-13,RENBTC-A,188.91780799176993
2021-08-13,RWA001-A,2.666009764229908e-09
2021-08-13,RWA002-A,503.5183117990562
2021-08-13,RWA003-A,0.0
2021-08-13,RWA004-A,0.0
2021-08-13,RWA005-A,0.0
2021-08-13,RWA006-A,
2021-08-13,TUSD-A,805.0523771780865
2021-08-13,UNI-A,239.11171558512137
2021-08-13,UNIV2AAVEETH-A,0.0
2021-08-13,UNIV2DAIETH-A,1888.575465813839
2021-08-13,UNIV2DAIUSDC-A,0.0
2021-08-13,UNIV2DAIUSDT-A,0.0
2021-08-13,UNIV2ETHUSDT-A,4.744547686026806
2021-08-13,UNIV2LINKETH-A,2.795368436594833
2021-08-13,UNIV2UNIETH-A,546.6593777587317
2021-08-13,UNIV2USDCETH-A,623.3552277692739
2021-08-13,UNIV2WBTCDAI-A,0.0
2021-08-13,UNIV2WBTCETH-A,1437.632383799461
2021-08-13,USDC-A,0.0
2021-08-13,USDC-B,51.78590156027649
2021-08-13,USDT-A,0.17734522641674927
2021-08-13,WBTC-A,17742.716180040323
2021-08-13,YFI-A,609.8332373053847
2021-08-13,ZRX-A,202.22452425034987
2021-08-12,AAVE-A,57.78857253060941
2021-08-12,BAL-A,2.197636424759521
2021-08-12,BAT-A,189.09785481859006
2021-08-12,COMP-A,2.033295825499671
2021-08-12,ETH-A,90291.41212989943
2021-08-12,ETH-B,8087.914783939948
2021-08-12,ETH-C,2872.691839222335
2021-08-12,GUSD-A,0.0
2021-08-12,KNC-A,-39.740333747037695
2021-08-12,LINK-A,833.507903603512
2021-08-12,LRC-A,88.77671714130754
2021-08-12,MANA-A,162.6885448629078
2021-08-12,PAXUSD-A,1863.107571457846
2021-08-12,PSM-USDC-A,0.0
2021-08-12,RENBTC-A,167.27819328627797
2021-08-12,RWA001-A,2.664220659052267e-09
2021-08-12,RWA002-A,503.89888587258304
2021-08-12,RWA003-A,0.0
2021-08-12,RWA004-A,0.0
2021-08-12,RWA005-A,0.0
2021-08-12,RWA006-A,
2021-08-12,TUSD-A,804.5553401069051
2021-08-12,UNI-A,199.95397775884663
2021-08-12,UNIV2AAVEETH-A,0.0
2021-08-12,UNIV2DAIETH-A,1887.248014027697
2021-08-12,UNIV2DAIUSDC-A,0.0
2021-08-12,UNIV2DAIUSDT-A,0.0
2021-08-12,UNIV2ETHUSDT-A,4.741490439903555
2021-08-12,UNIV2LINKETH-A,2.79349252143112
2021-08-12,UNIV2UNIETH-A,546.3071266330209
2021-08-12,UNIV2USDCETH-A,498.94192754359096
2021-08-12,UNIV2WBTCDAI-A,0.0
2021-08-12,UNIV2WBTCETH-A,1436.7060160352642
2021-08-12,USDC-A,0.0
2021-08-12,USDC-B,51.697883655976064
2021-08-12,USDT-A,0.17720320090029598
2021-08-12,WBTC-A,12935.850181406013
2021-08-12,YFI-A,401.9739221234223
2021-08-12,ZRX-A,187.76115136390888
2021-08-11,AAVE-A,55.374189177469525
2021-08-11,BAL-A,2.1906302480862667
2021-08-11,BAT-A,188.47991555215273
2021-08-11,COMP-A,2.0268135750136747
2021-08-11,ETH-A,90330.44116130951
2021-08-11,ETH-B,10033.132309459786
2021-08-11,ETH-C,3136.983452493172
2021-08-11,GUSD-A,0.0
2021-08-11,KNC-A,-39.60943272777785
2021-08-11,LINK-A,1044.9119377252755
2021-08-11,LRC-A,95.70103370047342
2021-08-11,MANA-A,162.05383310117455
2021-08-11,PAXUSD-A,1857.1678897799088
2021-08-11,PSM-USDC-A,0.0
2021-08-11,RENBTC-A,228.7477455555712
2021-08-11,RWA001-A,2.655584601280172e-09
2021-08-11,RWA002-A,505.92411112349373
2021-08-11,RWA003-A,
2021-08-11,RWA004-A,
2021-08-11,RWA005-A,
2021-08-11,RWA006-A,
2021-08-11,TUSD-A,801.9903767705262
2021-08-11,UNI-A,288.51964018938725
2021-08-11,UNIV2AAVEETH-A,0.0
2021-08-11,UNIV2DAIETH-A,1883.7840764875377
2021-08-11,UNIV2DAIUSDC-A,0.0
2021-08-11,UNIV2DAIUSDT-A,0.0
2021-08-11,UNIV2ETHUSDT-A,4.726247002168757
2021-08-11,UNIV2LINKETH-A,2.784437429571883
2021-08-11,UNIV2UNIETH-A,544.5508015334649
2021-08-11,UNIV2USDCETH-A,497.3378770235723
2021-08-11,UNIV2WBTCDAI-A,0.0
2021-08-11,UNIV2WBTCETH-A,1432.0871437679418
2021-08-11,USDC-A,0.0
2021-08-11,USDC-B,51.477366490219325
2021-08-11,USDT-A,0.17660590547369262
2021-08-11,WBTC-A,14917.51350663618
2021-08-11,YFI-A,561.6186929679666
2021-08-11,ZRX-A,158.5979973798431
2021-08-10,AAVE-A,52.93505589247542
2021-08-10,BAL-A,2.201816810057478
2021-08-10,BAT-A,189.4272212184824
2021-08-10,COMP-A,2.037163599021966
2021-08-10,ETH-A,91598.28239727138
2021-08-10,ETH-B,11806.248304009112
2021-08-10,ETH-C,2179.3599049221093
2021-08-10,GUSD-A,0.0
2021-08-10,KNC-A,-39.80746826975546
2021-08-10,LINK-A,745.593815836035
2021-08-10,LRC-A,96.1820299447283
2021-08-10,MANA-A,162.81832209309894
2021-08-10,PAXUSD-A,1866.6516096856826
2021-08-10,PSM-USDC-A,0.0
2021-08-10,RENBTC-A,232.5600772137032
2021-08-10,RWA001-A,2.66900222922185e-09
2021-08-10,RWA002-A,513.1938991994609
2021-08-10,RWA003-A,
2021-08-10,RWA004-A,
2021-08-10,RWA005-A,
2021-08-10,RWA006-A,
2021-08-10,TUSD-A,806.0857803914229
2021-08-10,UNI-A,213.86376944948185
2021-08-10,UNIV2AAVEETH-A,0.0
2021-08-10,UNIV2DAIETH-A,1903.499873619326
2021-08-10,UNIV2DAIUSDC-A,0.0
2021-08-10,UNIV2DAIUSDT-A,0.0
2021-08-10,UNIV2ETHUSDT-A,4.750253719564197
2021-08-10,UNIV2LINKETH-A,2.7985061003417266
2021-08-10,UNIV2UNIETH-A,547.316818035327
2021-08-10,UNIV2USDCETH-A,499.86407801524183
2021-08-10,UNIV2WBTCDAI-A,0.0
2021-08-10,UNIV2WBTCETH-A,1439.7219844560495
2021-08-10,USDC-A,0.0
2021-08-10,USDC-B,51.68425787244878
2021-08-10,USDT-A,0.17747519851199997
2021-08-10,WBTC-A,15920.572643814896
2021-08-10,YFI-A,607.4225083147189
2021-08-10,ZRX-A,159.39511563589878
2021-08-09,AAVE-A,52.62551604126347
2021-08-09,BAL-A,2.2005099902517133
2021-08-09,BAT-A,178.54458388103666
2021-08-09,COMP-A,2.0359545040025147
2021-08-09,ETH-A,88736.0787915441
2021-08-09,ETH-B,9771.728311175837
2021-08-09,ETH-C,2683.6726277256316
2021-08-09,GUSD-A,0.0
2021-08-09,KNC-A,-39.77960313044942
2021-08-09,LINK-A,1036.6932570879928
2021-08-09,LRC-A,96.11722592660875
2021-08-09,MANA-A,162.7129335937893
2021-08-09,PAXUSD-A,1865.54371674797
2021-08-09,PSM-USDC-A,0.0
2021-08-09,RENBTC-A,191.1484348051023
2021-08-09,RWA001-A,2.66727464637997e-09
2021-08-09,RWA002-A,477.46361043167514
2021-08-09,RWA003-A,
2021-08-09,RWA004-A,
2021-08-09,RWA005-A,
2021-08-09,RWA006-A,
2021-08-09,TUSD-A,805.6073532769831
2021-08-09,UNI-A,261.87186435649534
2021-08-09,UNIV2AAVEETH-A,0.0
2021-08-09,UNIV2DAIETH-A,1902.2082439965845
2021-08-09,UNIV2DAIUSDC-A,0.0
2021-08-09,UNIV2DAIUSDT-A,0.0
2021-08-09,UNIV2ETHUSDT-A,4.747306045183076
2021-08-09,UNIV2LINKETH-A,2.7966946926670104
2021-08-09,UNIV2UNIETH-A,546.9771915946937
2021-08-09,UNIV2USDCETH-A,500.513552986479
2021-08-09,UNIV2WBTCDAI-A,0.0
2021-08-09,UNIV2WBTCETH-A,1439.1849535234876
2021-08-09,USDC-A,0.0
2021-08-09,USDC-B,51.59756851648089
2021-08-09,USDT-A,0.17733726109878242
2021-08-09,WBTC-A,16256.88324674423
2021-08-09,YFI-A,1002.6087569671419
2021-08-09,ZRX-A,159.80701992813607
2021-08-08,AAVE-A,52.99389704100667
2021-08-08,BAL-A,2.2007552486164665
2021-08-08,BAT-A,173.17134881442368
2021-08-08,COMP-A,2.0361814217963783
2021-08-08,ETH-A,89363.09646127222
2021-08-08,ETH-B,10560.685019412862
2021-08-08,ETH-C,2570.7345911172215
2021-08-08,GUSD-A,0.0
2021-08-08,KNC-A,-39.77979900515
2021-08-08,LINK-A,789.5172776933135
2021-08-08,LRC-A,96.12022193575626
2021-08-08,MANA-A,162.5873874579943
2021-08-08,PAXUSD-A,1865.7516413669769
2021-08-08,PSM-USDC-A,0.0
2021-08-08,RENBTC-A,191.0038360071411
2021-08-08,RWA001-A,2.667428470843645e-09
2021-08-08,RWA002-A,472.30573012886646
2021-08-08,RWA003-A,
2021-08-08,RWA004-A,
2021-08-08,RWA005-A,
2021-08-08,RWA006-A,
2021-08-08,TUSD-A,805.697142436302
2021-08-08,UNI-A,237.70588090256734
2021-08-08,UNIV2AAVEETH-A,0.0
2021-08-08,UNIV2DAIETH-A,1900.0147322994767
2021-08-08,UNIV2DAIUSDC-A,0.0
2021-08-08,UNIV2DAIUSDT-A,0.0
2021-08-08,UNIV2ETHUSDT-A,4.865832311774524
