,balance,dt,total_balance,wallet
8699,496329119.1490871,2021-03-30 00:00:00.000 UTC,3159878014.546384,Lending
8700,189063439.82550213,2021-03-30 00:00:00.000 UTC,3159878014.546384,CeFi
8701,605932388.9228832,2021-03-30 00:00:00.000 UTC,3159878014.546384,Other
8702,832988898.773622,2021-03-30 00:00:00.000 UTC,3159878014.546384,Dex
8703,34499274.9025135,2021-03-30 00:00:00.000 UTC,3159878014.546384,Dai Savings
8704,597941983.1482164,2021-03-29 00:00:00.000 UTC,3138364464.074606,Other
8705,188327281.9668573,2021-03-29 00:00:00.000 UTC,3138364464.074606,CeFi
8706,819613722.9702066,2021-03-29 00:00:00.000 UTC,3138364464.074606,Dex
8707,0.0,2021-03-29 00:00:00.000 UTC,3138364464.074606,Treasury
8708,33629445.133292,2021-03-29 00:00:00.000 UTC,3138364464.074606,Bridge
8709,980874625.1297612,2021-03-29 00:00:00.000 UTC,3138364464.074606,EOA
8710,486628572.12098104,2021-03-29 00:00:00.000 UTC,3138364464.074606,Lending
8711,31348833.605291605,2021-03-29 00:00:00.000 UTC,3138364464.074606,Dai Savings
8712,1013837382.4487368,2021-03-28 00:00:00.000 UTC,3126101863.7867985,EOA
8713,0.0,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Treasury
8714,27115292.274572123,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Dai Savings
8715,826162622.4543949,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Dex
8716,32849859.812965564,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Bridge
8717,470045450.7548237,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Lending
8718,573285903.7156445,2021-03-28 00:00:00.000 UTC,3126101863.7867985,Other
8719,182805352.32566044,2021-03-28 00:00:00.000 UTC,3126101863.7867985,CeFi
8720,32192171.629115872,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Bridge
8721,0.0,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Treasury
8722,559742519.6045979,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Other
8723,165700990.32096988,2021-03-27 00:00:00.000 UTC,3119411965.2314563,CeFi
8724,452806472.0287235,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Lending
8725,26483552.60348036,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Dai Savings
8726,1083160157.493634,2021-03-27 00:00:00.000 UTC,3119411965.2314563,EOA
8727,799326101.5509349,2021-03-27 00:00:00.000 UTC,3119411965.2314563,Dex
8728,0.0,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Treasury
8729,1073149144.5759615,2021-03-26 00:00:00.000 UTC,3110067229.6533136,EOA
8730,23731076.444162566,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Dai Savings
8731,546764968.9827915,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Other
8732,529325544.4117861,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Lending
8733,738959358.4586011,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Dex
8734,165562225.71126136,2021-03-26 00:00:00.000 UTC,3110067229.6533136,CeFi
8735,32574911.06874948,2021-03-26 00:00:00.000 UTC,3110067229.6533136,Bridge
8736,171382673.8623221,2021-03-25 00:00:00.000 UTC,3077462266.211445,CeFi
8737,23086820.642352354,2021-03-25 00:00:00.000 UTC,3077462266.211445,Dai Savings
8738,0.0,2021-03-25 00:00:00.000 UTC,3077462266.211445,Treasury
8739,551614422.5703056,2021-03-25 00:00:00.000 UTC,3077462266.211445,Other
8740,501731965.3759636,2021-03-25 00:00:00.000 UTC,3077462266.211445,Lending
8741,1075517713.041675,2021-03-25 00:00:00.000 UTC,3077462266.211445,EOA
8742,721834228.697631,2021-03-25 00:00:00.000 UTC,3077462266.211445,Dex
8743,32294442.021194693,2021-03-25 00:00:00.000 UTC,3077462266.211445,Bridge
8744,1097012509.251624,2021-03-24 00:00:00.000 UTC,3032910170.0337114,EOA
8745,461815421.1130856,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Lending
8746,23045014.418312557,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Dai Savings
8747,0.0,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Treasury
8748,168685511.88759932,2021-03-24 00:00:00.000 UTC,3032910170.0337114,CeFi
8749,689897680.3197184,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Dex
8750,559553885.638255,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Other
8751,32900147.4051162,2021-03-24 00:00:00.000 UTC,3032910170.0337114,Bridge
8752,755107805.1852773,2021-03-23 00:00:00.000 UTC,3082716027.044833,Dex
8753,22687377.985924825,2021-03-23 00:00:00.000 UTC,3082716027.044833,Dai Savings
8754,0.0,2021-03-23 00:00:00.000 UTC,3082716027.044833,Treasury
8755,593250322.494848,2021-03-23 00:00:00.000 UTC,3082716027.044833,Other
8756,166311220.6592009,2021-03-23 00:00:00.000 UTC,3082716027.044833,CeFi
8757,430770018.60084045,2021-03-23 00:00:00.000 UTC,3082716027.044833,Lending
8758,33400282.598152224,2021-03-23 00:00:00.000 UTC,3082716027.044833,Bridge
8759,1081188999.520589,2021-03-23 00:00:00.000 UTC,3082716027.044833,EOA
8760,449508037.5206909,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Lending
8761,33515270.095714882,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Bridge
8762,161432811.06516647,2021-03-22 00:00:00.000 UTC,3066860486.5271487,CeFi
8763,1064193312.3887835,2021-03-22 00:00:00.000 UTC,3066860486.5271487,EOA
8764,22667505.181702077,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Dai Savings
8765,591879872.9278378,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Other
8766,0.0,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Treasury
8767,743663677.3472528,2021-03-22 00:00:00.000 UTC,3066860486.5271487,Dex
8768,1031487536.5756726,2021-03-21 00:00:00.000 UTC,3046244043.8620806,EOA
8769,22351661.55508801,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Dai Savings
8770,33891765.07801806,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Bridge
8771,424758898.9053957,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Lending
8772,0.0,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Treasury
8773,595239321.584997,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Other
8774,779325694.5050112,2021-03-21 00:00:00.000 UTC,3046244043.8620806,Dex
8775,159189165.6578982,2021-03-21 00:00:00.000 UTC,3046244043.8620806,CeFi
8776,996269341.1546351,2021-03-20 00:00:00.000 UTC,3031967493.741137,EOA
8777,156396696.836225,2021-03-20 00:00:00.000 UTC,3031967493.741137,CeFi
8778,786588345.1170677,2021-03-20 00:00:00.000 UTC,3031967493.741137,Dex
8779,21306641.863793638,2021-03-20 00:00:00.000 UTC,3031967493.741137,Dai Savings
8780,446615023.78737694,2021-03-20 00:00:00.000 UTC,3031967493.741137,Lending
8781,590306671.2430716,2021-03-20 00:00:00.000 UTC,3031967493.741137,Other
8782,34484773.738967195,2021-03-20 00:00:00.000 UTC,3031967493.741137,Bridge
8783,0.0,2021-03-20 00:00:00.000 UTC,3031967493.741137,Treasury
8784,0.0,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Treasury
8785,34288515.63843629,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Bridge
8786,995658050.6285689,2021-03-19 00:00:00.000 UTC,3031825848.1532063,EOA
8787,147015024.19429225,2021-03-19 00:00:00.000 UTC,3031825848.1532063,CeFi
8788,575758003.507782,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Other
8789,787951693.7207986,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Dex
8790,470930197.54125434,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Lending
8791,20224362.922073957,2021-03-19 00:00:00.000 UTC,3031825848.1532063,Dai Savings
8792,147029779.61411542,2021-03-18 00:00:00.000 UTC,3039844190.888938,CeFi
8793,469525882.4764117,2021-03-18 00:00:00.000 UTC,3039844190.888938,Lending
8794,0.0,2021-03-18 00:00:00.000 UTC,3039844190.888938,Treasury
8795,19700645.799701862,2021-03-18 00:00:00.000 UTC,3039844190.888938,Dai Savings
8796,34840112.31383409,2021-03-18 00:00:00.000 UTC,3039844190.888938,Bridge
8797,998363591.3891021,2021-03-18 00:00:00.000 UTC,3039844190.888938,EOA
8798,570891228.0403936,2021-03-18 00:00:00.000 UTC,3039844190.888938,Other
8799,799492951.2553797,2021-03-18 00:00:00.000 UTC,3039844190.888938,Dex
8800,804946870.831458,2021-03-17 00:00:00.000 UTC,3025289285.069876,Dex
8801,0.0,2021-03-17 00:00:00.000 UTC,3025289285.069876,Treasury
8802,567002449.4153439,2021-03-17 00:00:00.000 UTC,3025289285.069876,Other
8803,982265139.9512558,2021-03-17 00:00:00.000 UTC,3025289285.069876,EOA
8804,150296289.97853315,2021-03-17 00:00:00.000 UTC,3025289285.069876,CeFi
8805,466291085.42748475,2021-03-17 00:00:00.000 UTC,3025289285.069876,Lending
8806,34802424.37216285,2021-03-17 00:00:00.000 UTC,3025289285.069876,Bridge
8807,19685025.093638238,2021-03-17 00:00:00.000 UTC,3025289285.069876,Dai Savings
8808,769203786.7235602,2021-03-16 00:00:00.000 UTC,2986106512.058821,Dex
8809,19615057.442680366,2021-03-16 00:00:00.000 UTC,2986106512.058821,Dai Savings
8810,35181464.30469179,2021-03-16 00:00:00.000 UTC,2986106512.058821,Bridge
8811,0.0,2021-03-16 00:00:00.000 UTC,2986106512.058821,Treasury
8812,495497518.00911,2021-03-16 00:00:00.000 UTC,2986106512.058821,Lending
8813,150089172.87394366,2021-03-16 00:00:00.000 UTC,2986106512.058821,CeFi
8814,964612243.6398356,2021-03-16 00:00:00.000 UTC,2986106512.058821,EOA
8815,551907269.0649998,2021-03-16 00:00:00.000 UTC,2986106512.058821,Other
8816,0.0,2021-03-15 00:00:00.000 UTC,2949734274.258761,Treasury
8817,587759151.041906,2021-03-15 00:00:00.000 UTC,2949734274.258761,Other
8818,19315343.197563507,2021-03-15 00:00:00.000 UTC,2949734274.258761,Dai Savings
8819,755305873.7249573,2021-03-15 00:00:00.000 UTC,2949734274.258761,Dex
8820,35582641.831977054,2021-03-15 00:00:00.000 UTC,2949734274.258761,Bridge
8821,470566715.8168203,2021-03-15 00:00:00.000 UTC,2949734274.258761,Lending
8822,946442686.4469941,2021-03-15 00:00:00.000 UTC,2949734274.258761,EOA
8823,134761862.1985419,2021-03-15 00:00:00.000 UTC,2949734274.258761,CeFi
8824,929443189.1187146,2021-03-14 00:00:00.000 UTC,2920787946.4704847,EOA
8825,0.0,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Treasury
8826,140017724.58460405,2021-03-14 00:00:00.000 UTC,2920787946.4704847,CeFi
8827,33901189.807535544,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Bridge
8828,16469899.916761167,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Dai Savings
8829,745591640.164661,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Dex
8830,473510044.73475474,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Lending
8831,581854258.1434536,2021-03-14 00:00:00.000 UTC,2920787946.4704847,Other
8832,140733346.01460603,2021-03-13 00:00:00.000 UTC,2912979022.293112,CeFi
8833,458699282.0113104,2021-03-13 00:00:00.000 UTC,2912979022.293112,Lending
8834,0.0,2021-03-13 00:00:00.000 UTC,2912979022.293112,Treasury
8835,15245889.912414998,2021-03-13 00:00:00.000 UTC,2912979022.293112,Dai Savings
8836,922616114.1291596,2021-03-13 00:00:00.000 UTC,2912979022.293112,EOA
8837,34047203.58833269,2021-03-13 00:00:00.000 UTC,2912979022.293112,Bridge
8838,752681789.3264834,2021-03-13 00:00:00.000 UTC,2912979022.293112,Dex
8839,588955397.3108045,2021-03-13 00:00:00.000 UTC,2912979022.293112,Other
8840,456147518.5785759,2021-03-12 00:00:00.000 UTC,2863703768.475768,Lending
8841,740730691.3185883,2021-03-12 00:00:00.000 UTC,2863703768.475768,Dex
8842,0.0,2021-03-12 00:00:00.000 UTC,2863703768.475768,Treasury
8843,573049055.849319,2021-03-12 00:00:00.000 UTC,2863703768.475768,Other
8844,144007177.97943538,2021-03-12 00:00:00.000 UTC,2863703768.475768,CeFi
8845,13989922.02788369,2021-03-12 00:00:00.000 UTC,2863703768.475768,Dai Savings
8846,902679793.561495,2021-03-12 00:00:00.000 UTC,2863703768.475768,EOA
8847,33099609.160471007,2021-03-12 00:00:00.000 UTC,2863703768.475768,Bridge
8848,694564115.5328915,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Dex
8849,464906023.55907094,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Lending
8850,0.0,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Treasury
8851,535873005.63982815,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Other
8852,903136614.3749412,2021-03-11 00:00:00.000 UTC,2774291435.7972326,EOA
8853,11902862.767165758,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Dai Savings
8854,32206214.445849314,2021-03-11 00:00:00.000 UTC,2774291435.7972326,Bridge
8855,131702599.47748573,2021-03-11 00:00:00.000 UTC,2774291435.7972326,CeFi
8856,12215114.081150787,2021-03-10 00:00:00.000 UTC,2740984838.377482,Dai Savings
8857,124894629.22659305,2021-03-10 00:00:00.000 UTC,2740984838.377482,CeFi
8858,511491654.5674641,2021-03-10 00:00:00.000 UTC,2740984838.377482,Other
8859,695751419.6225893,2021-03-10 00:00:00.000 UTC,2740984838.377482,Dex
8860,450157370.2838688,2021-03-10 00:00:00.000 UTC,2740984838.377482,Lending
8861,29764732.976376288,2021-03-10 00:00:00.000 UTC,2740984838.377482,Bridge
8862,916709917.6194396,2021-03-10 00:00:00.000 UTC,2740984838.377482,EOA
8863,0.0,2021-03-10 00:00:00.000 UTC,2740984838.377482,Treasury
8864,0.0,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Treasury
8865,12227391.225539993,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Dai Savings
8866,912372912.972736,2021-03-09 00:00:00.000 UTC,2723204798.4186983,EOA
8867,111231487.2830368,2021-03-09 00:00:00.000 UTC,2723204798.4186983,CeFi
8868,29438035.074789323,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Bridge
8869,522301248.7624342,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Lending
8870,465998064.0413333,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Other
8871,669635659.0588287,2021-03-09 00:00:00.000 UTC,2723204798.4186983,Dex
8872,28496491.860493004,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Bridge
8873,447522195.3335727,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Other
8874,0.0,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Treasury
8875,112553830.77366215,2021-03-08 00:00:00.000 UTC,2680400756.6265225,CeFi
8876,12375375.800705556,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Dai Savings
8877,856430340.9687719,2021-03-08 00:00:00.000 UTC,2680400756.6265225,EOA
8878,573517297.4088001,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Lending
8879,649505224.4805166,2021-03-08 00:00:00.000 UTC,2680400756.6265225,Dex
8880,0.0,2021-03-07 00:00:00.000 UTC,2651867165.871561,Treasury
8881,11664482.459318101,2021-03-07 00:00:00.000 UTC,2651867165.871561,Dai Savings
8882,27973334.81880802,2021-03-07 00:00:00.000 UTC,2651867165.871561,Bridge
8883,113627665.91584341,2021-03-07 00:00:00.000 UTC,2651867165.871561,CeFi
8884,898346150.3629475,2021-03-07 00:00:00.000 UTC,2651867165.871561,EOA
8885,595281262.8130409,2021-03-07 00:00:00.000 UTC,2651867165.871561,Dex
8886,610643345.2681282,2021-03-07 00:00:00.000 UTC,2651867165.871561,Lending
8887,394330924.2334749,2021-03-07 00:00:00.000 UTC,2651867165.871561,Other
8888,471313091.11935914,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Lending
8889,461613058.7636873,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Other
8890,106062250.59365153,2021-03-06 00:00:00.000 UTC,2685520662.0038147,CeFi
8891,26983656.335506137,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Bridge
8892,981884299.8818885,2021-03-06 00:00:00.000 UTC,2685520662.0038147,EOA
8893,627008392.6576769,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Dex
8894,0.0,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Treasury
8895,10655912.652045183,2021-03-06 00:00:00.000 UTC,2685520662.0038147,Dai Savings
8896,444235276.43859273,2021-03-05 00:00:00.000 UTC,2641286567.678794,Lending
8897,11433853.062706,2021-03-05 00:00:00.000 UTC,2641286567.678794,Dai Savings
8898,593129147.0252194,2021-03-05 00:00:00.000 UTC,2641286567.678794,Dex
8899,1008048975.6665276,2021-03-05 00:00:00.000 UTC,2641286567.678794,EOA
8900,100270933.5140874,2021-03-05 00:00:00.000 UTC,2641286567.678794,CeFi
8901,462532960.1566489,2021-03-05 00:00:00.000 UTC,2641286567.678794,Other
8902,0.0,2021-03-05 00:00:00.000 UTC,2641286567.678794,Treasury
8903,21635421.81501192,2021-03-05 00:00:00.000 UTC,2641286567.678794,Bridge
8904,0.0,2021-03-04 00:00:00.000 UTC,2628937818.89731,Treasury
8905,11278118.524797997,2021-03-04 00:00:00.000 UTC,2628937818.89731,Dai Savings
8906,24145572.685466535,2021-03-04 00:00:00.000 UTC,2628937818.89731,Bridge
8907,93295453.27790524,2021-03-04 00:00:00.000 UTC,2628937818.89731,CeFi
8908,998132503.037886,2021-03-04 00:00:00.000 UTC,2628937818.89731,EOA
8909,448949297.87281305,2021-03-04 00:00:00.000 UTC,2628937818.89731,Other
8910,590264925.6037182,2021-03-04 00:00:00.000 UTC,2628937818.89731,Dex
8911,462871947.89472276,2021-03-04 00:00:00.000 UTC,2628937818.89731,Lending
8912,365306725.9922514,2021-03-03 00:00:00.000 UTC,2623071593.997137,Other
8913,506815887.92544395,2021-03-03 00:00:00.000 UTC,2623071593.997137,Lending
8914,602905612.3516436,2021-03-03 00:00:00.000 UTC,2623071593.997137,Dex
8915,0.0,2021-03-03 00:00:00.000 UTC,2623071593.997137,Treasury
8916,22604963.486515917,2021-03-03 00:00:00.000 UTC,2623071593.997137,Bridge
8917,99270265.82073867,2021-03-03 00:00:00.000 UTC,2623071593.997137,CeFi
8918,11013646.13996723,2021-03-03 00:00:00.000 UTC,2623071593.997137,Dai Savings
8919,1015154492.2805761,2021-03-03 00:00:00.000 UTC,2623071593.997137,EOA
8920,585621415.7985259,2021-03-02 00:00:00.000 UTC,2603624011.517972,Dex
8921,1019326617.6062255,2021-03-02 00:00:00.000 UTC,2603624011.517972,EOA
8922,578252038.667724,2021-03-02 00:00:00.000 UTC,2603624011.517972,Lending
8923,10697051.520495187,2021-03-02 00:00:00.000 UTC,2603624011.517972,Dai Savings
8924,20838614.36364286,2021-03-02 00:00:00.000 UTC,2603624011.517972,Bridge
8925,305786257.113415,2021-03-02 00:00:00.000 UTC,2603624011.517972,Other
8926,83102016.44794352,2021-03-02 00:00:00.000 UTC,2603624011.517972,CeFi
8927,0.0,2021-03-02 00:00:00.000 UTC,2603624011.517972,Treasury
8928,576301999.4732993,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Dex
8929,84335796.92789155,2021-03-01 00:00:00.000 UTC,2557029272.6811247,CeFi
8930,10361383.833437372,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Dai Savings
8931,1034833678.9178416,2021-03-01 00:00:00.000 UTC,2557029272.6811247,EOA
8932,295654374.00427043,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Other
8933,536273815.7992868,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Lending
8934,0.0,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Treasury
8935,19268223.725097895,2021-03-01 00:00:00.000 UTC,2557029272.6811247,Bridge
8936,518103747.5883116,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Dex
8937,291351896.28550696,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Other
8938,10172971.665119471,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Dai Savings
8939,80228194.41530055,2021-02-28 00:00:00.000 UTC,2454387686.2073374,CeFi
8940,18685049.280420203,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Bridge
8941,0.0,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Treasury
8942,516281776.92993677,2021-02-28 00:00:00.000 UTC,2454387686.2073374,Lending
8943,1019564050.0427417,2021-02-28 00:00:00.000 UTC,2454387686.2073374,EOA
8944,314583702.8570136,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Other
8945,1029457167.8092278,2021-02-27 00:00:00.000 UTC,2402931234.3078284,EOA
8946,18211545.51106501,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Bridge
8947,554095613.2686257,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Dex
8948,78518585.40592596,2021-02-27 00:00:00.000 UTC,2402931234.3078284,CeFi
8949,10517250.537723979,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Dai Savings
8950,397547368.91824645,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Lending
8951,0.0,2021-02-27 00:00:00.000 UTC,2402931234.3078284,Treasury
8952,534292581.4555378,2021-02-26 00:00:00.000 UTC,2378337911.504018,Dex
8953,17851011.473410804,2021-02-26 00:00:00.000 UTC,2378337911.504018,Bridge
8954,0.0,2021-02-26 00:00:00.000 UTC,2378337911.504018,Treasury
8955,394391423.7550024,2021-02-26 00:00:00.000 UTC,2378337911.504018,Lending
8956,1033418114.4035847,2021-02-26 00:00:00.000 UTC,2378337911.504018,EOA
8957,10528589.101032443,2021-02-26 00:00:00.000 UTC,2378337911.504018,Dai Savings
8958,79443063.13298185,2021-02-26 00:00:00.000 UTC,2378337911.504018,CeFi
8959,308413128.1824678,2021-02-26 00:00:00.000 UTC,2378337911.504018,Other
8960,1045011167.6302462,2021-02-25 00:00:00.000 UTC,2404887025.0411043,EOA
8961,393559455.4222155,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Lending
8962,78085726.16525552,2021-02-25 00:00:00.000 UTC,2404887025.0411043,CeFi
8963,0.0,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Treasury
8964,568333333.8991537,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Dex
8965,10570234.927451337,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Dai Savings
8966,18555676.868344437,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Bridge
8967,290771430.128438,2021-02-25 00:00:00.000 UTC,2404887025.0411043,Other
8968,1051106203.7021554,2021-02-24 00:00:00.000 UTC,2397896223.5853295,EOA
8969,258365791.77556786,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Other
8970,77950305.77835374,2021-02-24 00:00:00.000 UTC,2397896223.5853295,CeFi
8971,0.0,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Treasury
8972,10475771.9655868,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Dai Savings
8973,392482296.69112194,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Lending
8974,589536793.402565,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Dex
8975,17979060.26997889,2021-02-24 00:00:00.000 UTC,2397896223.5853295,Bridge
8976,16761525.060492046,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Bridge
8977,1067353645.2937855,2021-02-23 00:00:00.000 UTC,2360653767.1357822,EOA
8978,81038635.15665339,2021-02-23 00:00:00.000 UTC,2360653767.1357822,CeFi
8979,284899696.85686415,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Other
8980,0.0,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Treasury
8981,9998062.3363948,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Dai Savings
8982,381311433.99362034,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Lending
8983,519290768.4379722,2021-02-23 00:00:00.000 UTC,2360653767.1357822,Dex
8984,299943567.86002123,2021-02-22 00:00:00.000 UTC,2485416331.155289,Other
8985,97884341.07619028,2021-02-22 00:00:00.000 UTC,2485416331.155289,CeFi
8986,0.0,2021-02-22 00:00:00.000 UTC,2485416331.155289,Treasury
8987,20549605.948528267,2021-02-22 00:00:00.000 UTC,2485416331.155289,Bridge
8988,629246854.5175904,2021-02-22 00:00:00.000 UTC,2485416331.155289,Dex
8989,392761274.86396134,2021-02-22 00:00:00.000 UTC,2485416331.155289,Lending
8990,10358289.654828124,2021-02-22 00:00:00.000 UTC,2485416331.155289,Dai Savings
8991,1034672397.2341695,2021-02-22 00:00:00.000 UTC,2485416331.155289,EOA
8992,96844166.87734917,2021-02-21 00:00:00.000 UTC,2520580491.7794256,CeFi
8993,978071751.3668582,2021-02-21 00:00:00.000 UTC,2520580491.7794256,EOA
8994,9416661.667726124,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Dai Savings
8995,0.0,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Treasury
8996,714608914.8657155,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Dex
8997,397198511.1873213,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Lending
8998,22165144.36175743,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Bridge
8999,302275341.45269763,2021-02-21 00:00:00.000 UTC,2520580491.7794256,Other
9000,386620645.49083453,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Lending
9001,729545215.9704646,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Dex
9002,0.0,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Treasury
9003,296653284.80495626,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Other
9004,20952522.269329593,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Bridge
9005,92119909.98946293,2021-02-20 00:00:00.000 UTC,2508052063.8776326,CeFi
9006,973478781.5767478,2021-02-20 00:00:00.000 UTC,2508052063.8776326,EOA
9007,8681703.775836939,2021-02-20 00:00:00.000 UTC,2508052063.8776326,Dai Savings
9008,0.0,2021-02-19 00:00:00.000 UTC,2472050974.527159,Treasury
9009,288432302.6636948,2021-02-19 00:00:00.000 UTC,2472050974.527159,Other
9010,722963873.4135052,2021-02-19 00:00:00.000 UTC,2472050974.527159,Dex
9011,388438925.5750041,2021-02-19 00:00:00.000 UTC,2472050974.527159,Lending
9012,955779205.0917823,2021-02-19 00:00:00.000 UTC,2472050974.527159,EOA
9013,87546163.52129835,2021-02-19 00:00:00.000 UTC,2472050974.527159,CeFi
9014,19684917.756601725,2021-02-19 00:00:00.000 UTC,2472050974.527159,Bridge
9015,9205586.50527294,2021-02-19 00:00:00.000 UTC,2472050974.527159,Dai Savings
9016,288730330.56388587,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Other
9017,726926521.8811889,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Dex
9018,397109567.8816962,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Lending
9019,9170884.301154472,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Dai Savings
9020,20122065.757478934,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Bridge
9021,0.0,2021-02-18 00:00:00.000 UTC,2451890022.3784523,Treasury
9022,933567264.2420429,2021-02-18 00:00:00.000 UTC,2451890022.3784523,EOA
9023,76263387.75100528,2021-02-18 00:00:00.000 UTC,2451890022.3784523,CeFi
9024,297176431.67317873,2021-02-17 00:00:00.000 UTC,2402218389.5198116,Other
9025,10045139.629572617,2021-02-17 00:00:00.000 UTC,2402218389.5198116,Bridge
9026,0.0,2021-02-17 00:00:00.000 UTC,2402218389.5198116,Treasury
